Key,Process Order Number,Order Type (packaging or repackaging),Material Number,Product Name,Process Order Creation Date,Batch Number,Process Order Release Date,Packaging Line  Start,Packaging Line Finish,Packaging  Final Check Date,BRR Start Date,BRR End Date,QA Release Date,Product,Batch Status,PO Create to PO Release,PO Release to Pkg Start,Pkg Start to Pkg Finish,Pkg Finish to Pkg Final Check,Pkg Final Check to BRR Begin,BRR Begin To BRR Finish,BRR Finish to QP Release,FG E2E,Check
10108953H6276H02,3028221,ZSP1,10108953,NEORECOR 2000IU/.3ML 6 ASRG ES-PT,20-Apr-15,H6276H02,21-May-15,9-Jun-15,10-Jun-15,10-Jun-15,10-Jun-15,16-Jun-15,17-Jun-15,NEORECOR ,7,31,19,1,0,0,6,1,58,TRUE
10107679H0817H02,3028223,ZSP1,10107679,RECORMON 2000IU/0.3ML 6ASRG KZ,20-Apr-15,H0817H02,21-May-15,9-Jun-15,9-Jun-15,9-Jun-15,9-Jun-15,11-Jun-15,12-Jun-15,RECORMON ,7,31,19,0,0,0,2,1,53,TRUE
10158999B8003H26,3028284,ZSP1,10158999,AVASTIN 100MG/4ML 1VIAL SK,24-Apr-15,B8003H26,22-May-15,9-Jun-15,10-Jun-15,10-Jun-15,10-Jun-15,26-Jun-15,29-Jun-15,AVASTIN ,7,28,18,1,0,0,16,3,66,TRUE
10067624H0681H05,3028434,ZSP1,10067624,RECORMON 50000IU 1VILY SAMCA,6-May-15,H0681H05,19-May-15,9-Jun-15,10-Jun-15,10-Jun-15,10-Jun-15,22-Jun-15,23-Jun-15,RECORMON ,7,13,21,1,0,0,12,1,48,TRUE
10081060H6255H02,3028722,ZSP1,10081060,BONVIVA 3MG/3ML 1ASRG KZ,28-May-15,H6255H02,3-Jun-15,11-Jun-15,11-Jun-15,11-Jun-15,11-Jun-15,23-Jul-15,23-Jul-15,BONVIVA ,7,6,8,0,0,0,42,0,56,TRUE
10133182H6275H01,3028204,ZSP1,10133182,RECORMON 2000IU/0.3ML 6ASRG MY,20-Apr-15,H6275H01,21-May-15,10-Jun-15,10-Jun-15,11-Jun-15,11-Jun-15,17-Jun-15,19-Jun-15,RECORMON ,7,31,20,0,1,0,6,2,60,TRUE
10159046B8003H25,3028265,ZSP1,10159046,AVASTIN 100MG/4ML 1VIAL IT-CLIN,24-Apr-15,B8003H25,22-May-15,10-Jun-15,10-Jun-15,11-Jun-15,11-Jun-15,16-Jun-15,17-Jun-15,AVASTIN ,7,28,19,0,1,0,5,1,54,TRUE
10159037B8500H18,3028282,ZSP1,10159037,AVASTIN 100MG/4ML 1VIAL FR-CLIN,24-Apr-15,B8500H18,22-May-15,10-Jun-15,11-Jun-15,11-Jun-15,11-Jun-15,23-Jun-15,24-Jun-15,AVASTIN ,7,28,19,1,0,0,12,1,61,TRUE
10109016H0638H07,3028465,ZSP1,10109016,NEORECOR 5000IU/.3ML 6 ASRG SC,8-May-15,H0638H07,28-May-15,10-Jun-15,10-Jun-15,11-Jun-15,11-Jun-15,19-Jun-15,22-Jun-15,NEORECOR ,7,20,13,0,1,0,8,3,45,TRUE
10108958H6278H01,3028586,ZSP1,10108958,NEORECOR 2000IU/.3ML 6 ASRG SC,21-May-15,H6278H01,21-May-15,10-Jun-15,10-Jun-15,10-Jun-15,10-Jun-15,19-Jun-15,22-Jun-15,NEORECOR ,7,0,20,0,0,0,9,3,32,TRUE
10086767H6254H12,3028696,ZSP1,10086767,BONVIVA 3MG/3ML 1ASRG CIS,28-May-15,H6254H12,3-Jun-15,10-Jun-15,10-Jun-15,11-Jun-15,11-Jun-15,16-Jun-15,17-Jun-15,BONVIVA ,7,6,7,0,1,0,5,1,20,TRUE
10071574H6255H01,3028721,ZSP1,10071574,BONVIVA 3MG/3ML 1ASRG BE,28-May-15,H6255H01,3-Jun-15,10-Jun-15,23-Jun-15,11-Jun-15,11-Jun-15,17-Jul-15,17-Jul-15,BONVIVA ,7,6,7,13,-12,0,36,0,50,TRUE
10141939H0685H01,3028726,ZSP1,10141939,RECORMON 50000IU 1VILY PRISA,28-May-15,H0685H01,1-Jun-15,10-Jun-15,18-Jun-15,23-Jun-15,23-Jun-15,7-Jul-15,8-Jul-15,RECORMON ,7,4,9,8,5,0,14,1,41,TRUE
10132791H0642H05,3027618,ZSP1,10132791,RECORMON 5000IU/0.3ML 6ASRG FA,13-Mar-15,H0642H05,28-May-15,11-Jun-15,11-Jun-15,11-Jun-15,11-Jun-15,12-Jun-15,15-Jun-15,RECORMON ,7,76,14,0,0,0,1,3,94,TRUE
10110685H0642H04,3028198,ZSP1,10110685,RECORMON 5000IU/.3ML 6 ASRG EFA,20-Apr-15,H0642H04,28-May-15,11-Jun-15,11-Jun-15,11-Jun-15,11-Jun-15,15-Jun-15,16-Jun-15,RECORMON ,7,38,14,0,0,0,4,1,57,TRUE
10110630H0815H02,3028208,ZSP1,10110630,RECORMON 2000IU/.3ML 6 ASRG TW,20-Apr-15,H0815H02,26-May-15,11-Jun-15,12-Jun-15,15-Jun-15,15-Jun-15,25-Jun-15,26-Jun-15,RECORMON ,7,36,16,1,3,0,10,1,67,TRUE
10109016H0640H06,3028209,ZSP1,10109016,NEORECOR 5000IU/.3ML 6 ASRG SC,20-Apr-15,H0640H06,28-May-15,10-Jun-15,11-Jun-15,11-Jun-15,11-Jun-15,16-Jun-15,17-Jun-15,NEORECOR ,7,38,13,1,0,0,5,1,58,TRUE
10159212N1034H02,3028260,ZSP1,10159212,HERCEPTI 150MG 1VILY IV DE,23-Apr-15,N1034H02,28-May-15,12-Jun-15,16-Jun-15,17-Jun-15,17-Jun-15,26-Jun-15,29-Jun-15,HERCEPTI ,7,35,15,4,1,0,9,3,67,TRUE
10144945H0520H15,3028264,ZSP1,10144945,MIRCERA 50MCG/0.3ML 1ASRG HR,23-Apr-15,H0520H15,3-Jun-15,11-Jun-15,11-Jun-15,12-Jun-15,12-Jun-15,25-Jun-15,26-Jun-15,MIRCERA ,7,41,8,0,1,0,13,1,64,TRUE
10095645H0550H28,3028408,ZSP1,10095645,MIRCERA 150MCG/.3ML 1 ASRG CZSKHUSI,5-May-15,H0550H28,3-Jun-15,11-Jun-15,11-Jun-15,12-Jun-15,12-Jun-15,26-Jun-15,29-Jun-15,MIRCERA ,7,29,8,0,1,0,14,3,55,TRUE
10110689H0642H06,3028439,ZSP1,10110689,RECORMON 5000IU/.3ML 6 ASRG PH,7-May-15,H0642H06,28-May-15,11-Jun-15,11-Jun-15,12-Jun-15,12-Jun-15,29-Jun-15,30-Jun-15,RECORMON ,7,21,14,0,1,0,17,1,54,TRUE
10159053H0143H14,3028521,ZSP1,10159053,AVASTIN 100MG/4ML 1VIAL KR,18-May-15,H0143H14,8-Jun-15,12-Jun-15,12-Jun-15,15-Jun-15,15-Jun-15,17-Jun-15,19-Jun-15,AVASTIN ,7,21,4,0,3,0,2,2,32,TRUE
10159034B8502H04,3028633,ZSP1,10159034,AVASTIN 100MG/4ML 1VIAL ELL,26-May-15,B8502H04,8-Jun-15,12-Jun-15,12-Jun-15,12-Jun-15,12-Jun-15,23-Jun-15,24-Jun-15,AVASTIN ,7,13,4,0,0,0,11,1,29,TRUE
10110689H0643H01,3028725,ZSP1,10110689,RECORMON 5000IU/.3ML 6 ASRG PH,28-May-15,H0643H01,28-May-15,11-Jun-15,11-Jun-15,12-Jun-15,12-Jun-15,26-Jun-15,29-Jun-15,RECORMON ,7,0,14,0,1,0,14,3,32,TRUE
10129627H6255H04,3028727,ZSP1,10129627,BONVIVA 3MG/3ML 1ASRG KR,28-May-15,H6255H04,8-Jun-15,11-Jun-15,15-Jun-15,15-Jun-15,15-Jun-15,24-Jun-15,25-Jun-15,BONVIVA ,7,11,3,4,0,0,9,1,28,TRUE
10145649H6255H03,3028730,ZSP1,10145649,BONVIVA 3MG/3ML 1ASRG PRISA,28-May-15,H6255H03,3-Jun-15,11-Jun-15,11-Jun-15,11-Jun-15,11-Jun-15,9-Jul-15,10-Jul-15,BONVIVA ,7,6,8,0,0,0,28,1,43,TRUE
10095645H0551H04,3028763,ZSP1,10095645,MIRCERA 150MCG/.3ML 1 ASRG CZSKHUSI,3-Jun-15,H0551H04,3-Jun-15,11-Jun-15,11-Jun-15,12-Jun-15,12-Jun-15,25-Jun-15,26-Jun-15,MIRCERA ,7,0,8,0,1,0,13,1,23,TRUE
10095636H0547H24,3028767,ZSP1,10095636,MIRCERA 120MCG/.3ML 1 ASRG BE-NL,3-Jun-15,H0547H24,3-Jun-15,11-Jun-15,11-Jun-15,12-Jun-15,12-Jun-15,26-Jun-15,29-Jun-15,MIRCERA ,7,0,8,0,1,0,14,3,26,TRUE
10110636H0626H01,3028580,ZSP1,10110636,RECORMON 30000IU/.6ML 4 ASRG FE,21-May-15,H0626H01,21-May-15,12-Jun-15,12-Jun-15,15-Jun-15,15-Jun-15,7-Jul-15,8-Jul-15,RECORMON ,7,0,22,0,3,0,22,1,48,TRUE
10108987H0625H09,3028583,ZSP1,10108987,NEORECOR 30000IU/.6ML 4 ASRG SC,21-May-15,H0625H09,21-May-15,12-Jun-15,12-Jun-15,15-Jun-15,15-Jun-15,21-Jul-15,22-Jul-15,NEORECOR ,7,0,22,0,3,0,36,1,62,TRUE
10110634H0626H02,3028600,ZSP1,10110634,RECORMON 30000IU/.6ML 4 ASRG EFA,21-May-15,H0626H02,21-May-15,12-Jun-15,12-Jun-15,15-Jun-15,15-Jun-15,23-Jul-15,24-Jul-15,RECORMON ,7,0,22,0,3,0,38,1,64,TRUE
10159030B8500H23,3028629,ZSP1,10159030,AVASTIN 100MG/4ML 1VIAL CZ,26-May-15,B8500H23,9-Jun-15,11-Jun-15,12-Jun-15,12-Jun-15,12-Jun-15,25-Jun-15,26-Jun-15,AVASTIN ,7,14,2,1,0,0,13,1,31,TRUE
10112470H0548H04,3028781,ZSP1,10112470,MIRCERA 250MCG/.3ML 1 ASRG DK-NO-IS,3-Jun-15,H0548H04,3-Jun-15,12-Jun-15,12-Jun-15,12-Jun-15,12-Jun-15,24-Jun-15,25-Jun-15,MIRCERA ,7,0,9,0,0,0,12,1,22,TRUE
10095575H0019H10,3028802,ZSP1,10095575,MIRCERA 360MCG/.6ML 1 ASRG BE-NL,3-Jun-15,H0019H10,3-Jun-15,11-Jun-15,12-Jun-15,12-Jun-15,12-Jun-15,25-Jun-15,26-Jun-15,MIRCERA ,7,0,8,1,0,0,13,1,23,TRUE
10132790H0816H03,3028472,ZSP1,10132790,RECORMON 2000IU/0.3ML 6ASRG FA,12-May-15,H0816H03,1-Jun-15,12-Jun-15,15-Jun-15,15-Jun-15,15-Jun-15,29-Jun-15,30-Jun-15,RECORMON ,7,20,11,3,0,0,14,1,49,TRUE
10110627H6278H02,3028222,ZSP1,10110627,RECORMON 2000IU/.3ML 6 ASRG ZA,20-Apr-15,H6278H02,26-May-15,15-Jun-15,15-Jun-15,15-Jun-15,15-Jun-15,22-Jun-15,23-Jun-15,RECORMON ,7,36,20,0,0,0,7,1,64,TRUE
10120482H0551/01,3028332,ZSP1,10120482,CER 150MCG/0.3ML + SD 3ASRG CLIN-TR,30-Apr-15,H0551/01,11-Jun-15,15-Jun-15,16-Jun-15,16-Jun-15,16-Jun-15,0,0,CER ,0,42,4,1,0,0,0,0,0,0
10110637H0816H02,3028473,ZSP1,10110637,RECORMON 2000IU/.3ML 6 ASRG FE,12-May-15,H0816H02,27-May-15,15-Jun-15,16-Jun-15,16-Jun-15,16-Jun-15,19-Jun-15,22-Jun-15,RECORMON ,7,15,19,1,0,0,3,3,41,TRUE
10110635H6278H03,3028474,ZSP1,10110635,NEORECOR 2000IU/.3ML 6 ASRG TR,12-May-15,H6278H03,26-May-15,15-Jun-15,15-Jun-15,15-Jun-15,15-Jun-15,22-Jun-15,23-Jun-15,NEORECOR ,7,14,20,0,0,0,7,1,42,TRUE
10120477H0551/01,3028562,ZSP1,10120477,CER 75MCG/0.3ML + SD 3ASRG CLIN-TR,20-May-15,H0551/01,3-Jun-15,15-Jun-15,15-Jun-15,18-Jun-15,18-Jun-15,0,0,CER ,0,14,12,0,3,0,0,0,0,0
10108983H0625H07,3028581,ZSP1,10108983,NEORECOR 30000IU/.6ML 4 ASRG DEATBENL,21-May-15,H0625H07,21-May-15,15-Jun-15,15-Jun-15,16-Jun-15,16-Jun-15,26-Jun-15,29-Jun-15,NEORECOR ,7,0,25,0,1,0,10,3,39,TRUE
10108986H0625H13,3028582,ZSP1,10108986,NEORECOR 30000IU/.6ML 4 ASRG GB-IE-GRCY,21-May-15,H0625H13,2-Jun-15,15-Jun-15,15-Jun-15,15-Jun-15,15-Jun-15,29-Jun-15,30-Jun-15,NEORECOR ,7,12,13,0,0,0,14,1,40,TRUE
10108982H0625H08,3028584,ZSP1,10108982,NEORECOR 30000IU/.6ML 4 ASRG CZSKHUSI,21-May-15,H0625H08,21-May-15,12-Jun-15,15-Jun-15,15-Jun-15,15-Jun-15,21-Jul-15,22-Jul-15,NEORECOR ,7,0,22,3,0,0,36,1,62,TRUE
10079911H6254H13,3028708,ZSP1,10079911,BONVIVA 3MG/3ML 1ASRG AT,28-May-15,H6254H13,11-Jun-15,15-Jun-15,17-Jun-15,17-Jun-15,17-Jun-15,22-Jul-15,24-Jul-15,BONVIVA ,7,14,4,2,0,0,35,2,57,TRUE
10120480H0547/01,3028714,ZSP1,10120480,CER 120MCG/0.3ML + SD 3ASRG CLIN-TR,29-May-15,H0547/01,15-Jun-15,16-Jun-15,16-Jun-15,18-Jun-15,18-Jun-15,0,0,CER ,0,17,1,0,2,0,0,0,0,0
10140399H6255H05,3028752,ZSP1,10140399,BONVIVA 3MG/3ML 1ASRG PE,2-Jun-15,H6255H05,9-Jun-15,15-Jun-15,15-Jun-15,16-Jun-15,16-Jun-15,30-Jun-15,30-Jun-15,BONVIVA ,7,7,6,0,1,0,14,0,28,TRUE
10108956H6278H04,3028854,ZSP1,10108956,NEORECOR 2000IU/.3ML 6 ASRG NO,8-Jun-15,H6278H04,8-Jun-15,15-Jun-15,15-Jun-15,15-Jun-15,15-Jun-15,23-Jun-15,24-Jun-15,NEORECOR ,7,0,7,0,0,0,8,1,16,TRUE
10108957H6278H05,3028855,ZSP1,10108957,NEORECOR 2000IU/.3ML 6 ASRG RO-BG-PL,8-Jun-15,H6278H05,9-Jun-15,15-Jun-15,15-Jun-15,16-Jun-15,16-Jun-15,19-Jun-15,22-Jun-15,NEORECOR ,7,1,6,0,1,0,3,3,14,TRUE
10108954H6278H06,3028859,ZSP1,10108954,NEORECOR 2000IU/.3ML 6 ASRG FR,9-Jun-15,H6278H06,9-Jun-15,15-Jun-15,15-Jun-15,16-Jun-15,16-Jun-15,19-Jun-15,22-Jun-15,NEORECOR ,7,0,6,0,1,0,3,3,13,TRUE
10108991H6251H01,3028210,ZSP1,10108991,NEORECOR 4000IU/.3ML 6 ASRG DEATBENL,20-Apr-15,H6251H01,3-Jun-15,16-Jun-15,16-Jun-15,17-Jun-15,17-Jun-15,23-Jun-15,24-Jun-15,NEORECOR ,7,44,13,0,1,0,6,1,65,TRUE
10110671H0662H06,3028227,ZSP1,10110671,RECORMON 4000IU/.3ML 6 ASRG CH,20-Apr-15,H0662H06,1-Jun-15,16-Jun-15,16-Jun-15,16-Jun-15,16-Jun-15,30-Jun-15,30-Jun-15,RECORMON ,7,42,15,0,0,0,14,0,71,TRUE
10147690H0520/01,3028334,ZSP1,10147690,MIRCERA 50MCG/0.3ML 3ASRG CIS,30-Apr-15,H0520/01,11-Jun-15,16-Jun-15,16-Jun-15,17-Jun-15,17-Jun-15,0,0,MIRCERA ,0,42,5,0,1,0,0,0,0,0
10109000H0554H06,3028384,ZSP1,10109000,NEORECOR 500IU/.3ML 6 ASRG CZSKHUSI,30-Apr-15,H0554H06,9-Jun-15,16-Jun-15,16-Jun-15,17-Jun-15,17-Jun-15,19-Jun-15,22-Jun-15,NEORECOR ,7,40,7,0,1,0,2,3,53,TRUE
10144938H0662H07,3028459,ZSP1,10144938,NEORECOR 4000IU/0.3ML 6ASRG HR,18-May-15,H0662H07,9-Jun-15,16-Jun-15,16-Jun-15,16-Jun-15,16-Jun-15,7-Jul-15,8-Jul-15,NEORECOR ,7,22,7,0,0,0,21,1,51,TRUE
10120745H0819/01,3028476,ZSP1,10120745,RECORMON 2000IU/0.3ML 6ASRG CN,12-May-15,H0819/01,1-Jun-15,16-Jun-15,16-Jun-15,16-Jun-15,16-Jun-15,0,0,RECORMON ,0,20,15,0,0,0,0,0,0,0
10109002H0554H07,3028491,ZSP1,10109002,NEORECOR 500IU/.3ML 6 ASRG ES-PT,18-May-15,H0554H07,9-Jun-15,16-Jun-15,16-Jun-15,17-Jun-15,17-Jun-15,19-Jun-15,22-Jun-15,NEORECOR ,7,22,7,0,1,0,2,3,35,TRUE
10109002H0561H02,3028495,ZSP1,10109002,NEORECOR 500IU/.3ML 6 ASRG ES-PT,18-May-15,H0561H02,9-Jun-15,16-Jun-15,17-Jun-15,17-Jun-15,17-Jun-15,9-Jul-15,9-Jul-15,NEORECOR ,7,22,7,1,0,0,22,0,52,TRUE
10112466H0563H34,3028541,ZSP1,10112466,MIRCERA 100MCG/.3ML 1 ASRG DK-NO-IS,20-May-15,H0563H34,11-Jun-15,16-Jun-15,16-Jun-15,17-Jun-15,17-Jun-15,29-Jun-15,30-Jun-15,MIRCERA ,7,22,5,0,1,0,12,1,41,TRUE
10091266H0563H33,3028753,ZSP1,10091266,MIRCERA 100MCG/0.3ML 1ASRG MX,3-Jun-15,H0563H33,11-Jun-15,16-Jun-15,16-Jun-15,17-Jun-15,17-Jun-15,3-Jul-15,8-Jul-15,MIRCERA ,7,8,5,0,1,0,16,5,35,TRUE
10087798H0547H25,3028764,ZSP1,10087798,MIRCERA 120MCG/0.3ML 1ASRG AU-NZ,3-Jun-15,H0547H25,11-Jun-15,16-Jun-15,17-Jun-15,17-Jun-15,17-Jun-15,2-Jul-15,3-Jul-15,MIRCERA ,7,8,5,1,0,0,15,1,30,TRUE
10107355H0548H35,3028773,ZSP1,10107355,MIRCERA 200MCG/.3ML 1 ASRG FE-36,3-Jun-15,H0548H35,10-Jun-15,17-Jun-15,17-Jun-15,17-Jun-15,17-Jun-15,28-Jul-15,28-Jul-15,MIRCERA ,7,7,7,0,0,0,41,0,55,TRUE
10144942H0548H32,3028836,ZSP1,10144942,MIRCERA 200MCG/0.3ML 1ASRG HR,8-Jun-15,H0548H32,8-Jun-15,16-Jun-15,16-Jun-15,17-Jun-15,17-Jun-15,30-Jun-15,3-Jul-15,MIRCERA ,7,0,8,0,1,0,13,3,25,TRUE
10095666H0548H06,3028858,ZSP1,10095666,MIRCERA 250MCG/.3ML 1 ASRG BE-NL,8-Jun-15,H0548H06,8-Jun-15,16-Jun-15,16-Jun-15,17-Jun-15,17-Jun-15,29-Jun-15,30-Jun-15,MIRCERA ,7,0,8,0,1,0,12,1,22,TRUE
10154385H0559H01,3027881,ZSP1,10154385,MIRCERA 75MCG/0.3ML 1ASRG US,19-Mar-15,H0559H01,17-Jun-15,17-Jun-15,23-Jun-15,24-Jun-15,24-Jun-15,9-Jul-15,9-Jul-15,MIRCERA ,7,90,0,6,1,0,15,0,112,TRUE
10159239H4577H01,3028242,ZSP1,10159239,HERCEPTI 150MG 1VILY IV GB-IE,23-Apr-15,H4577H01,29-May-15,16-Jun-15,17-Jun-15,17-Jun-15,17-Jun-15,3-Jul-15,8-Jul-15,HERCEPTI ,7,36,18,1,0,0,16,5,76,TRUE
10159250H4577H03,3028243,ZSP1,10159250,HERCEPTI 150MG 1VILY IV PL,23-Apr-15,H4577H03,29-May-15,17-Jun-15,17-Jun-15,17-Jun-15,17-Jun-15,3-Jul-15,7-Jul-15,HERCEPTI ,7,36,19,0,0,0,16,4,75,TRUE
10159239H4577H02,3028244,ZSP1,10159239,HERCEPTI 150MG 1VILY IV GB-IE,23-Apr-15,H4577H02,29-May-15,17-Jun-15,17-Jun-15,17-Jun-15,17-Jun-15,3-Jul-15,7-Jul-15,HERCEPTI ,7,36,19,0,0,0,16,4,75,TRUE
10160545H0634H08,3028308,ZSP1,10160545,NEORECOR 10000IU/0.6ML 6ASRG ME,29-Apr-15,H0634H08,15-Jun-15,17-Jun-15,17-Jun-15,18-Jun-15,18-Jun-15,23-Jun-15,24-Jun-15,NEORECOR ,7,47,2,0,1,0,5,1,56,TRUE
10108995H6251H04,3028462,ZSP1,10108995,NEORECOR 4000IU/.3ML 6 ASRG GB-IE-GRCY,7-May-15,H6251H04,15-Jun-15,17-Jun-15,17-Jun-15,18-Jun-15,18-Jun-15,7-Jul-15,8-Jul-15,NEORECOR ,7,39,2,0,1,0,19,1,62,TRUE
10110604H0635H03,3028493,ZSP1,10110604,NEORECOR 10000IU/0.6ML 6ASRG AU-NZ,18-May-15,H0635H03,12-Jun-15,17-Jun-15,17-Jun-15,18-Jun-15,18-Jun-15,29-Jun-15,30-Jun-15,NEORECOR ,7,25,5,0,1,0,11,1,43,TRUE
10108942H6207H09,3028501,ZSP1,10108942,NEORECOR 10000IU/.6ML 6 ASRG ES-PT,18-May-15,H6207H09,9-Jun-15,17-Jun-15,17-Jun-15,18-Jun-15,18-Jun-15,26-Jun-15,29-Jun-15,NEORECOR ,7,22,8,0,1,0,8,3,42,TRUE
10110608H6207H10,3028502,ZSP1,10110608,RECORMON 10000IU/.6ML 6 ASRG CH,18-May-15,H6207H10,9-Jun-15,17-Jun-15,17-Jun-15,18-Jun-15,18-Jun-15,2-Jul-15,3-Jul-15,RECORMON ,7,22,8,0,1,0,14,1,46,TRUE
10140873H0539H03,3028507,ZSP1,10140873,NEORECOR 20000IU/0.6ML 6ASRG GB-IE,18-May-15,H0539H03,9-Jun-15,17-Jun-15,17-Jun-15,17-Jun-15,17-Jun-15,29-Jun-15,30-Jun-15,NEORECOR ,7,22,8,0,0,0,12,1,43,TRUE
10108997H6251H03,3028589,ZSP1,10108997,NEORECOR 4000IU/.3ML 6 ASRG RO-BG-PL,21-May-15,H6251H03,15-Jun-15,17-Jun-15,17-Jun-15,18-Jun-15,18-Jun-15,26-Jun-15,29-Jun-15,NEORECOR ,7,25,2,0,1,0,8,3,39,TRUE
10108994H6251H05,3028590,ZSP1,10108994,NEORECOR 4000IU/.3ML 6 ASRG FR,21-May-15,H6251H05,15-Jun-15,17-Jun-15,18-Jun-15,18-Jun-15,18-Jun-15,7-Jul-15,8-Jul-15,NEORECOR ,7,25,2,1,0,0,19,1,48,TRUE
10107680H0551H05,3028765,ZSP1,10107680,MIRCERA 150MCG/.3ML 1 ASRG EFA-36,3-Jun-15,H0551H05,11-Jun-15,17-Jun-15,17-Jun-15,17-Jun-15,17-Jun-15,2-Jul-15,3-Jul-15,MIRCERA ,7,8,6,0,0,0,15,1,30,TRUE
10109005H0561H01,3028790,ZSP1,10109005,NEORECOR 500IU/.3ML 6 ASRG PL,3-Jun-15,H0561H01,9-Jun-15,17-Jun-15,17-Jun-15,17-Jun-15,17-Jun-15,9-Jul-15,9-Jul-15,NEORECOR ,7,6,8,0,0,0,22,0,36,TRUE
10159186N1034H04,3028239,ZSP1,10159186,HERCEPTI 150MG 1VILY IV ES,23-Apr-15,N1034H04,8-Jun-15,17-Jun-15,18-Jun-15,18-Jun-15,18-Jun-15,29-Jun-15,30-Jun-15,HERCEPTI ,7,46,9,1,0,0,11,1,68,TRUE
10159187N1035H02,3028261,ZSP1,10159187,HERCEPTI 150MG 1VILY IV FR-CLIN,23-Apr-15,N1035H02,8-Jun-15,18-Jun-15,18-Jun-15,18-Jun-15,18-Jun-15,3-Jul-15,7-Jul-15,HERCEPTI ,7,46,10,0,0,0,15,4,75,TRUE
10109025H0613H04,3028438,ZSP1,10109025,NEORECOR 6000IU/.3ML 6 ASRG NO,7-May-15,H0613H04,16-Jun-15,19-Jun-15,19-Jun-15,22-Jun-15,22-Jun-15,22-Jun-15,23-Jun-15,NEORECOR ,7,40,3,0,3,0,0,1,47,TRUE
10109019H6213H09,3028443,ZSP1,10109019,NEORECOR 6000IU/.3ML 6 ASRG CZSKHUSI,7-May-15,H6213H09,15-Jun-15,18-Jun-15,18-Jun-15,22-Jun-15,22-Jun-15,7-Jul-15,8-Jul-15,NEORECOR ,7,39,3,0,4,0,15,1,62,TRUE
10110662H0568H02,3028470,ZSP1,10110662,RECORMON 3000IU/.3ML 6 ASRG EFA,11-May-15,H0568H02,16-Jun-15,18-Jun-15,18-Jun-15,22-Jun-15,22-Jun-15,7-Jul-15,8-Jul-15,RECORMON ,7,36,2,0,4,0,15,1,58,TRUE
10108955H6278H08,3028505,ZSP1,10108955,NEORECOR 2000IU/.3ML 6 ASRG GB-IE-GRCY,18-May-15,H6278H08,16-Jun-15,18-Jun-15,18-Jun-15,18-Jun-15,18-Jun-15,30-Jun-15,30-Jun-15,NEORECOR ,7,29,2,0,0,0,12,0,43,TRUE
10108951H6278H09,3028506,ZSP1,10108951,NEORECOR 2000IU/.3ML 6 ASRG DEATBENL,18-May-15,H6278H09,16-Jun-15,18-Jun-15,18-Jun-15,18-Jun-15,18-Jun-15,30-Jun-15,30-Jun-15,NEORECOR ,7,29,2,0,0,0,12,0,43,TRUE
10141939H0685H02,3028585,ZSP1,10141939,RECORMON 50000IU 1VILY PRISA,21-May-15,H0685H02,1-Jun-15,18-Jun-15,23-Jun-15,24-Jun-15,24-Jun-15,21-Jul-15,22-Jul-15,RECORMON ,7,11,17,5,1,0,27,1,62,TRUE
10108998H6251H06,3028591,ZSP1,10108998,NEORECOR 4000IU/.3ML 6 ASRG SC,21-May-15,H6251H06,15-Jun-15,18-Jun-15,18-Jun-15,18-Jun-15,18-Jun-15,24-Jul-15,27-Jul-15,NEORECOR ,7,25,3,0,0,0,36,3,67,TRUE
10108973H6219H06,3028839,ZSP1,10108973,NEORECOR 3000IU/.3ML 6 ASRG FR,10-Jun-15,H6219H06,10-Jun-15,18-Jun-15,18-Jun-15,18-Jun-15,18-Jun-15,23-Jun-15,24-Jun-15,NEORECOR ,7,0,8,0,0,0,5,1,14,TRUE
10110660H6219H07,3028878,ZSP1,10110660,NEORECOR 3000IU/.3ML 6 ASRG TR,11-Jun-15,H6219H07,16-Jun-15,18-Jun-15,18-Jun-15,18-Jun-15,18-Jun-15,24-Jul-15,27-Jul-15,NEORECOR ,7,5,2,0,0,0,36,3,46,TRUE
10108976H0568H01,3028880,ZSP1,10108976,NEORECOR 3000IU/.3ML 6 ASRG SC,10-Jun-15,H0568H01,10-Jun-15,18-Jun-15,18-Jun-15,22-Jun-15,22-Jun-15,10-Jul-15,13-Jul-15,NEORECOR ,7,0,8,0,4,0,18,3,33,TRUE
10109026H6213H10,3028890,ZSP1,10109026,NEORECOR 6000IU/.3ML 6 ASRG RO-BG-PL,11-Jun-15,H6213H10,15-Jun-15,18-Jun-15,18-Jun-15,22-Jun-15,22-Jun-15,7-Jul-15,8-Jul-15,NEORECOR ,7,4,3,0,4,0,15,1,27,TRUE
10109022H6213H11,3028448,ZSP1,10109022,NEORECOR 6000IU/.3ML 6 ASRG ES-PT,7-May-15,H6213H11,15-Jun-15,18-Jun-15,19-Jun-15,22-Jun-15,22-Jun-15,3-Jul-15,6-Jul-15,NEORECOR ,7,39,3,1,3,0,11,3,60,TRUE
10108937H6207H11,3028503,ZSP1,10108937,NEORECOR 10000IU/0.6ML 1ASRG FR-CLIN,18-May-15,H6207H11,9-Jun-15,19-Jun-15,22-Jun-15,22-Jun-15,22-Jun-15,25-Jun-15,26-Jun-15,NEORECOR ,7,22,10,3,0,0,3,1,39,TRUE
