Key,Process Order Number,Order Type (packaging or repackaging),Material Number,Product Name,Process Order Creation Date,Batch Number,Process Order Release Date,Packaging Start Date,Packaging End Date,Packaging Head Pkg Sigoff,BRR Start,BRR End,QA Release Date,Product,Batch Status,PO Crearte to Release,Release to Pkg Start,Pkg Start to Finish,PKG Finish to BRR Begin,BRR Start To Finish,BRR Finish to QP Release,FG E2E,Check
10071610H6246H20,3027162,ZSP1,10071610,BONVIVA 3MG/3ML 1ASRG NL,2/18/2015,H6246H20,2/23/2015,2/25/2015,2/25/2015,2/27/2015,2/27/2015,3/13/2015,3/13/2015,BONVIVA,7,5,2,2,0,14,0,23,TRUE
10133182H6265H01,3025735,ZSP1,10133182,RECORMON 2000IU/0.3ML 6ASRG MY,1/19/2015,H6265H01,2/12/2015,2/25/2015,2/27/2015,3/4/2015,3/4/2015,3/12/2015,3/13/2015,RECORMON,7,24,13,7,0,8,1,53,TRUE
10159237H4544H02,3025836,ZSP1,10159237,HERCEPTI 150MG 1VILY IV FR-CLIN,1/29/2015,H4544H02,2/12/2015,2/25/2015,2/25/2015,2/27/2015,2/27/2015,3/11/2015,3/12/2015,HERCEPTI,7,14,13,2,0,12,1,42,TRUE
10159239H4543H02,3025847,ZSP1,10159239,HERCEPTI 150MG 1VILY IV GB-IE,1/29/2015,H4543H02,2/12/2015,2/25/2015,2/25/2015,2/27/2015,2/27/2015,3/10/2015,3/10/2015,HERCEPTI,7,14,13,2,0,11,0,40,TRUE
10108936H0677H04,3025848,ZSP1,10108936,NEORECOR 50000IU 1 VILY PL,1/29/2015,H0677H04,2/16/2015,2/25/2015,3/2/2015,3/3/2015,3/3/2015,3/26/2015,3/27/2015,NEORECOR,7,18,9,6,0,23,1,57,TRUE
10112501H0517H25,3025923,ZSP1,10112501,MIRCERA 50MCG/.3ML 1 ASRG SE-FI,2/2/2015,H0517H25,2/23/2015,2/25/2015,2/25/2015,2/25/2015,2/25/2015,3/16/2015,3/16/2015,MIRCERA,7,21,2,0,0,19,0,42,TRUE
10095677H0549H02,3025942,ZSP1,10095677,MIRCERA 30MCG/.3ML 1 ASRG ES-PT,2/2/2015,H0549H02,2/23/2015,2/24/2015,2/25/2015,2/25/2015,2/25/2015,3/12/2015,3/13/2015,MIRCERA,7,21,1,1,0,15,1,39,TRUE
10095587H0517H26,3025943,ZSP1,10095587,MIRCERA 50MCG/.3ML 1 ASRG ELL,2/2/2015,H0517H26,2/23/2015,2/25/2015,2/25/2015,2/25/2015,2/25/2015,3/13/2015,3/13/2015,MIRCERA,7,21,2,0,0,16,0,39,TRUE
10133182H6266H06,3025981,ZSP1,10133182,RECORMON 2000IU/0.3ML 6ASRG MY,2/3/2015,H6266H06,2/12/2015,2/25/2015,2/25/2015,2/27/2015,2/27/2015,3/13/2015,3/16/2015,RECORMON,7,9,13,2,0,14,3,41,TRUE
10159212N1030H04,3027026,ZSP1,10159212,HERCEPTI 150MG 1VILY IV DE,2/12/2015,N1030H04,2/23/2015,2/25/2015,2/25/2015,2/27/2015,2/27/2015,3/2/2015,3/10/2015,HERCEPTI,7,11,2,2,0,3,8,26,TRUE
10142046H0517H28,3027048,ZSP1,10142046,MIRCERA 50MCG/0.3ML 1ASRG PRISA,2/12/2015,H0517H28,2/23/2015,2/25/2015,2/26/2015,2/27/2015,2/27/2015,3/13/2015,3/13/2015,MIRCERA,7,11,2,2,0,14,0,29,TRUE
10095584H0517H27,3027061,ZSP1,10095584,MIRCERA 50MCG/.3ML 1 ASRG CZSKHUSI,2/12/2015,H0517H27,2/23/2015,2/25/2015,2/25/2015,2/25/2015,2/25/2015,3/17/2015,3/17/2015,MIRCERA,7,11,2,0,0,20,0,33,TRUE
10159522B8502H08,3025369,ZSP1,10159522,AVASTIN 400MG/16ML 1VIAL GB-IE,12/19/2014,B8502H08,2/23/2015,2/26/2015,2/26/2015,2/27/2015,2/27/2015,3/9/2015,3/10/2015,AVASTIN,7,66,3,1,0,10,1,81,TRUE
10159534B8502H07,3025461,ZSP1,10159534,AVASTIN 400MG/16ML 1VIAL PT,1/8/2015,B8502H07,2/23/2015,2/26/2015,2/26/2015,2/27/2015,2/27/2015,3/6/2015,3/9/2015,AVASTIN,7,46,3,1,0,7,3,60,TRUE
10108951H6268H02,3025830,ZSP1,10108951,NEORECOR 2000IU/.3ML 6 ASRG DEATBENL,1/28/2015,H6268H02,2/12/2015,2/27/2015,2/27/2015,3/3/2015,3/3/2015,3/5/2015,3/5/2015,NEORECOR,7,15,15,4,0,2,0,36,TRUE
10159513B7208H09,3025882,ZSP1,10159513,AVASTIN 400MG/16ML 1VIAL AT,1/30/2015,B7208H09,2/24/2015,2/26/2015,2/27/2015,3/3/2015,3/3/2015,3/4/2015,3/5/2015,AVASTIN,7,25,2,5,0,1,1,34,TRUE
10159526B7208H10,3025883,ZSP1,10159526,AVASTIN 400MG/16ML 1VIAL NL,1/30/2015,B7208H10,2/24/2015,2/26/2015,2/26/2015,2/27/2015,2/27/2015,3/11/2015,3/12/2015,AVASTIN,7,25,2,1,0,12,1,41,TRUE
10159239H4544H01,3027024,ZSP1,10159239,HERCEPTI 150MG 1VILY IV GB-IE,2/12/2015,H4544H01,2/12/2015,2/25/2015,2/26/2015,2/27/2015,2/27/2015,3/12/2015,3/13/2015,HERCEPTI,7,0,13,2,0,13,1,29,TRUE
10142049H0550H52,3027047,ZSP1,10142049,MIRCERA 75MCG/0.3ML 1ASRG CO,2/12/2015,H0550H52,2/26/2015,2/26/2015,2/27/2015,2/27/2015,2/27/2015,3/17/2015,3/18/2015,MIRCERA,7,14,0,1,0,18,1,34,TRUE
10095595H0550H50,3027050,ZSP1,10095595,MIRCERA 75MCG/.3ML 1 ASRG CZSKHUSI,2/12/2015,H0550H50,2/23/2015,2/26/2015,2/26/2015,2/27/2015,2/27/2015,3/16/2015,3/16/2015,MIRCERA,7,11,3,1,0,17,0,32,TRUE
10095598H0550H51,3027065,ZSP1,10095598,MIRCERA 75MCG/.3ML 1 ASRG ELL,2/12/2015,H0550H51,2/23/2015,2/26/2015,3/3/2015,2/27/2015,2/27/2015,3/16/2015,3/16/2015,MIRCERA,7,11,3,1,0,17,0,32,TRUE
10159046B8003H07,3025573,ZSP1,10159046,AVASTIN 100MG/4ML 1VIAL IT-CLIN,1/15/2015,B8003H07,2/23/2015,2/27/2015,3/2/2015,3/3/2015,3/3/2015,3/9/2015,3/10/2015,AVASTIN,7,39,4,4,0,6,1,54,TRUE
10110640H0801H04,3025714,ZSP1,10110640,RECORMON 2000IU/.3ML 6 ASRG EFA,1/19/2015,H0801H04,2/12/2015,2/27/2015,2/28/2015,3/3/2015,3/3/2015,3/11/2015,3/12/2015,RECORMON,7,24,15,4,0,8,1,52,TRUE
10108957H6268H01,3025829,ZSP1,10108957,NEORECOR 2000IU/.3ML 6 ASRG RO-BG-PL,1/28/2015,H6268H01,2/12/2015,2/27/2015,2/27/2015,3/3/2015,3/3/2015,3/4/2015,3/5/2015,NEORECOR,7,15,15,4,0,1,1,36,TRUE
10159052H0143H05,3025856,ZSP1,10159052,AVASTIN 100MG/4ML 1VIAL BR,1/30/2015,H0143H05,2/23/2015,2/27/2015,2/27/2015,3/4/2015,3/4/2015,3/9/2015,3/10/2015,AVASTIN,7,24,4,5,0,5,1,39,TRUE
10159514B7208H11,3025858,ZSP1,10159514,AVASTIN 400MG/16ML 1VIAL BE,1/30/2015,B7208H11,2/26/2015,2/27/2015,2/27/2015,3/3/2015,3/3/2015,3/11/2015,3/12/2015,AVASTIN,7,27,1,4,0,8,1,41,TRUE
10108950H6268H03,3027036,ZSP1,10108950,NEORECOR 2000IU/.3ML 6 ASRG CZSKHUSI,2/12/2015,H6268H03,2/12/2015,2/27/2015,2/27/2015,3/3/2015,3/3/2015,3/10/2015,3/11/2015,NEORECOR,7,0,15,4,0,7,1,27,TRUE
10142034H0563H08,3027125,ZSP1,10142034,MIRCERA 100MCG/0.3ML 1ASRG PRISA,2/18/2015,H0563H08,2/23/2015,2/27/2015,2/27/2015,3/3/2015,3/3/2015,3/18/2015,3/18/2015,MIRCERA,7,5,4,4,0,15,0,28,TRUE
10078687H0563H09,3027146,ZSP1,10078687,MIRCERA 100MCG/0.3ML 1ASRG CH,2/18/2015,H0563H09,2/23/2015,2/27/2015,2/27/2015,3/3/2015,3/3/2015,3/18/2015,3/18/2015,MIRCERA,7,5,4,4,0,15,0,28,TRUE
10158999B8003H08,3025388,ZSP1,10158999,AVASTIN 100MG/4ML 1VIAL SK,12/19/2014,B8003H08,2/23/2015,3/2/2015,3/2/2015,3/3/2015,3/3/2015,3/11/2015,3/12/2015,AVASTIN,7,66,7,1,0,8,1,83,TRUE
10110637H0803H03,3025866,ZSP1,10110637,RECORMON 2000IU/.3ML 6 ASRG FE,1/30/2015,H0803H03,2/16/2015,2/28/2015,3/2/2015,3/3/2015,3/3/2015,3/10/2015,3/11/2015,RECORMON,7,17,12,3,0,7,1,40,TRUE
10110640H0803H02,3026162,ZSP1,10110640,RECORMON 2000IU/.3ML 6 ASRG EFA,2/4/2015,H0803H02,2/12/2015,2/28/2015,2/28/2015,3/3/2015,3/3/2015,3/11/2015,3/12/2015,RECORMON,7,8,16,3,0,8,1,36,TRUE
10108974H6217H06,3025643,ZSP1,10108974,NEORECOR 3000IU/.3ML 6 ASRG GB-IE-GRCY,1/16/2015,H6217H06,2/16/2015,3/2/2015,3/2/2015,3/3/2015,3/3/2015,3/12/2015,3/13/2015,NEORECOR,7,31,14,1,0,9,1,56,TRUE
10108972H6217H07,3025764,ZSP1,10108972,NEORECOR 3000IU/.3ML 6 ASRG ES-PT,1/20/2015,H6217H07,2/17/2015,3/2/2015,3/3/2015,3/4/2015,3/4/2015,3/5/2015,3/5/2015,NEORECOR,7,28,13,2,0,1,0,44,TRUE
10159054H0143H06,3025870,ZSP1,10159054,ALTUZAN 100MG/4ML 1VIAL TR,1/30/2015,H0143H06,2/24/2015,3/3/2015,3/4/2015,3/4/2015,3/4/2015,3/6/2015,3/9/2015,ALTUZAN,7,25,7,1,0,2,3,38,TRUE
10159040B8003H05,3025874,ZSP1,10159040,AVASTIN 100MG/4ML 1VIAL GB-IE,1/30/2015,B8003H05,2/23/2015,3/2/2015,3/2/2015,3/3/2015,3/3/2015,3/9/2015,3/10/2015,AVASTIN,7,24,7,1,0,6,1,39,TRUE
10095626H0563H13,3026017,ZSP1,10095626,MIRCERA 100MCG/.3ML 1 ASRG BE-NL,2/4/2015,H0563H13,2/27/2015,3/2/2015,3/2/2015,3/3/2015,3/3/2015,3/16/2015,3/16/2015,MIRCERA,7,23,3,1,0,13,0,40,TRUE
10108984H0624H04,3026059,ZSP1,10108984,NEORECOR 30000IU/.6ML 4 ASRG ES-PT,2/4/2015,H0624H04,2/23/2015,3/2/2015,3/2/2015,3/3/2015,3/3/2015,3/17/2015,3/18/2015,NEORECOR,7,19,7,1,0,14,1,42,TRUE
10095627H0563H10,3027126,ZSP1,10095627,MIRCERA 100MCG/.3ML 1 ASRG ELL,2/18/2015,H0563H10,2/23/2015,2/27/2015,3/2/2015,3/3/2015,3/3/2015,3/23/2015,3/23/2015,MIRCERA,7,5,4,4,0,20,0,33,TRUE
10095633H0563H11,3027247,ZSP1,10095633,MIRCERA 100MCG/.3ML 1 ASRG RO-BG-PL,2/23/2015,H0563H11,2/23/2015,3/2/2015,3/2/2015,3/3/2015,3/3/2015,3/18/2015,3/18/2015,MIRCERA,7,0,7,1,0,15,0,23,TRUE
10110682H0638H05,3025581,ZSP1,10110682,RECORMON 5000IU/.3ML 6 ASRG TW,1/15/2015,H0638H05,2/23/2015,3/3/2015,3/4/2015,3/6/2015,3/6/2015,3/16/2015,3/17/2015,RECORMON,7,39,8,3,0,10,1,61,TRUE
10159026B8003H06,3025859,ZSP1,10159026,AVASTIN 100MG/4ML 1VIAL AT,1/30/2015,B8003H06,2/23/2015,3/2/2015,3/3/2015,3/4/2015,3/4/2015,3/6/2015,3/9/2015,AVASTIN,7,24,7,2,0,2,3,38,TRUE
10108970H0566H18,3025865,ZSP1,10108970,NEORECOR 3000IU/.3ML 6 ASRG CZSKHUSI,1/30/2015,H0566H18,2/16/2015,3/3/2015,3/3/2015,3/4/2015,3/4/2015,3/9/2015,3/10/2015,NEORECOR,7,17,15,1,0,5,1,39,TRUE
10159035B8003H09,3025884,ZSP1,10159035,AVASTIN 100MG/4ML 1VIAL ES,1/30/2015,B8003H09,2/26/2015,3/3/2015,3/3/2015,3/4/2015,3/4/2015,3/11/2015,3/12/2015,AVASTIN,7,27,5,1,0,7,1,41,TRUE
10159047B8003H10,3025886,ZSP1,10159047,AVASTIN 100MG/4ML 1VIAL NL,1/30/2015,B8003H10,2/26/2015,3/3/2015,3/3/2015,3/4/2015,3/4/2015,3/6/2015,3/9/2015,AVASTIN,7,27,5,1,0,2,3,38,TRUE
10108983H0624H06,3026037,ZSP1,10108983,NEORECOR 30000IU/.6ML 4 ASRG DEATBENL,2/4/2015,H0624H06,2/23/2015,3/3/2015,3/3/2015,3/4/2015,3/4/2015,3/18/2015,3/18/2015,NEORECOR,7,19,8,1,0,14,0,42,TRUE
10108986H0624H05,3026078,ZSP1,10108986,NEORECOR 30000IU/.6ML 4 ASRG GB-IE-GRCY,2/4/2015,H0624H05,2/23/2015,3/3/2015,3/3/2015,3/4/2015,3/4/2015,3/19/2015,3/20/2015,NEORECOR,7,19,8,1,0,15,1,44,TRUE
10108985H0624H07,3026479,ZSP1,10108985,NEORECOR 30000IU/.6ML 4 ASRG FR,2/6/2015,H0624H07,2/23/2015,3/2/2015,3/3/2015,3/4/2015,3/4/2015,3/17/2015,3/18/2015,NEORECOR,7,17,7,2,0,13,1,40,TRUE
10108972H6218H01,3027079,ZSP1,10108972,NEORECOR 3000IU/.3ML 6 ASRG ES-PT,2/13/2015,H6218H01,2/18/2015,3/3/2015,3/3/2015,3/4/2015,3/4/2015,3/5/2015,3/5/2015,NEORECOR,7,5,13,1,0,1,0,20,TRUE
10110686H0638H04,3025580,ZSP1,10110686,RECORMON 5000IU/.3ML 6 ASRG FE,1/15/2015,H0638H04,2/23/2015,3/4/2015,3/4/2015,3/6/2015,3/6/2015,3/11/2015,3/12/2015,RECORMON,7,39,9,2,0,5,1,56,TRUE
10107677H0563H14,3026030,ZSP1,10107677,MIRCERA 100MCG/.3ML 1 ASRG EFA-36,2/4/2015,H0563H14,3/3/2015,3/4/2015,3/4/2015,3/6/2015,3/6/2015,3/20/2015,3/23/2015,MIRCERA,7,27,1,2,0,14,3,47,TRUE
10109006H6211H11,3026034,ZSP1,10109006,NEORECOR 5000IU/.3ML 6 ASRG CZSKHUSI,2/4/2015,H6211H11,2/18/2015,3/4/2015,3/4/2015,3/6/2015,3/6/2015,3/11/2015,3/12/2015,NEORECOR,7,14,14,2,0,5,1,36,TRUE
10142061H0639H02,3026067,ZSP1,10142061,RECORMON 5000IU/0.3ML 6ASRG EC,2/4/2015,H0639H02,2/26/2015,3/4/2015,3/5/2015,3/6/2015,3/6/2015,3/23/2015,3/24/2015,RECORMON,7,22,6,2,0,17,1,48,TRUE
10109006H6212H10,3027127,ZSP1,10109006,NEORECOR 5000IU/.3ML 6 ASRG CZSKHUSI,2/18/2015,H6212H10,2/18/2015,3/4/2015,3/4/2015,3/6/2015,3/6/2015,3/18/2015,3/18/2015,NEORECOR,7,0,14,2,0,12,0,28,TRUE
10108982H0624H14,3027261,ZSP1,10108982,NEORECOR 30000IU/.6ML 4 ASRG CZSKHUSI,2/23/2015,H0624H14,2/26/2015,3/3/2015,3/4/2015,3/4/2015,3/4/2015,3/19/2015,3/20/2015,NEORECOR,7,3,5,1,0,15,1,25,TRUE
10067621H0680H01,3027264,ZSP1,10067621,RECORMON 50000IU 1 VILY MX,2/24/2015,H0680H01,2/25/2015,3/3/2015,3/9/2015,3/10/2015,3/10/2015,3/31/2015,4/1/2015,RECORMON,7,1,6,7,0,21,1,36,TRUE
10110689H0638H03,3025566,ZSP1,10110689,RECORMON 5000IU/.3ML 6 ASRG PH,1/15/2015,H0638H03,2/18/2015,3/5/2015,3/5/2015,3/6/2015,3/6/2015,3/16/2015,3/17/2015,RECORMON,7,34,15,1,0,10,1,61,TRUE
10159521B7055H01,3025873,ZSP1,10159521,AVASTIN 400MG/16ML 1VIAL FR-CLIN,1/30/2015,B7055H01,2/26/2015,3/4/2015,3/6/2015,3/9/2015,3/9/2015,3/13/2015,3/16/2015,AVASTIN,7,27,6,5,0,4,3,45,TRUE
10109026H6213H01,3026047,ZSP1,10109026,NEORECOR 6000IU/.3ML 6 ASRG RO-BG-PL,2/4/2015,H6213H01,2/26/2015,3/6/2015,3/6/2015,3/10/2015,3/10/2015,3/11/2015,3/12/2015,NEORECOR,7,22,8,4,0,1,1,36,TRUE
10109011H6212H11,3026061,ZSP1,10109011,NEORECOR 5000IU/.3ML 6 ASRG FR,2/4/2015,H6212H11,2/23/2015,3/5/2015,3/5/2015,3/6/2015,3/6/2015,3/17/2015,3/18/2015,NEORECOR,7,19,10,1,0,11,1,42,TRUE
10154386H0564H01,3027038,ZSP1,10154386,MIRCERA 100MCG/0.3ML 1ASRG US,2/12/2015,H0564H01,3/4/2015,3/4/2015,3/6/2015,3/9/2015,3/9/2015,4/9/2015,4/10/2015,MIRCERA,7,20,0,5,0,31,1,57,TRUE
10110689H0639H01,3027128,ZSP1,10110689,RECORMON 5000IU/.3ML 6 ASRG PH,2/18/2015,H0639H01,2/18/2015,3/5/2015,3/6/2015,3/6/2015,3/6/2015,3/16/2015,3/17/2015,RECORMON,7,0,15,1,0,10,1,27,TRUE
10110671H0658H03,3025814,ZSP1,10110671,RECORMON 4000IU/.3ML 6 ASRG CH,1/27/2015,H0658H03,2/26/2015,3/6/2015,3/7/2015,3/9/2015,3/9/2015,3/10/2015,3/11/2015,RECORMON,7,30,8,3,0,1,1,43,TRUE
10109027H0612H20,3025822,ZSP1,10109027,NEORECOR 6000IU/.3ML 6 ASRG SC,1/27/2015,H0612H20,2/26/2015,3/6/2015,3/6/2015,3/9/2015,3/9/2015,3/10/2015,3/11/2015,NEORECOR,7,30,8,3,0,1,1,43,TRUE
10109020H0612H19,3025823,ZSP1,10109020,NEORECOR 6000IU/.3ML 6 ASRG DEATBENL,1/27/2015,H0612H19,2/19/2015,3/6/2015,3/6/2015,3/9/2015,3/9/2015,3/12/2015,3/13/2015,NEORECOR,7,23,15,3,0,3,1,45,TRUE
10108995H6248H05,3025824,ZSP1,10108995,NEORECOR 4000IU/.3ML 6 ASRG GB-IE-GRCY,1/27/2015,H6248H05,2/26/2015,3/7/2015,3/7/2015,3/9/2015,3/9/2015,3/10/2015,3/11/2015,NEORECOR,7,30,9,2,0,1,1,43,TRUE
10159525B7054H06,3025881,ZSP1,10159525,AVASTIN 400MG/16ML 1VIAL IT-CLIN,1/30/2015,B7054H06,3/4/2015,3/6/2015,3/9/2015,3/9/2015,3/9/2015,3/12/2015,3/13/2015,AVASTIN,7,33,2,3,0,3,1,42,TRUE
10109022H6212H10,3026046,ZSP1,10109022,NEORECOR 6000IU/.3ML 6 ASRG ES-PT,2/4/2015,H6212H10,2/19/2015,3/6/2015,3/6/2015,3/9/2015,3/9/2015,3/13/2015,3/16/2015,NEORECOR,7,15,15,3,0,4,3,40,TRUE
10108994H6247H08,3025728,ZSP1,10108994,NEORECOR 4000IU/.3ML 6 ASRG FR,1/19/2015,H6247H08,2/26/2015,3/7/2015,3/9/2015,3/10/2015,3/10/2015,3/17/2015,3/18/2015,NEORECOR,7,38,9,3,0,7,1,58,TRUE
10110670H0658H04,3025825,ZSP1,10110670,RECORMON 4000IU/.3ML 6 ASRG ZA,1/27/2015,H0658H04,2/26/2015,3/9/2015,3/9/2015,3/10/2015,3/10/2015,3/16/2015,3/17/2015,RECORMON,7,30,11,1,0,6,1,49,TRUE
10108996H6247H09,3026044,ZSP1,10108996,NEORECOR 4000IU/.3ML 6 ASRG NO,2/4/2015,H6247H09,3/9/2015,3/9/2015,3/9/2015,3/10/2015,3/10/2015,3/13/2015,3/16/2015,NEORECOR,7,33,0,1,0,3,3,40,TRUE
10108990H6246H06,3026053,ZSP1,10108990,NEORECOR 4000IU/.3ML 6 ASRG CZSKHUSI,2/4/2015,H6246H06,2/26/2015,3/9/2015,3/9/2015,3/10/2015,3/10/2015,3/19/2015,3/20/2015,NEORECOR,7,22,11,1,0,9,1,44,TRUE
10137399H0659H01,3026065,ZSP1,10137399,RECORMON 4000IU/0.3ML 6ASRG FE-KR,2/4/2015,H0659H01,2/26/2015,3/9/2015,3/9/2015,3/10/2015,3/10/2015,3/20/2015,3/23/2015,RECORMON,7,22,11,1,0,10,3,47,TRUE
10159516B8502H09,3026116,ZSP1,10159516,AVASTIN 400MG/16ML 1VIAL CZ,2/4/2015,B8502H09,2/26/2015,3/9/2015,3/10/2015,3/10/2015,3/10/2015,3/13/2015,3/16/2015,AVASTIN,7,22,11,1,0,3,3,40,TRUE
10109002H0551H01,3026154,ZSP1,10109002,NEORECOR 500IU/.3ML 6 ASRG ES-PT,2/4/2015,H0551H01,2/26/2015,3/10/2015,3/10/2015,3/10/2015,3/10/2015,3/12/2015,3/13/2015,NEORECOR,7,22,12,0,0,2,1,37,TRUE
10109002H0550H02,3026462,ZSP1,10109002,NEORECOR 500IU/.3ML 6 ASRG ES-PT,2/6/2015,H0550H02,2/26/2015,3/9/2015,3/10/2015,3/11/2015,3/11/2015,3/13/2015,3/16/2015,NEORECOR,7,20,11,2,0,2,3,38,TRUE
10159525B7055H02,3027455,ZSP1,10159525,AVASTIN 400MG/16ML 1VIAL IT-CLIN,3/4/2015,B7055H02,3/4/2015,3/9/2015,3/9/2015,3/10/2015,3/10/2015,3/12/2015,3/13/2015,AVASTIN,7,0,5,1,0,2,1,9,TRUE
10108999H0550H03,3025792,ZSP1,10108999,NEORECOR 500IU/0.3ML 1ASRG FR-CLIN,1/23/2015,H0550H03,2/26/2015,3/10/2015,3/11/2015,3/13/2015,3/13/2015,3/13/2015,3/16/2015,NEORECOR,7,34,12,3,0,0,3,52,TRUE
10159524B8502H12,3026115,ZSP1,10159524,AVASTIN 400MG/16ML 1VIAL HU,2/4/2015,B8502H12,3/4/2015,3/10/2015,3/11/2015,3/11/2015,3/11/2015,3/20/2015,3/23/2015,AVASTIN,7,28,6,1,0,9,3,47,TRUE
10159533B8502H10,3026129,ZSP1,10159533,AVASTIN 400MG/16ML 1VIAL PL,2/4/2015,B8502H10,2/26/2015,3/10/2015,3/10/2015,3/10/2015,3/10/2015,3/13/2015,3/16/2015,AVASTIN,7,22,12,0,0,3,3,40,TRUE
10083396H0677H05,3027156,ZSP1,10083396,RECORMON 50000IU 1VILY BA,2/18/2015,H0677H05,3/4/2015,3/9/2015,3/10/2015,3/13/2015,3/13/2015,3/16/2015,3/17/2015,RECORMON,7,14,5,4,0,3,1,27,TRUE
10109007H6213H01,3025815,ZSP1,10109007,NEORECOR 5000IU/.3ML 1 ASRG FR-CLIN,1/27/2015,H6213H01,2/26/2015,3/11/2015,3/11/2015,3/13/2015,3/13/2015,3/13/2015,3/16/2015,NEORECOR,7,30,13,2,0,0,3,48,TRUE
10109017H0612H21,3025826,ZSP1,10109017,NEORECOR 6000IU/0.3ML 1ASRG FR-CLIN,1/27/2015,H0612H21,2/26/2015,3/11/2015,3/12/2015,3/13/2015,3/13/2015,3/13/2015,3/16/2015,NEORECOR,7,30,13,2,0,0,3,48,TRUE
10159522B8502H11,3025876,ZSP1,10159522,AVASTIN 400MG/16ML 1VIAL GB-IE,1/30/2015,B8502H11,2/26/2015,3/11/2015,3/11/2015,3/13/2015,3/13/2015,3/20/2015,3/23/2015,AVASTIN,7,27,13,2,0,7,3,52,TRUE
10159539B8501H18,3026962,ZSP1,10159539,AVASTIN 400MG/16ML 1VIAL HR,2/9/2015,B8501H18,2/26/2015,3/11/2015,3/12/2015,3/13/2015,3/13/2015,3/23/2015,3/24/2015,AVASTIN,7,17,13,2,0,10,1,43,TRUE
10154385H0553H01,3027346,ZSP1,10154385,MIRCERA 75MCG/0.3ML 1ASRG US,2/27/2015,H0553H01,3/5/2015,3/9/2015,3/13/2015,3/16/2015,3/16/2015,4/8/2015,4/9/2015,MIRCERA,7,6,4,7,0,23,1,41,TRUE
10067621H0679H01,3027453,ZSP1,10067621,RECORMON 50000IU 1 VILY MX,3/3/2015,H0679H01,3/5/2015,3/11/2015,3/17/2015,3/18/2015,3/18/2015,4/2/2015,4/2/2015,RECORMON,7,2,6,7,0,15,0,30,TRUE
10108979H0624H09,3025435,ZSP1,10108979,NEORECOR 30000IU/.6ML 1 ASRG HU-SI,12/23/2014,H0624H09,2/23/2015,3/12/2015,3/12/2015,3/13/2015,3/13/2015,3/18/2015,3/18/2015,NEORECOR,7,62,17,1,0,5,0,85,TRUE
10159031B8003H14,3025872,ZSP1,10159031,AVASTIN 100MG/4ML 1VIAL DE,1/30/2015,B8003H14,3/6/2015,3/13/2015,3/13/2015,3/16/2015,3/16/2015,3/23/2015,3/24/2015,AVASTIN,7,35,7,3,0,7,1,53,TRUE
10159033B8003H13,3025885,ZSP1,10159033,AVASTIN 100MG/4ML 1VIAL DK-NO-IS,1/30/2015,B8003H13,3/6/2015,3/12/2015,3/12/2015,3/16/2015,3/16/2015,3/18/2015,3/18/2015,AVASTIN,7,35,6,4,0,2,0,47,TRUE
10110645H0624H12,3026491,ZSP1,10110645,RECORMON 30000IU/.6ML 1 ASRG FE,2/6/2015,H0624H12,2/23/2015,3/12/2015,3/12/2015,3/13/2015,3/13/2015,3/20/2015,3/23/2015,RECORMON,7,17,17,1,0,7,3,45,TRUE
10142058H0624H08,3026496,ZSP1,10142058,RECORMON 30000IU/0.6ML 1ASRG PRISA,2/6/2015,H0624H08,2/23/2015,3/12/2015,3/12/2015,3/13/2015,3/13/2015,3/18/2015,3/18/2015,RECORMON,7,17,17,1,0,5,0,40,TRUE
10108981H0624H10,3026501,ZSP1,10108981,NEORECOR 30000IU/.6ML 1 ASRG RO-BG-PL,2/6/2015,H0624H10,2/23/2015,3/12/2015,3/12/2015,3/13/2015,3/13/2015,3/17/2015,3/18/2015,NEORECOR,7,17,17,1,0,4,1,40,TRUE
10142056H0624H11,3027042,ZSP1,10142056,RECORMON 30000IU/0.6ML 1ASRG CO,2/12/2015,H0624H11,2/23/2015,3/12/2015,3/12/2015,3/13/2015,3/13/2015,3/17/2015,3/18/2015,RECORMON,7,11,17,1,0,4,1,34,TRUE
10158998B8003H11,3027260,ZSP1,10158998,AVASTIN 100MG/4ML 1VIAL SI,2/23/2015,B8003H11,3/4/2015,3/12/2015,3/13/2015,3/16/2015,3/16/2015,3/18/2015,3/18/2015,AVASTIN,7,9,8,4,0,2,0,23,TRUE
10159037B8003H12,3025875,ZSP1,10159037,AVASTIN 100MG/4ML 1VIAL FR-CLIN,1/30/2015,B8003H12,3/5/2015,3/13/2015,3/14/2015,3/16/2015,3/16/2015,3/23/2015,3/24/2015,AVASTIN,7,34,8,3,0,7,1,53,TRUE
10159027B8003H15,3026130,ZSP1,10159027,AVASTIN 100MG/4ML 1VIAL BE,2/4/2015,B8003H15,3/6/2015,3/13/2015,3/13/2015,3/16/2015,3/16/2015,3/20/2015,3/23/2015,AVASTIN,7,30,7,3,0,4,3,47,TRUE
10108980H0624H13,3026452,ZSP1,10108980,NEORECOR 30000IU/.6ML 1 ASRG IT-PU,2/6/2015,H0624H13,2/23/2015,3/12/2015,3/13/2015,3/16/2015,3/16/2015,3/19/2015,3/20/2015,NEORECOR,7,17,17,4,0,3,1,42,TRUE
