process_order_number,order_type,material_number,product_name,process_order_creation_date,batch_number,process_order_release_date,packaging_line_start_date,packaging_line_finish_date,packaging_final_check_date,brr_start_date,brr_end_date,qa_release_date,IN_order_type,IN_created_from,IN_created_to
000003075254,ZSP1,000000000010159513,AVASTIN 400MG/16ML 1VIAL AT,5/25/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003052150,ZSP1,000000000010159513,AVASTIN 400MG/16ML 1VIAL AT,1/15/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003052149,ZSP1,000000000010159513,AVASTIN 400MG/16ML 1VIAL AT,1/15/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003051948,ZSP1,000000000010159513,AVASTIN 400MG/16ML 1VIAL AT,1/12/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003051943,ZSP1,000000000010159513,AVASTIN 400MG/16ML 1VIAL AT,1/12/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003081595,ZSP1,000000000010159514,AVASTIN 400MG/16ML 1VIAL BE,11/25/2016,,12/28/2016,,,1/11/17 10:24,1/13/17 8:20,1/17/17 13:24,,ZSP1,1/1/2016,12/31/2016
000003052147,ZSP1,000000000010159514,AVASTIN 400MG/16ML 1VIAL BE,1/15/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003051944,ZSP1,000000000010159514,AVASTIN 400MG/16ML 1VIAL BE,1/12/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003081611,ZSP1,000000000010159515,AVASTIN 400MG/16ML 1VIAL BG,11/25/2016,,12/28/2016,,,1/12/17 15:33,1/17/17 12:18,1/18/17 9:46,,ZSP1,1/1/2016,12/31/2016
000003061346,ZSP1,000000000010159515,AVASTIN 400MG/16ML 1VIAL BG,2/25/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003052127,ZSP1,000000000010159515,AVASTIN 400MG/16ML 1VIAL BG,1/15/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003051964,ZSP1,000000000010159515,AVASTIN 400MG/16ML 1VIAL BG,1/12/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003081598,ZSP1,000000000010159516,AVASTIN 400MG/16ML 1VIAL CZ,11/25/2016,,12/28/2016,,,1/12/17 10:26,1/12/17 11:52,1/13/17 9:09,,ZSP1,1/1/2016,12/31/2016
000003083736,ZSP1,000000000010159517,AVASTIN 400MG/16ML 1VIAL DE,12/20/2016,,,,,2/8/17 13:10,2/9/17 10:07,2/20/17 14:09,,ZSP1,1/1/2016,12/31/2016
000003083449,ZSP1,000000000010159517,AVASTIN 400MG/16ML 1VIAL DE,12/5/2016,,12/6/2016,,,1/13/17 14:33,1/17/17 6:58,1/30/17 14:19,,ZSP1,1/1/2016,12/31/2016
000003081609,ZSP1,000000000010159517,AVASTIN 400MG/16ML 1VIAL DE,11/25/2016,,,,,1/17/17 13:05,1/18/17 9:52,1/18/17 14:40,,ZSP1,1/1/2016,12/31/2016
000003078047,ZSP1,000000000010159517,AVASTIN 400MG/16ML 1VIAL DE,7/27/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003076853,ZSP1,000000000010159517,AVASTIN 400MG/16ML 1VIAL DE,6/27/2016,,7/19/2016,,,,,,,ZSP1,1/1/2016,12/31/2016
000003078106,ZSP1,000000000010159518,AVASTIN 400MG/16ML 1VIAL DK-NO-IS,7/27/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003076854,ZSP1,000000000010159518,AVASTIN 400MG/16ML 1VIAL DK-NO-IS,6/27/2016,,7/19/2016,,,,,,,ZSP1,1/1/2016,12/31/2016
000003083737,ZSP1,000000000010159519,AVASTIN 400MG/16ML 1VIAL ELL,12/20/2016,,,,,2/8/17 12:59,2/13/17 8:33,2/14/17 11:28,,ZSP1,1/1/2016,12/31/2016
000003083738,ZSP1,000000000010159520,AVASTIN 400MG/16ML 1VIAL ES,12/20/2016,,,,,2/8/17 13:08,2/13/17 14:06,2/15/17 9:24,,ZSP1,1/1/2016,12/31/2016
000003074176,ZSP1,000000000010159520,AVASTIN 400MG/16ML 1VIAL ES,5/4/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003052128,ZSP1,000000000010159520,AVASTIN 400MG/16ML 1VIAL ES,1/15/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003052126,ZSP1,000000000010159520,AVASTIN 400MG/16ML 1VIAL ES,1/15/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003051949,ZSP1,000000000010159520,AVASTIN 400MG/16ML 1VIAL ES,1/12/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003051946,ZSP1,000000000010159520,AVASTIN 400MG/16ML 1VIAL ES,1/12/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003083741,ZSP1,000000000010159521,AVASTIN 400MG/16ML 1VIAL FR-CLIN,12/20/2016,,,,,2/3/17 10:42,2/6/17 10:57,2/16/17 11:24,,ZSP1,1/1/2016,12/31/2016
000003083760,ZSP1,000000000010159523,AVASTIN 400MG/16ML 1VIAL GR-CY,12/20/2016,,,,,2/9/17 16:19,2/10/17 12:44,2/14/17 8:32,,ZSP1,1/1/2016,12/31/2016
000003061352,ZSP1,000000000010159523,AVASTIN 400MG/16ML 1VIAL GR-CY,2/25/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003083742,ZSP1,000000000010159524,AVASTIN 400MG/16ML 1VIAL HU,12/20/2016,,,,,2/8/17 12:56,2/9/17 11:50,2/14/17 11:57,,ZSP1,1/1/2016,12/31/2016
000003083772,ZSP1,000000000010159525,AVASTIN 400MG/16ML 1VIAL IT-CLIN,12/20/2016,,,,,2/6/17 8:47,2/7/17 9:57,2/7/17 11:38,,ZSP1,1/1/2016,12/31/2016
000003083694,ZSP1,000000000010159525,AVASTIN 400MG/16ML 1VIAL IT-CLIN,12/19/2016,,12/27/2016,,,1/11/17 10:22,1/16/17 10:51,1/17/17 12:36,,ZSP1,1/1/2016,12/31/2016
000003081597,ZSP1,000000000010159525,AVASTIN 400MG/16ML 1VIAL IT-CLIN,11/25/2016,,12/27/2016,,,1/11/17 10:23,1/13/17 11:01,1/16/17 10:10,,ZSP1,1/1/2016,12/31/2016
000003072728,ZSP1,000000000010159525,AVASTIN 400MG/16ML 1VIAL IT-CLIN,3/17/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003083695,ZSP1,000000000010159526,AVASTIN 400MG/16ML 1VIAL NL,12/19/2016,,12/27/2016,,,1/11/17 10:21,1/13/17 13:46,1/17/17 12:18,,ZSP1,1/1/2016,12/31/2016
000003081596,ZSP1,000000000010159526,AVASTIN 400MG/16ML 1VIAL NL,11/25/2016,,12/27/2016,,,1/11/17 10:32,1/13/17 8:42,1/13/17 16:08,,ZSP1,1/1/2016,12/31/2016
000003081610,ZSP1,000000000010159533,AVASTIN 400MG/16ML 1VIAL PL,11/25/2016,,12/28/2016,,,1/12/17 15:39,1/13/17 14:36,3/10/17 14:46,,ZSP1,1/1/2016,12/31/2016
000003076833,ZSP1,000000000010159533,AVASTIN 400MG/16ML 1VIAL PL,6/27/2016,,7/20/2016,,,,,,,ZSP1,1/1/2016,12/31/2016
000003081634,ZSP1,000000000010159534,AVASTIN 400MG/16ML 1VIAL PT,11/25/2016,,12/28/2016,,,1/11/17 10:29,1/13/17 8:09,1/17/17 14:06,,ZSP1,1/1/2016,12/31/2016
000003083771,ZSP1,000000000010159535,AVASTIN 400MG/16ML 1VIAL RO,12/20/2016,,,,,2/9/17 16:24,2/10/17 11:49,2/27/17 13:55,,ZSP1,1/1/2016,12/31/2016
000003052146,ZSP1,000000000010159535,AVASTIN 400MG/16ML 1VIAL RO,1/15/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003051945,ZSP1,000000000010159535,AVASTIN 400MG/16ML 1VIAL RO,1/12/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003081620,ZSP1,000000000010159536,AVASTIN 400MG/16ML 1VIAL SE-FI,11/25/2016,,1/5/2017,,,1/11/17 10:30,1/13/17 12:09,1/13/17 16:22,,ZSP1,1/1/2016,12/31/2016
000003073588,ZSP1,000000000010159536,AVASTIN 400MG/16ML 1VIAL SE-FI,4/15/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003081599,ZSP1,000000000010159537,AVASTIN 400MG/16ML 1VIAL SI,11/25/2016,,12/28/2016,,,1/13/17 14:49,1/16/17 13:40,1/17/17 11:54,,ZSP1,1/1/2016,12/31/2016
000003083773,ZSP1,000000000010159538,AVASTIN 400MG/16ML 1VIAL SK,12/20/2016,,,,,2/9/17 16:20,2/13/17 8:53,2/14/17 11:08,,ZSP1,1/1/2016,12/31/2016
000003083743,ZSP1,000000000010159539,AVASTIN 400MG/16ML 1VIAL HR,12/20/2016,,,,,2/7/17 13:48,2/13/17 11:33,2/15/17 8:49,,ZSP1,1/1/2016,12/31/2016
000003083519,ZSP1,000000000010160545,NEORECOR 10000IU/0.6ML 6ASRG ME,12/9/2016,,,,,1/10/17 9:04,1/11/17 9:47,1/12/17 8:24,,ZSP1,1/1/2016,12/31/2016
000003083540,ZSP1,000000000010160546,NEORECOR 2000IU/0.3ML 6ASRG ME,12/9/2016,,,,,2/1/17 14:04,2/3/17 9:46,2/13/17 9:27,,ZSP1,1/1/2016,12/31/2016
000003082830,ZSP1,000000000010161486,BONDRONA 6MG/6ML 1VIAL CN,11/28/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003082835,ZSP1,000000000010161489,BONDRONA 2MG/2ML 1VIAL CN,11/28/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003084019,ZSP1,000000000010161794,MIRCERA 50MCG/0.3ML 1ASRG US-WDY,12/21/2016,,,,,2/22/17 13:33,,,,ZSP1,1/1/2016,12/31/2016
000003061687,ZSP1,000000000010161794,MIRCERA 50MCG/0.3ML 1ASRG US-WDY,2/26/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003084040,ZSP1,000000000010161795,MIRCERA 75MCG/0.3ML 1ASRG US-WDY,12/21/2016,,8/9/2017,,,2/21/17 12:47,3/1/17 9:14,3/17/17 12:10,,ZSP1,1/1/2016,12/31/2016
000003075424,ZSP1,000000000010161795,MIRCERA 75MCG/0.3ML 1ASRG US-WDY,5/30/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003084055,ZSP1,000000000010161796,MIRCERA 100MCG/0.3ML 1ASRG US-WDY,12/21/2016,,,,,1/27/17 10:52,2/2/17 9:18,2/2/17 13:16,,ZSP1,1/1/2016,12/31/2016
000003084046,ZSP1,000000000010161796,MIRCERA 100MCG/0.3ML 1ASRG US-WDY,12/21/2016,,,,,1/24/17 12:58,1/27/17 11:15,2/1/17 9:41,,ZSP1,1/1/2016,12/31/2016
000003077733,ZSP1,000000000010161796,MIRCERA 100MCG/0.3ML 1ASRG US-WDY,7/13/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003075422,ZSP1,000000000010161796,MIRCERA 100MCG/0.3ML 1ASRG US-WDY,5/30/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003052578,ZSP1,000000000010161796,MIRCERA 100MCG/0.3ML 1ASRG US-WDY,1/28/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003081556,ZSP1,000000000010161797,MIRCERA 150MCG/0.3ML 1ASRG US-WDY,11/25/2016,,,,,1/18/17 6:38,1/18/17 12:40,1/24/17 16:38,,ZSP1,1/1/2016,12/31/2016
000003081553,ZSP1,000000000010161798,MIRCERA 200MCG/0.3ML 1ASRG US-WDY,11/25/2016,,,,,1/18/17 6:15,1/19/17 8:48,1/24/17 16:58,,ZSP1,1/1/2016,12/31/2016
000003081094,ZSP1,000000000010161798,MIRCERA 200MCG/0.3ML 1ASRG US-WDY,11/4/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003084041,ZSP1,000000000010161801,MIRCERA 30MCG/0.3ML 1ASRG US-WDY,12/21/2016,,,,,1/19/17 9:25,1/20/17 9:59,1/24/17 17:28,,ZSP1,1/1/2016,12/31/2016
000003081113,ZSP1,000000000010161801,MIRCERA 30MCG/0.3ML 1ASRG US-WDY,11/4/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003081643,ZSP1,000000000010163183,MIRCERA 100MCG/0.3ML 1ASRG BY,11/25/2016,,1/5/2017,,,1/16/17 10:22,1/17/17 10:45,1/18/17 13:51,,ZSP1,1/1/2016,12/31/2016
000003084025,ZSP1,000000000010167295,NEORECOR 2000IU/.3ML 6 ASRG CZSKHUSI,12/21/2016,,,,,1/26/17 12:51,1/30/17 13:15,1/31/17 12:24,,ZSP1,1/1/2016,12/31/2016
000003084042,ZSP1,000000000010167296,NEORECOR 2000IU/0.3ML 6ASRG DEATBENL,12/21/2016,,,,,1/26/17 12:51,1/30/17 13:25,1/31/17 13:10,,ZSP1,1/1/2016,12/31/2016
000003081566,ZSP1,000000000010167296,NEORECOR 2000IU/0.3ML 6ASRG DEATBENL,11/25/2016,,1/2/2017,,,1/16/17 10:16,1/16/17 15:56,1/19/17 12:38,,ZSP1,1/1/2016,12/31/2016
000003084024,ZSP1,000000000010167301,NEORECOR 2000IU/0.3ML 6ASRG ES-PT,12/21/2016,,1/4/2017,,,1/17/17 13:06,1/18/17 9:04,1/19/17 12:47,,ZSP1,1/1/2016,12/31/2016
000003084044,ZSP1,000000000010167303,NEORECOR 2000IU/0.3ML 6ASRG GB-IE-GRCY,12/21/2016,,1/5/2017,,,1/17/17 13:04,1/18/17 13:41,1/19/17 13:07,,ZSP1,1/1/2016,12/31/2016
000003084043,ZSP1,000000000010167304,NEORECOR 2000IU/0.3ML 6ASRG NO,12/21/2016,,,,,1/24/17 12:56,1/25/17 10:16,1/26/17 12:06,,ZSP1,1/1/2016,12/31/2016
000003084026,ZSP1,000000000010167305,NEORECOR 2000IU/0.3ML 6ASRG RO-BG-PL,12/21/2016,,1/5/2017,,,1/16/17 10:06,1/17/17 9:36,1/19/17 15:20,,ZSP1,1/1/2016,12/31/2016
000003084027,ZSP1,000000000010167310,NEORECOR 3000IU/0.3ML 6ASRG DEATBENL,12/21/2016,,,,,1/30/17 0:25,1/31/17 13:40,2/3/17 15:34,,ZSP1,1/1/2016,12/31/2016
000003084045,ZSP1,000000000010167311,NEORECOR 3000IU/0.3ML 6ASRG ES-PT,12/21/2016,,,,,1/30/17 10:37,1/31/17 16:19,2/1/17 10:43,,ZSP1,1/1/2016,12/31/2016
000003081446,ZSP1,000000000010167324,NEORECOR 6000IU/0.3ML 6ASRG GB-IE-GRCY,11/25/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003084047,ZSP1,000000000010167328,NEORECOR 5000IU/0.3ML 6ASRG CZSKHUSI,12/21/2016,,1/5/2017,,,1/18/17 6:18,1/18/17 15:59,1/20/17 14:58,,ZSP1,1/1/2016,12/31/2016
000003084028,ZSP1,000000000010167329,NEORECOR 5000IU/0.3ML 6ASRG DEATBENL,12/21/2016,,,,,1/26/17 11:23,1/30/17 13:31,1/31/17 13:48,,ZSP1,1/1/2016,12/31/2016
000003077117,ZSP1,000000000010167330,NEORECOR 5000IU/0.3ML 6ASRG ELL,6/27/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003084029,ZSP1,000000000010167331,NEORECOR 5000IU/0.3ML 6ASRG ES-PT,12/21/2016,,,,,1/26/17 11:22,1/30/17 13:37,2/1/17 10:34,,ZSP1,1/1/2016,12/31/2016
000003084032,ZSP1,000000000010167338,NEORECOR 4000IU/0.3ML 1ASRG FR-CLIN,12/21/2016,,,,,1/24/17 12:55,1/25/17 13:12,1/26/17 15:28,,ZSP1,1/1/2016,12/31/2016
000003084049,ZSP1,000000000010167340,NEORECOR 4000IU/.3ML 6 ASRG CZSKHUSI,12/21/2016,,,,,1/30/17 0:30,1/31/17 16:28,2/2/17 12:14,,ZSP1,1/1/2016,12/31/2016
000003084086,ZSP1,000000000010167341,NEORECOR 4000IU/0.3ML 6ASRG DEATBENL,12/21/2016,,,,,1/18/17 6:19,1/18/17 14:40,1/20/17 15:12,,ZSP1,1/1/2016,12/31/2016
000003084048,ZSP1,000000000010167342,NEORECOR 4000IU/0.3ML 6ASRG ELL,12/21/2016,,,,,1/30/17 0:27,1/31/17 13:26,2/6/17 8:31,,ZSP1,1/1/2016,12/31/2016
000003084033,ZSP1,000000000010167344,NEORECOR 4000IU/0.3ML 6ASRG FR,12/21/2016,,,,,1/30/17 0:28,2/1/17 10:01,2/1/17 13:43,,ZSP1,1/1/2016,12/31/2016
000003084050,ZSP1,000000000010167345,NEORECOR 4000IU/0.3ML 6ASRG GB-IE-GRCY,12/21/2016,,,,,1/27/17 11:02,1/31/17 8:22,2/1/17 13:55,,ZSP1,1/1/2016,12/31/2016
000003084051,ZSP1,000000000010167347,NEORECOR 4000IU/0.3ML 6ASRG RO-BG-PL,12/21/2016,,,,,1/24/17 12:58,1/25/17 11:19,1/30/17 10:28,,ZSP1,1/1/2016,12/31/2016
000003084052,ZSP1,000000000010167358,NEORECOR 2000IU/0.3ML 1ASRG FR-CLIN,12/21/2016,,,,,1/20/17 10:40,1/23/17 11:53,1/25/17 9:35,,ZSP1,1/1/2016,12/31/2016
000003084179,ZSP1,000000000010167359,NEORECOR 2000IU/.3ML 1 ASRG IT-PU,12/27/2016,,,,,2/21/17 12:31,2/22/17 10:12,2/23/17 13:50,,ZSP1,1/1/2016,12/31/2016
000003084160,ZSP1,000000000010167359,NEORECOR 2000IU/.3ML 1 ASRG IT-PU,12/23/2016,,12/28/2016,,,1/12/17 10:29,1/13/17 9:21,1/16/17 13:32,,ZSP1,1/1/2016,12/31/2016
000003081580,ZSP1,000000000010167359,NEORECOR 2000IU/.3ML 1 ASRG IT-PU,11/25/2016,,12/28/2016,,,1/13/17 14:41,1/17/17 8:26,1/19/17 12:18,,ZSP1,1/1/2016,12/31/2016
000003075220,ZSP1,000000000010167359,NEORECOR 2000IU/.3ML 1 ASRG IT-PU,5/19/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003084035,ZSP1,000000000010167370,NEORECOR 3000IU/.3ML 1 ASRG IT-PU,12/21/2016,,,,,1/25/17 11:08,1/25/17 15:33,1/31/17 12:40,,ZSP1,1/1/2016,12/31/2016
000003080215,ZSP1,000000000010167371,NEORECOR 5000IU/.3ML 1 ASRG FR-CLIN,10/7/2016,,10/7/2016,,,,,,,ZSP1,1/1/2016,12/31/2016
000003084053,ZSP1,000000000010167372,NEORECOR 5000IU/.3ML 1 ASRG IT-PU,12/21/2016,,,,,1/25/17 11:25,1/25/17 15:23,1/27/17 9:48,,ZSP1,1/1/2016,12/31/2016
000003080775,ZSP1,000000000010167582,RECORMON 10000IU/.6ML 6 ASRG TW,10/27/2016,,12/23/2016,,,1/10/17 9:01,1/11/17 10:12,1/12/17 7:19,,ZSP1,1/1/2016,12/31/2016
000003084034,ZSP1,000000000010167583,RECORMON 2000IU/.3ML 6 ASRG TW,12/21/2016,,,,,2/16/17 10:36,2/16/17 13:24,2/17/17 11:41,,ZSP1,1/1/2016,12/31/2016
000003081559,ZSP1,000000000010167583,RECORMON 2000IU/.3ML 6 ASRG TW,11/25/2016,,,,,2/15/17 15:00,2/16/17 10:17,3/3/17 8:56,,ZSP1,1/1/2016,12/31/2016
000003084038,ZSP1,000000000010167584,RECORMON 5000IU/.3ML 6 ASRG TW,12/21/2016,,,,,1/27/17 11:03,1/31/17 13:10,2/2/17 11:59,,ZSP1,1/1/2016,12/31/2016
000003075569,ZSP1,000000000010167584,RECORMON 5000IU/.3ML 6 ASRG TW,5/30/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003083061,ZSP1,000000000010168248,BONVIVA 3MG/3ML 1ASRG BY,11/30/2016,,,,,2/6/17 11:30,2/9/17 11:02,2/16/17 7:35,,ZSP1,1/1/2016,12/31/2016
000003083761,ZSP1,000000000010168694,ROACTEM 200MG/10ML 1VIAL IV DE-CHU,12/20/2016,,,,,1/26/17 12:54,1/30/17 12:27,2/14/17 12:30,,ZSP1,1/1/2016,12/31/2016
000003083745,ZSP1,000000000010168695,ROACTEM 200MG/10ML 1VIAL IV DK-NO-IS,12/20/2016,,,,,1/26/17 12:53,1/27/17 14:33,2/3/17 11:51,,ZSP1,1/1/2016,12/31/2016
000003075473,ZSP1,000000000010168700,ROACTEM 200MG/10ML 1VIAL IV FR-CLINCHU,5/30/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003083747,ZSP1,000000000010168706,ROACTEM 200MG/10ML 1VIAL IV PL,12/20/2016,,,,,1/26/17 13:25,1/27/17 14:16,2/3/17 11:44,,ZSP1,1/1/2016,12/31/2016
000003083763,ZSP1,000000000010168710,ROACTEM 200MG/10ML 1VIAL IV SE,12/20/2016,,,,,1/25/17 11:00,1/25/17 15:46,2/2/17 13:33,,ZSP1,1/1/2016,12/31/2016
000003083765,ZSP1,000000000010168711,ROACTEM 200MG/10ML 1VIAL IV SI,12/20/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003083744,ZSP1,000000000010168720,ROACTEM 400MG/20ML 1VIAL IV AT,12/20/2016,,,,,1/25/17 11:10,1/26/17 13:13,1/31/17 11:08,,ZSP1,1/1/2016,12/31/2016
000003075472,ZSP1,000000000010168720,ROACTEM 400MG/20ML 1VIAL IV AT,5/30/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003083746,ZSP1,000000000010168721,ROACTEM 400MG/20ML 1VIAL IV BG,12/20/2016,,,,,1/25/17 11:03,1/26/17 12:36,2/1/17 16:33,,ZSP1,1/1/2016,12/31/2016
000003083749,ZSP1,000000000010168724,ROACTEM 400MG/20ML 1VIAL IV DE-CHU,12/20/2016,,,,,1/25/17 11:06,1/27/17 10:58,2/1/17 10:58,,ZSP1,1/1/2016,12/31/2016
000003084284,ZSP1,000000000010168731,ROACTEM 400MG/20ML 1VIAL IV FR-CLINCHU,12/30/2016,,,,,1/25/17 11:20,1/25/17 14:07,1/26/17 15:57,,ZSP1,1/1/2016,12/31/2016
000003083748,ZSP1,000000000010168731,ROACTEM 400MG/20ML 1VIAL IV FR-CLINCHU,12/20/2016,,,,,1/25/17 11:26,1/25/17 13:52,2/6/17 9:06,,ZSP1,1/1/2016,12/31/2016
000003083513,ZSP1,000000000010168731,ROACTEM 400MG/20ML 1VIAL IV FR-CLINCHU,12/9/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003083767,ZSP1,000000000010168733,ROACTEM 400MG/20ML 1VIAL IV GB-CHU,12/20/2016,,,,,1/24/17 12:53,1/25/17 8:03,1/27/17 10:30,,ZSP1,1/1/2016,12/31/2016
000003075513,ZSP1,000000000010168733,ROACTEM 400MG/20ML 1VIAL IV GB-CHU,5/30/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003083766,ZSP1,000000000010168736,ROACTEM 400MG/20ML 1VIAL IV IE,12/20/2016,,,,,1/26/17 14:25,1/26/17 14:31,2/1/17 11:57,,ZSP1,1/1/2016,12/31/2016
000003081956,ZSP1,000000000010168737,ROACTEM 400MG/20ML 1VIAL IV IT-CLIN,11/26/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003083754,ZSP1,000000000010168738,ROACTEM 400MG/20ML 1VIAL IV NL,12/20/2016,,,,,1/24/17 12:56,1/25/17 8:31,2/2/17 10:37,,ZSP1,1/1/2016,12/31/2016
000003073786,ZSP1,000000000010168740,ROACTEM 400MG/20ML 1VIAL IV PT,4/22/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003083755,ZSP1,000000000010168742,ROACTEM 400MG/20ML 1VIAL IV RO,12/20/2016,,,,,1/25/17 11:03,1/26/17 11:16,1/31/17 11:20,,ZSP1,1/1/2016,12/31/2016
000003075515,ZSP1,000000000010168742,ROACTEM 400MG/20ML 1VIAL IV RO,5/30/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003075482,ZSP1,000000000010168743,ROACTEM 400MG/20ML 1VIAL IV SE,5/30/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003083769,ZSP1,000000000010168746,ROACTEM 400MG/20ML 1VIAL IV SI,12/20/2016,,,,,1/25/17 11:09,1/26/17 14:11,2/1/17 13:38,,ZSP1,1/1/2016,12/31/2016
000003083768,ZSP1,000000000010168747,ROACTEM 80MG/4ML 1VIAL IV DE-CHU,12/20/2016,,,,,1/27/17 11:00,2/2/17 10:13,2/3/17 14:36,,ZSP1,1/1/2016,12/31/2016
000003083762,ZSP1,000000000010168749,ROACTEM 400MG/20ML 1VIAL IV SK,12/20/2016,,,,,1/25/17 11:05,1/27/17 11:43,2/1/17 15:19,,ZSP1,1/1/2016,12/31/2016
000003083756,ZSP1,000000000010168753,ROACTEM 80MG/4ML 1VIAL IV FR-CLINCHU,12/20/2016,,,,,1/27/17 11:02,2/1/17 8:55,2/2/17 10:06,,ZSP1,1/1/2016,12/31/2016
000003083770,ZSP1,000000000010168754,ROACTEM 80MG/4ML 1VIAL IV GB-CHU,12/20/2016,,,,,1/27/17 11:04,1/30/17 12:18,2/8/17 11:58,,ZSP1,1/1/2016,12/31/2016
000003075481,ZSP1,000000000010168754,ROACTEM 80MG/4ML 1VIAL IV GB-CHU,5/30/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003083757,ZSP1,000000000010168755,ROACTEM 80MG/4ML 1VIAL IV GR,12/20/2016,,,,,1/26/17 11:23,1/31/17 8:00,2/2/17 13:13,,ZSP1,1/1/2016,12/31/2016
000003081972,ZSP1,000000000010168757,ROACTEM 80MG/4ML 1VIAL IV IT-CLIN,11/26/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003083814,ZSP1,000000000010168759,ROACTEM 80MG/4ML 1VIAL IV PL,12/20/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003083780,ZSP1,000000000010168765,ROACTEM 80MG/4ML 1VIAL IV ELL,12/20/2016,,,,,1/27/17 10:53,1/30/17 14:29,2/3/17 14:53,,ZSP1,1/1/2016,12/31/2016
000003083758,ZSP1,000000000010168768,ROACTEM 400MG/20ML 1VIAL IV HR,12/20/2016,,,,,1/25/17 11:19,1/26/17 10:37,2/1/17 14:53,,ZSP1,1/1/2016,12/31/2016
000003081631,ZSP1,000000000010169189,PERJETA 420MG/14ML 1VIAL AT,11/25/2016,,12/30/2016,,,1/18/17 14:12,2/2/17 13:21,2/13/17 15:19,,ZSP1,1/1/2016,12/31/2016
000003081619,ZSP1,000000000010169190,PERJETA 420MG/14ML 1VIAL BE,11/25/2016,,12/30/2016,,,1/18/17 14:13,2/2/17 13:29,2/13/17 16:37,,ZSP1,1/1/2016,12/31/2016
000003083759,ZSP1,000000000010169191,PERJETA 420MG/14ML 1VIAL CZ,12/20/2016,,,,,2/13/17 14:05,2/15/17 8:14,2/20/17 9:24,,ZSP1,1/1/2016,12/31/2016
000003052535,ZSP1,000000000010169191,PERJETA 420MG/14ML 1VIAL CZ,1/27/2016,,,,,,,,,ZSP1,1/1/2016,12/31/2016
000003083785,ZSP1,000000000010169193,PERJETA 420MG/14ML 1VIAL DE,12/20/2016,,,,,2/10/17 10:54,2/13/17 10:07,2/14/17 12:21,,ZSP1,1/1/2016,12/31/2016
000003081633,ZSP1,000000000010169193,PERJETA 420MG/14ML 1VIAL DE,11/25/2016,,12/30/2016,,,1/18/17 6:18,2/2/17 13:13,2/13/17 16:46,,ZSP1,1/1/2016,12/31/2016
000003083774,ZSP1,000000000010169195,PERJETA 420MG/14ML 1VIAL ELL,12/20/2016,,,,,2/13/17 14:03,2/16/17 7:37,2/17/17 13:44,,ZSP1,1/1/2016,12/31/2016
