,process_order_number,order_type_packaging_or_repackaging_field,material_number,product,product_name,process_order_creation_date,batch_number,process_order_release_date,packaging_line_start,packaging_line_finish,packaging_final_check_date,brr_start_date,brr_end_date,qa_release_date,po_create_to_po_release,po_release_to_pkg_start,pkg_start_to_pkg_finish,pkg_finish_to_pkg_final_check,pkg_final_check_to_brr_begin,brr_begin_to_brr_finish,brr_finish_to_qp_release
421,3061621,ZSP1,10108998,NEORECORMON,NEORECOR 4000IU/.3ML 6 ASRG SC,2016-02-26 00:00:00,H0672H06,2016-03-17 00:00:00,2016-04-01 00:00:00,2016-04-01 00:00:00,2016-04-01 15:00:00,2016-04-13 16:24:00,2016-04-14 13:41:00,2016-04-15 00:00:00,20.0,15.0,0.0,0.625,12.058333333333334,0.8868055555555555,0.42986111111111114
423,3061623,ZSP1,10109019,NEORECORMON,NEORECOR 6000IU/.3ML 6 ASRG CZSKHUSI,2016-02-26 00:00:00,H6216H01,2016-03-15 00:00:00,2016-04-04 00:00:00,2016-04-04 00:00:00,2016-04-05 14:25:00,2016-04-06 10:05:00,2016-04-06 13:21:00,2016-04-07 00:00:00,18.0,20.0,0.0,1.6006944444444444,0.8194444444444444,0.1361111111111111,0.44375
424,3061624,ZSP1,10109025,NEORECORMON,NEORECOR 6000IU/.3ML 6 ASRG NO,2016-02-26 00:00:00,H0616H08,2016-03-16 00:00:00,2016-04-04 00:00:00,2016-04-04 00:00:00,2016-04-05 14:25:00,2016-04-14 13:44:00,2016-04-15 16:52:00,2016-04-18 00:00:00,19.0,19.0,0.0,1.6006944444444444,8.971527777777778,1.1305555555555555,2.297222222222222
425,3061625,ZSP1,10109020,NEORECORMON,NEORECOR 6000IU/.3ML 6 ASRG DEATBENL,2016-02-26 00:00:00,H0616H09,2016-03-30 00:00:00,2016-04-14 00:00:00,2016-04-14 00:00:00,2016-04-15 15:17:00,2016-04-26 10:41:00,2016-04-26 14:33:00,2016-04-27 00:00:00,33.0,15.0,0.0,1.6368055555555556,10.808333333333334,0.16111111111111112,0.39375
426,3061626,ZSP1,10110621,NEORECORMON,RECORMON 10000IU/0.6ML 1ASRG FE,2016-02-26 00:00:00,H0638H06,2016-03-18 00:00:00,2016-04-07 00:00:00,2016-04-07 00:00:00,2016-04-08 11:36:00,2016-04-15 09:34:00,2016-04-18 10:41:00,2016-04-19 00:00:00,21.0,20.0,0.0,1.4833333333333334,6.915277777777778,3.046527777777778,0.5548611111111111
427,3061627,ZSP1,10110626,NEORECORMON,RECORMON 2000IU/.3ML 6 ASRG RS,2016-02-26 00:00:00,H0842H01,2016-04-07 00:00:00,2016-04-18 00:00:00,2016-04-18 00:00:00,2016-04-19 13:46:00,2016-04-25 11:10:00,2016-04-27 15:41:00,2016-04-28 00:00:00,41.0,11.0,0.0,1.573611111111111,5.891666666666667,2.1881944444444446,0.34652777777777777
428,3061628,ZSP1,10110645,NEORECORMON,RECORMON 30000IU/.6ML 1 ASRG FE,2016-02-26 00:00:00,H0631H06,2016-03-15 00:00:00,2016-04-08 00:00:00,2016-04-08 00:00:00,2016-04-11 16:57:00,2016-04-19 11:13:00,2016-04-21 10:23:00,2016-04-22 00:00:00,18.0,24.0,0.0,3.70625,7.761111111111111,1.9652777777777777,0.5673611111111111
429,3061629,ZSP1,10110662,NEORECORMON,RECORMON 3000IU/.3ML 6 ASRG EFA,2016-02-26 00:00:00,H0572H08,2016-03-22 00:00:00,2016-04-04 00:00:00,2016-04-04 00:00:00,2016-04-04 15:37:00,2016-04-15 10:45:00,2016-04-15 14:53:00,2016-04-18 00:00:00,25.0,13.0,0.0,0.6506944444444445,10.797222222222222,0.17222222222222222,2.379861111111111
430,3061630,ZSP1,10110685,NEORECORMON,RECORMON 5000IU/.3ML 6 ASRG EFA,2016-02-26 00:00:00,H0653H01,2016-04-25 00:00:00,2016-04-30 00:00:00,2016-05-02 00:00:00,2016-05-03 13:00:00,2016-05-04 10:57:00,2016-05-11 16:48:00,2016-05-12 00:00:00,59.0,5.0,2.0,1.5416666666666667,0.9145833333333333,7.24375,0.3
431,3061631,ZSP1,10110672,NEORECORMON,RECORMON 4000IU/.3ML 6 ASRG EFA,2016-02-26 00:00:00,H0673H02,2016-04-05 00:00:00,2016-04-18 00:00:00,2016-04-18 00:00:00,2016-04-25 14:25:00,2016-04-26 08:31:00,2016-04-29 14:28:00,2016-05-02 00:00:00,39.0,13.0,0.0,7.600694444444445,0.7541666666666667,3.247916666666667,2.397222222222222
432,3061632,ZSP1,10110686,NEORECORMON,RECORMON 5000IU/.3ML 6 ASRG FE,2016-02-26 00:00:00,H0652H03,2016-04-08 00:00:00,2016-04-21 00:00:00,2016-04-21 00:00:00,2016-04-22 08:29:00,2016-04-27 11:28:00,2016-04-29 08:36:00,2016-05-02 00:00:00,42.0,13.0,0.0,1.3534722222222222,5.124305555555556,1.8805555555555555,2.6416666666666666
433,3061633,ZSP1,10110689,NEORECORMON,RECORMON 5000IU/.3ML 6 ASRG PH,2016-02-26 00:00:00,H0651H12,2016-03-18 00:00:00,2016-03-30 00:00:00,2016-03-30 00:00:00,2016-03-30 16:38:00,2016-04-11 11:54:00,2016-04-11 16:52:00,2016-04-12 00:00:00,21.0,12.0,0.0,0.6930555555555555,11.802777777777777,0.20694444444444443,0.2972222222222222
434,3061634,ZSP1,10112469,MIRCERA,MIRCERA 200MCG/.3ML 1 ASRG DK-NO-IS,2016-02-26 00:00:00,H0551H12,2016-04-07 00:00:00,2016-04-11 00:00:00,2016-04-11 00:00:00,2016-04-11 16:59:00,2016-04-12 09:57:00,2016-04-15 14:28:00,2016-04-18 00:00:00,41.0,4.0,0.0,0.7076388888888889,0.7069444444444445,3.1881944444444446,2.397222222222222
435,3061635,ZSP1,10120743,NEORECORMON,RECORMON 5000IU/0.3ML 6ASRG CN,2016-02-26 00:00:00,H0652/01,2016-04-11 00:00:00,2016-04-21 00:00:00,2016-04-21 00:00:00,2016-04-22 08:37:00,2016-04-27 11:08:00,2016-05-03 16:15:00,2016-05-04 00:00:00,45.0,10.0,0.0,1.3590277777777777,5.104861111111111,6.2131944444444445,0.3229166666666667
437,3061637,ZSP1,10120478,MIRCERA,CER 100MCG/0.3ML + SD 3ASRG CLIN-TR,2016-02-26 00:00:00,H0578/03,2016-03-30 00:00:00,2016-04-06 00:00:00,2016-04-06 00:00:00,2016-04-06 13:56:00,2016-04-07 15:16:00,2016-04-21 14:18:00,2016-04-22 00:00:00,33.0,7.0,0.0,0.5805555555555556,1.0555555555555556,13.959722222222222,0.4041666666666667
438,3061638,ZSP1,10121706,NEORECORMON,REC 6000IU/0.3ML 4ASRG CLIN-TR,2016-02-26 00:00:00,H0616/02,2016-03-18 00:00:00,2016-04-05 00:00:00,2016-04-06 00:00:00,2016-04-06 14:10:00,2016-04-07 15:26:00,2016-04-19 22:32:00,2016-04-21 00:00:00,21.0,18.0,1.0,0.5902777777777778,1.0527777777777778,12.295833333333333,1.0611111111111111
439,3061639,ZSP1,10122500,NEORECORMON,NEORECOR 2000IU/0.3ML 1ASRG IN,2016-02-26 00:00:00,H0841H09,2016-03-29 00:00:00,2016-04-11 00:00:00,2016-04-27 00:00:00,2016-04-12 15:24:00,2016-04-18 10:52:00,2016-04-19 16:17:00,2016-04-20 00:00:00,32.0,13.0,16.0,-14.358333333333333,5.811111111111111,1.2256944444444444,0.3215277777777778
440,3061640,ZSP1,10110612,NEORECORMON,RECORMON 10000IU/.6ML 6 ASRG FE,2016-02-26 00:00:00,H0638H05,2016-03-15 00:00:00,2016-04-01 00:00:00,2016-04-01 00:00:00,2016-04-04 15:46:00,2016-04-14 13:01:00,2016-04-14 16:50:00,2016-04-15 00:00:00,18.0,17.0,0.0,3.6569444444444446,9.885416666666666,0.15902777777777777,0.2986111111111111
441,3061641,ZSP1,10110636,NEORECORMON,RECORMON 30000IU/.6ML 4 ASRG FE,2016-02-26 00:00:00,H0631H11,2016-03-16 00:00:00,2016-04-04 00:00:00,2016-04-05 00:00:00,2016-04-18 14:13:00,2016-04-19 07:22:00,2016-04-21 11:39:00,2016-04-22 00:00:00,19.0,19.0,1.0,13.592361111111112,0.7145833333333333,2.178472222222222,0.5145833333333333
442,3061642,ZSP1,10109022,NEORECORMON,NEORECOR 6000IU/.3ML 6 ASRG ES-PT,2016-02-26 00:00:00,H6215H15,2016-03-30 00:00:00,2016-04-14 00:00:00,2016-04-15 00:00:00,2016-04-18 12:00:00,2016-04-25 10:16:00,2016-04-26 15:46:00,2016-04-27 00:00:00,33.0,15.0,1.0,3.5,6.927777777777778,1.2291666666666667,0.34305555555555556
443,3061643,ZSP1,10110663,NEORECORMON,RECORMON 3000IU/.3ML 6 ASRG FE,2016-02-26 00:00:00,H0572H09,2016-04-04 00:00:00,2016-04-15 00:00:00,2016-04-15 00:00:00,2016-04-18 11:44:00,2016-04-25 10:49:00,2016-04-27 12:43:00,2016-04-28 00:00:00,38.0,11.0,0.0,3.488888888888889,6.961805555555555,2.0791666666666666,0.4701388888888889
444,3061644,ZSP1,10110655,NEORECORMON,RECORMON 2000IU/0.3ML 6ASRG VN,2016-02-26 00:00:00,H0842H03,2016-04-07 00:00:00,2016-04-19 00:00:00,2016-04-19 00:00:00,2016-04-19 13:43:00,2016-04-26 12:33:00,2016-04-27 15:19:00,2016-04-28 00:00:00,41.0,12.0,0.0,0.5715277777777777,6.951388888888889,1.1152777777777778,0.36180555555555555
445,3061645,ZSP1,10110664,NEORECORMON,NEORECOR 4000IU/0.3ML 6ASRG AU-NZ,2016-02-26 00:00:00,H0673H04,2016-04-12 00:00:00,2016-04-18 00:00:00,2016-04-18 00:00:00,2016-04-19 13:47:00,2016-04-25 11:28:00,2016-04-29 13:17:00,2016-05-02 00:00:00,46.0,6.0,0.0,1.5743055555555556,5.903472222222222,4.075694444444444,2.446527777777778
446,3061646,ZSP1,10110668,MIRCERA,MIRCERA 75MCG/.3ML 1 ASRG IN,2016-02-26 00:00:00,H0579H24,2016-04-07 00:00:00,2016-04-11 00:00:00,2016-04-12 00:00:00,2016-04-12 15:21:00,2016-04-21 08:06:00,2016-04-21 12:23:00,2016-04-25 00:00:00,41.0,4.0,1.0,0.6395833333333333,8.697916666666666,0.17847222222222223,3.484027777777778
447,3061647,ZSP1,10110671,NEORECORMON,RECORMON 4000IU/.3ML 6 ASRG CH,2016-02-26 00:00:00,H0672H07,2016-03-22 00:00:00,2016-04-01 00:00:00,2016-04-01 00:00:00,2016-04-01 14:59:00,2016-04-14 09:57:00,2016-04-14 14:56:00,2016-04-15 00:00:00,25.0,10.0,0.0,0.6243055555555556,12.790277777777778,0.2076388888888889,0.37777777777777777
448,3061648,ZSP1,10110674,NEORECORMON,RECORMON 4000IU/.3ML 6 ASRG FE,2016-02-26 00:00:00,H0673H03,2016-04-05 00:00:00,2016-04-18 00:00:00,2016-04-18 00:00:00,2016-04-19 13:48:00,2016-04-25 12:07:00,2016-04-29 13:06:00,2016-05-02 00:00:00,39.0,13.0,0.0,1.575,5.929861111111111,4.040972222222222,2.4541666666666666
449,3061649,ZSP1,10112463,MIRCERA,MIRCERA 30MCG/.3ML 1 ASRG DK-NO-IS,2016-02-26 00:00:00,H0551H13,2016-03-16 00:00:00,2016-03-30 00:00:00,2016-03-30 00:00:00,2016-03-22 15:54:00,2016-04-01 13:44:00,2016-04-05 12:34:00,2016-04-06 00:00:00,19.0,14.0,0.0,-7.3375,9.909722222222221,3.951388888888889,0.47638888888888886
450,3061650,ZSP1,10112466,MIRCERA,MIRCERA 100MCG/.3ML 1 ASRG DK-NO-IS,2016-02-26 00:00:00,H0578H23,2016-03-31 00:00:00,2016-04-04 00:00:00,2016-04-04 00:00:00,2016-04-05 14:24:00,2016-04-14 14:35:00,2016-04-18 09:56:00,2016-04-18 00:00:00,34.0,4.0,0.0,1.6,9.00763888888889,3.80625,-0.41388888888888886
451,3061651,ZSP1,10112467,MIRCERA,MIRCERA 120MCG/.3ML 1 ASRG DK-NO-IS,2016-02-26 00:00:00,H0548H28,2016-03-24 00:00:00,2016-03-31 00:00:00,2016-03-31 00:00:00,2016-04-01 15:18:00,2016-04-13 12:17:00,2016-04-14 08:57:00,2016-04-14 00:00:00,27.0,7.0,0.0,1.6375,11.874305555555555,0.8611111111111112,-0.3729166666666667
452,3061652,ZSP1,10112468,MIRCERA,MIRCERA 150MCG/.3ML 1 ASRG DK-NO-IS,2016-02-26 00:00:00,H0552H37,2016-03-29 00:00:00,2016-03-31 00:00:00,2016-03-31 00:00:00,2016-03-31 12:24:00,2016-04-12 10:48:00,2016-04-14 09:06:00,2016-04-14 00:00:00,32.0,2.0,0.0,0.5166666666666667,11.933333333333334,1.9291666666666667,-0.37916666666666665
454,3061654,ZSP1,10112471,MIRCERA,MIRCERA 360MCG/.6ML 1 ASRG DK-NO-IS,2016-02-26 00:00:00,H0021H04,2016-04-13 00:00:00,2016-04-13 00:00:00,2016-04-13 00:00:00,2016-04-14 16:47:00,2016-04-21 13:43:00,2016-04-26 15:17:00,2016-04-27 00:00:00,47.0,0.0,0.0,1.6993055555555556,6.872222222222222,5.065277777777778,0.36319444444444443
455,3061657,ZSP1,10122502,NEORECORMON,NEORECOR 4000IU/0.3ML 1ASRG IN,2016-02-26 00:00:00,H0673H01,2016-03-31 00:00:00,2016-04-06 00:00:00,2016-04-06 00:00:00,2016-04-07 10:53:00,2016-04-18 13:20:00,2016-04-18 15:50:00,2016-04-19 00:00:00,34.0,6.0,0.0,1.4534722222222223,11.102083333333333,0.10416666666666667,0.3402777777777778
456,3061658,ZSP1,10130026,MIRCERA,MIRCERA 200MCG/0.3ML 1ASRG KR,2016-02-26 00:00:00,H0551H07,2016-03-23 00:00:00,2016-03-29 00:00:00,2016-03-29 00:00:00,2016-03-30 16:56:00,2016-04-07 15:11:00,2016-04-11 12:21:00,2016-04-12 00:00:00,26.0,6.0,0.0,1.7055555555555555,7.927083333333333,3.8819444444444446,0.48541666666666666
457,3061659,ZSP1,10137292,MIRCERA,MIRCERA 30MCG/0.3ML 1ASRG KR,2016-02-26 00:00:00,H0551H14,2016-03-23 00:00:00,2016-03-29 00:00:00,2016-03-29 00:00:00,2016-03-30 17:26:00,2016-04-08 07:58:00,2016-04-11 12:10:00,2016-04-12 00:00:00,26.0,6.0,0.0,1.726388888888889,8.605555555555556,3.175,0.4930555555555556
458,3061660,ZSP1,10130024,MIRCERA,MIRCERA 120MCG/0.3ML 1ASRG KR,2016-02-26 00:00:00,H0549H01,2016-04-07 00:00:00,2016-04-12 00:00:00,2016-04-12 00:00:00,2016-04-12 15:17:00,2016-04-21 07:21:00,2016-04-21 13:55:00,2016-04-25 00:00:00,41.0,5.0,0.0,0.6368055555555555,8.669444444444444,0.27361111111111114,3.420138888888889
459,3061661,ZSP1,10132791,NEORECORMON,RECORMON 5000IU/0.3ML 6ASRG FA,2016-02-26 00:00:00,H0652H02,2016-04-07 00:00:00,2016-04-21 00:00:00,2016-04-21 00:00:00,2016-04-22 08:36:00,2016-04-28 11:06:00,2016-04-28 17:08:00,2016-05-02 00:00:00,41.0,14.0,0.0,1.3583333333333334,6.104166666666667,0.2513888888888889,3.286111111111111
460,3061662,ZSP1,10133182,NEORECORMON,RECORMON 2000IU/0.3ML 6ASRG MY,2016-02-26 00:00:00,H6310H01,2016-03-31 00:00:00,2016-04-13 00:00:00,2016-04-14 00:00:00,2016-04-15 14:47:00,2016-04-21 10:03:00,2016-04-25 12:48:00,2016-04-26 00:00:00,34.0,13.0,1.0,1.6159722222222221,5.802777777777778,4.114583333333333,0.4666666666666667
461,3061663,ZSP1,10140268,MIRCERA,MIRCERA 100MCG/0.3ML 1ASRG PE,2016-02-26 00:00:00,H0578H22,2016-03-31 00:00:00,2016-04-04 00:00:00,2016-04-04 00:00:00,2016-04-05 14:26:00,2016-04-15 08:14:00,2016-04-15 10:05:00,2016-04-15 00:00:00,34.0,4.0,0.0,1.601388888888889,9.741666666666667,0.07708333333333334,-0.4201388888888889
463,3061665,ZSP1,10140267,MIRCERA,MIRCERA 50MCG/0.3ML 1ASRG PE,2016-02-26 00:00:00,H0534H14,2016-04-07 00:00:00,2016-04-11 00:00:00,2016-04-11 00:00:00,2016-04-11 16:51:00,2016-04-20 11:34:00,2016-04-21 13:28:00,2016-04-22 00:00:00,41.0,4.0,0.0,0.7020833333333333,8.779861111111112,1.0791666666666666,0.4388888888888889
464,3061666,ZSP1,10142032,MIRCERA,MIRCERA 100MCG/0.3ML 1ASRG CO,2016-02-26 00:00:00,H0578H19,2016-03-23 00:00:00,2016-03-29 00:00:00,2016-03-29 00:00:00,2016-03-30 16:39:00,2016-04-08 10:25:00,2016-04-11 11:53:00,2016-04-12 00:00:00,26.0,6.0,0.0,1.69375,8.740277777777777,3.061111111111111,0.5048611111111111
465,3061667,ZSP1,10132790,NEORECORMON,RECORMON 2000IU/0.3ML 6ASRG FA,2016-02-26 00:00:00,H0842H04,2016-04-07 00:00:00,2016-04-19 00:00:00,2016-04-20 00:00:00,2016-04-20 08:27:00,2016-04-27 11:39:00,2016-04-28 13:49:00,2016-05-02 00:00:00,41.0,12.0,1.0,0.35208333333333336,7.133333333333334,1.0902777777777777,3.4243055555555557
466,3061668,ZSP1,10142051,MIRCERA,MIRCERA 75MCG/0.3ML 1ASRG PRISA,2016-02-26 00:00:00,H0579H22,2016-04-07 00:00:00,2016-04-11 00:00:00,2016-04-11 00:00:00,2016-04-12 15:22:00,2016-04-20 11:21:00,2016-04-21 12:09:00,2016-04-22 00:00:00,41.0,4.0,0.0,1.6402777777777777,7.832638888888889,1.0333333333333334,0.49375
467,3061669,ZSP1,10142038,MIRCERA,MIRCERA 150MCG/0.3ML 1ASRG CO,2016-02-26 00:00:00,H0554H04,2016-04-07 00:00:00,2016-04-12 00:00:00,2016-04-12 00:00:00,2016-04-13 16:12:00,2016-04-21 09:06:00,2016-04-21 15:41:00,2016-04-22 00:00:00,41.0,5.0,0.0,1.675,7.704166666666667,0.2743055555555556,0.34652777777777777
468,3061670,ZSP1,10144937,NEORECORMON,NEORECOR 2000IU/.3ML 6 ASRG HR,2016-02-26 00:00:00,H0841H07,2016-03-21 00:00:00,2016-04-04 00:00:00,2016-04-04 00:00:00,2016-04-04 15:59:00,2016-04-14 13:51:00,2016-04-14 17:17:00,2016-04-15 00:00:00,24.0,14.0,0.0,0.6659722222222222,9.911111111111111,0.14305555555555555,0.2798611111111111
469,3061671,ZSP1,10142057,NEORECORMON,RECORMON 30000IU/0.6ML 1ASRG EC,2016-02-26 00:00:00,H0631H13,2016-04-04 00:00:00,2016-04-07 00:00:00,2016-04-08 00:00:00,2016-04-08 11:28:00,2016-04-11 13:57:00,2016-04-11 17:26:00,2016-04-12 00:00:00,38.0,3.0,1.0,0.4777777777777778,3.1034722222222224,0.1451388888888889,0.27361111111111114
470,3061672,ZSP1,10142061,NEORECORMON,RECORMON 5000IU/0.3ML 6ASRG EC,2016-02-26 00:00:00,H0652H04,2016-04-08 00:00:00,2016-04-21 00:00:00,2016-04-21 00:00:00,2016-04-22 08:27:00,2016-04-27 10:08:00,2016-04-29 08:44:00,2016-05-02 00:00:00,42.0,13.0,0.0,1.3520833333333333,5.070138888888889,1.9416666666666667,2.636111111111111
471,3061673,ZSP1,10142035,MIRCERA,MIRCERA 100MCG/0.3ML 1ASRG UY-BO-PY,2016-02-26 00:00:00,H0578H18,2016-03-16 00:00:00,2016-03-22 00:00:00,2016-03-22 00:00:00,2016-03-22 15:53:00,2016-04-06 11:58:00,2016-04-07 12:57:00,2016-04-08 00:00:00,19.0,6.0,0.0,0.6618055555555555,14.836805555555555,1.0409722222222222,0.46041666666666664
472,3061674,ZSP1,10130020,MIRCERA,MIRCERA 50MCG/0.3ML 1ASRG KR,2016-02-26 00:00:00,H0534H06,2016-03-23 00:00:00,2016-03-29 00:00:00,2016-03-30 00:00:00,2016-03-30 17:22:00,2016-04-14 09:02:00,2016-04-15 08:46:00,2016-04-15 00:00:00,26.0,6.0,1.0,0.7236111111111111,14.652777777777779,0.9888888888888889,-0.36527777777777776
473,3061675,ZSP1,10121906,MIRCERA,MIRCERA 150MCG/.3ML 1 ASRG ZA,2016-02-26 00:00:00,H0554H05,2016-04-07 00:00:00,2016-04-12 00:00:00,2016-04-12 00:00:00,2016-04-13 16:11:00,2016-04-20 13:50:00,2016-04-21 13:53:00,2016-04-25 00:00:00,41.0,5.0,0.0,1.6743055555555555,6.902083333333334,1.0020833333333334,3.421527777777778
474,3061677,ZSP1,10147696,MIRCERA,MIRCERA 50MCG/.3ML 3 ASRG DE,2016-02-26 00:00:00,H0534H13,2016-04-05 00:00:00,2016-04-06 00:00:00,2016-04-06 00:00:00,2016-04-06 13:46:00,2016-04-18 09:52:00,2016-04-18 16:35:00,2016-04-19 00:00:00,39.0,1.0,0.0,0.5736111111111111,11.8375,0.2798611111111111,0.3090277777777778
475,3061678,ZSP1,10161795,MIRCERA,MIRCERA 75MCG/0.3ML 1ASRG US-WDY,2016-02-26 00:00:00,H0578H01,2016-03-10 00:00:00,2016-03-14 00:00:00,2016-03-16 00:00:00,2016-03-22 16:46:00,2016-03-24 07:45:00,2016-03-30 09:43:00,2016-03-30 00:00:00,13.0,4.0,2.0,6.698611111111111,1.6243055555555554,6.081944444444445,-0.4048611111111111
476,3061679,ZSP1,10167583,NEORECORMON,RECORMON 2000IU/.3ML 6 ASRG TW,2016-02-26 00:00:00,H6309H04,2016-03-21 00:00:00,2016-04-03 00:00:00,2016-04-04 00:00:00,2016-04-04 15:56:00,2016-04-15 14:01:00,2016-04-15 16:01:00,2016-11-21 00:00:00,24.0,13.0,1.0,0.6638888888888889,10.92013888888889,0.08333333333333333,219.33263888888888
477,3061680,ZSP1,10140873,NEORECORMON,NEORECOR 20000IU/0.6ML 6ASRG GB-IE,2016-02-26 00:00:00,H0543H05,2016-03-11 00:00:00,2016-04-04 00:00:00,2016-04-04 00:00:00,2016-04-05 14:26:00,2016-04-14 08:27:00,2016-04-15 11:39:00,2016-04-18 00:00:00,14.0,24.0,0.0,1.601388888888889,8.750694444444445,1.1333333333333333,2.5145833333333334
478,3061681,ZSP1,10142043,MIRCERA,MIRCERA 200MCG/0.3ML 1ASRG PRISA,2016-02-26 00:00:00,H0551H06,2016-03-17 00:00:00,2016-03-22 00:00:00,2016-03-22 00:00:00,2016-03-22 15:43:00,2016-04-06 09:51:00,2016-04-07 11:40:00,2016-04-08 00:00:00,20.0,5.0,0.0,0.6548611111111111,14.755555555555556,1.0756944444444445,0.5138888888888888
479,3061682,ZSP1,10142045,MIRCERA,MIRCERA 50MCG/0.3ML 1ASRG CO,2016-02-26 00:00:00,H0534H16,2016-04-07 00:00:00,2016-04-11 00:00:00,2016-04-11 00:00:00,2016-04-11 16:59:00,2016-04-20 13:44:00,2016-04-21 15:25:00,2016-04-22 00:00:00,41.0,4.0,0.0,0.7076388888888889,8.864583333333334,1.070138888888889,0.3576388888888889
480,3061683,ZSP1,10159704,NEORECORMON,RECORMON 4000IU/0.3ML 6ASRG FE-REG,2016-02-26 00:00:00,H6259H04,2016-03-22 00:00:00,2016-04-04 00:00:00,2016-04-05 00:00:00,2016-04-05 14:23:00,2016-04-15 08:23:00,2016-04-15 11:51:00,2016-04-18 00:00:00,25.0,13.0,1.0,0.5993055555555555,9.75,0.14444444444444443,2.50625
481,3061684,ZSP1,10142056,NEORECORMON,RECORMON 30000IU/0.6ML 1ASRG CO,2016-02-26 00:00:00,H0631H05,2016-03-15 00:00:00,2016-04-08 00:00:00,2016-04-08 00:00:00,2016-04-08 11:25:00,2016-04-15 13:33:00,2016-04-20 12:25:00,2016-04-21 00:00:00,18.0,24.0,0.0,0.4756944444444444,7.088888888888889,4.9527777777777775,0.4826388888888889
482,3061686,ZSP1,10147697,MIRCERA,MIRCERA 75MCG/.3ML 3 ASRG DE,2016-02-26 00:00:00,H0579H21,2016-04-05 00:00:00,2016-04-06 00:00:00,2016-04-06 00:00:00,2016-04-07 11:07:00,2016-04-18 13:46:00,2016-04-19 11:38:00,2016-04-19 00:00:00,39.0,1.0,0.0,1.4631944444444445,11.110416666666667,0.9111111111111111,-0.4847222222222222
484,3061700,ZSP1,10161795,MIRCERA,MIRCERA 75MCG/0.3ML 1ASRG US-WDY,2016-02-26 00:00:00,H0580H01,2016-03-17 00:00:00,2016-03-22 00:00:00,2016-03-24 00:00:00,2016-03-24 15:18:00,2016-04-04 10:52:00,2016-04-05 13:06:00,2016-04-06 00:00:00,20.0,5.0,2.0,0.6375,10.815277777777778,1.0930555555555554,0.45416666666666666
485,3061701,ZSP1,10161795,MIRCERA,MIRCERA 75MCG/0.3ML 1ASRG US-WDY,2016-02-26 00:00:00,H0580H02,2016-03-22 00:00:00,2016-03-24 00:00:00,2016-03-29 00:00:00,2016-03-30 16:43:00,2016-04-13 09:55:00,2016-04-21 10:39:00,2016-04-22 00:00:00,25.0,2.0,5.0,1.6965277777777779,13.716666666666667,8.030555555555555,0.55625
486,3061919,ZSP1,10168765,ACTEMRA,ROACTEM 80MG/4ML 1VIAL IV ELL,2016-02-26 00:00:00,B2045H28,2016-03-08 00:00:00,2016-03-09 00:00:00,2016-03-09 00:00:00,2016-03-10 15:01:00,2016-03-23 08:22:00,2016-03-30 14:32:00,2016-03-30 00:00:00,11.0,1.0,0.0,1.6256944444444446,12.722916666666666,7.256944444444445,-0.6055555555555555
488,3062496,ZSP1,10095681,MIRCERA,MIRCERA 30MCG/.3ML 1 ASRG IT-PU,2016-02-27 00:00:00,H0552H08,2016-05-20 00:00:00,2016-05-23 00:00:00,2016-05-23 00:00:00,2016-05-24 07:02:00,2016-06-01 13:19:00,2016-06-06 13:08:00,2016-06-07 00:00:00,83.0,3.0,0.0,1.2930555555555556,8.261805555555556,4.992361111111111,0.4527777777777778
489,3064928,ZSP1,10159187,HERCEPTIN,HERCEPTI 150MG 1VILY IV FR-CLIN,2016-02-29 00:00:00,N1026H04,2016-03-11 00:00:00,2016-03-24 00:00:00,2016-03-24 00:00:00,2016-03-24 15:15:00,2016-04-06 10:12:00,2016-04-06 15:47:00,2016-04-07 00:00:00,11.0,13.0,0.0,0.6354166666666666,12.789583333333333,0.2326388888888889,0.3423611111111111
490,3064950,ZSP1,10159034,AVASTIN,AVASTIN 100MG/4ML 1VIAL ELL,2016-02-29 00:00:00,B8507H02,2016-03-21 00:00:00,2016-03-22 00:00:00,2016-03-22 00:00:00,2016-03-23 10:58:00,2016-04-01 07:34:00,2016-04-01 11:21:00,2016-04-01 00:00:00,21.0,1.0,0.0,1.4569444444444444,8.858333333333333,0.15763888888888888,-0.47291666666666665
491,3064951,ZSP1,10159517,AVASTIN,AVASTIN 400MG/16ML 1VIAL DE,2016-02-29 00:00:00,B8011H07,2016-03-22 00:00:00,2016-03-31 00:00:00,2016-03-31 00:00:00,2016-03-31 12:43:00,2016-04-07 13:33:00,2016-04-12 13:01:00,2016-04-13 00:00:00,22.0,9.0,0.0,0.5298611111111111,7.034722222222222,4.977777777777778,0.4576388888888889
492,3064969,ZSP1,10159031,AVASTIN,AVASTIN 100MG/4ML 1VIAL DE,2016-02-29 00:00:00,B8008H11,2016-03-17 00:00:00,2016-03-22 00:00:00,2016-03-22 00:00:00,2016-03-22 15:41:00,2016-04-04 11:51:00,2016-04-05 14:23:00,2016-04-06 00:00:00,17.0,5.0,0.0,0.6534722222222222,12.840277777777779,1.1055555555555556,0.40069444444444446
493,3064970,ZSP1,10159535,AVASTIN,AVASTIN 400MG/16ML 1VIAL RO,2016-02-29 00:00:00,B8506H02,2016-03-17 00:00:00,2016-03-18 00:00:00,2016-03-18 00:00:00,2016-03-24 13:54:00,2016-03-29 11:08:00,2016-04-01 12:29:00,2016-04-05 00:00:00,17.0,1.0,0.0,6.579166666666667,4.884722222222222,3.05625,3.479861111111111
