process_order_number,order_type,material_number,product_name,product_family,process_order_creation_date,batch_number,process_order_release_date,packaging_line_start_date,packaging_line_finish_date,packaging_final_check_date,brr_start_date,brr_end_date,qa_release_date,IN_order_type,IN_created_from,IN_created_to
3061545,ZSP1,10095578,MIRCERA 360MCG/0.6ML 1ASRG FR,MIRCERA,2/26/2016,H0021H01,4/13/2016,4/13/2016,4/13/2016,4/13/16 16:43,4/21/16 12:05,4/22/16 11:01,4/26/2016,ZSP1,1/1/2016,12/31/2016
3061548,ZSP1,10095596,MIRCERA 75MCG/.3ML 1 ASRG BE-NL,MIRCERA,2/26/2016,H0579H16,3/31/2016,4/4/2016,4/4/2016,4/4/16 15:38,4/15/16 8:16,4/18/16 9:28,4/18/2016,ZSP1,1/1/2016,12/31/2016
3061549,ZSP1,10095600,MIRCERA 75MCG/.3ML 1 ASRG FR,MIRCERA,2/26/2016,H0579H13,3/24/2016,3/30/2016,3/31/2016,3/31/16 12:23,4/13/16 10:15,4/13/16 15:58,4/13/2016,ZSP1,1/1/2016,12/31/2016
3061554,ZSP1,10095636,MIRCERA 120MCG/.3ML 1 ASRG BE-NL,MIRCERA,2/26/2016,H0548H29,3/29/2016,3/30/2016,3/30/2016,3/30/16 16:35,4/11/16 14:40,4/12/16 15:01,4/12/2016,ZSP1,1/1/2016,12/31/2016
3061559,ZSP1,10095655,MIRCERA 200MCG/.3ML 1 ASRG BE-NL,MIRCERA,2/26/2016,H0551H08,3/29/2016,3/31/2016,3/31/2016,3/31/16 12:10,4/13/16 14:01,4/14/16 10:59,4/14/2016,ZSP1,1/1/2016,12/31/2016
3061560,ZSP1,10087819,MIRCERA 360MCG/0.6ML 1ASRG AU-NZ,MIRCERA,2/26/2016,H0021H02,4/13/2016,4/13/2016,4/13/2016,4/14/16 16:48,4/21/16 11:14,4/22/16 11:09,4/25/2016,ZSP1,1/1/2016,12/31/2016
3061566,ZSP1,10107679,RECORMON 2000IU/0.3ML 6ASRG KZ,NEORECORMON,2/26/2016,H0842H02,4/7/2016,4/18/2016,4/19/2016,4/19/16 13:46,4/25/16 11:44,5/2/16 10:20,5/3/2016,ZSP1,1/1/2016,12/31/2016
3061568,ZSP1,10107351,MIRCERA 75MCG/.3ML 1 ASRG FE-36,MIRCERA,2/26/2016,H0579H18,4/1/2016,4/1/2016,4/1/2016,4/4/16 9:19,4/13/16 13:51,4/13/16 14:57,4/13/2016,ZSP1,1/1/2016,12/31/2016
3061569,ZSP1,10107352,MIRCERA 100MCG/.3ML 1 ASRG FE-36,MIRCERA,2/26/2016,H0578H14,3/10/2016,3/17/2016,3/17/2016,3/18/16 14:04,3/24/16 7:24,3/24/16 12:21,3/29/2016,ZSP1,1/1/2016,12/31/2016
3061572,ZSP1,10108944,NEORECOR 10000IU/.6ML 6 ASRG GB-IE-GRCY,NEORECORMON,2/26/2016,H6210H06,4/6/2016,4/20/2016,4/20/2016,4/21/16 8:52,4/27/16 7:08,4/27/16 16:13,4/28/2016,ZSP1,1/1/2016,12/31/2016
3061574,ZSP1,10108952,NEORECOR 2000IU/.3ML 6 ASRG ELL,NEORECORMON,2/26/2016,H0841H10,3/31/2016,4/14/2016,4/14/2016,4/14/16 16:39,4/18/16 9:04,4/19/16 16:23,4/20/2016,ZSP1,1/1/2016,12/31/2016
3061575,ZSP1,10108949,NEORECOR 2000IU/.3ML 1 ASRG IT-PU,NEORECORMON,2/26/2016,H0841H08,3/23/2016,4/8/2016,4/11/2016,4/12/16 15:34,4/19/16 11:27,4/19/16 16:09,4/20/2016,ZSP1,1/1/2016,12/31/2016
3061576,ZSP1,10108956,NEORECOR 2000IU/.3ML 6 ASRG NO,NEORECORMON,2/26/2016,H0841H04,3/21/2016,4/1/2016,4/1/2016,4/4/16 9:18,4/14/16 11:53,4/15/16 17:24,4/18/2016,ZSP1,1/1/2016,12/31/2016
3061577,ZSP1,10108955,NEORECOR 2000IU/.3ML 6 ASRG GB-IE-GRCY,NEORECORMON,2/26/2016,H0842H06,4/12/2016,4/21/2016,4/22/2016,4/22/16 8:30,4/28/16 8:57,5/2/16 15:42,5/4/2016,ZSP1,1/1/2016,12/31/2016
3061578,ZSP1,10108968,NEORECOR 3000IU/0.3ML 1ASRG FR-CLIN,NEORECORMON,2/26/2016,H6225H05,3/22/2016,4/6/2016,4/7/2016,4/7/16 11:10,4/7/16 14:15,4/7/16 16:24,4/8/2016,ZSP1,1/1/2016,12/31/2016
3061579,ZSP1,10108976,NEORECOR 3000IU/.3ML 6 ASRG SC,NEORECORMON,2/26/2016,H0572H07,3/17/2016,3/31/2016,3/31/2016,4/1/16 15:13,4/7/16 13:34,4/7/16 16:07,4/8/2016,ZSP1,1/1/2016,12/31/2016
3061584,ZSP1,10107353,MIRCERA 120MCG/.3ML 1 ASRG FE-36,MIRCERA,2/26/2016,H0548H30,4/1/2016,4/1/2016,4/1/2016,4/4/16 9:27,4/14/16 8:29,4/14/16 10:35,4/14/2016,ZSP1,1/1/2016,12/31/2016
3061588,ZSP1,10098964,MIRCERA 75MCG/.3ML 1 ASRG DE,MIRCERA,2/26/2016,H0579H15,3/29/2016,3/30/2016,3/30/2016,3/30/16 17:02,4/7/16 9:45,4/7/16 12:14,4/8/2016,ZSP1,1/1/2016,12/31/2016
3061589,ZSP1,10108946,NEORECOR 10000IU/.6ML 6 ASRG RO-BG-PL,NEORECORMON,2/26/2016,H6210H05,4/5/2016,4/20/2016,4/20/2016,4/21/16 8:54,4/27/16 8:12,4/27/16 16:03,4/28/2016,ZSP1,1/1/2016,12/31/2016
3061590,ZSP1,10108938,NEORECOR 10000IU/.6ML 1 ASRG IT-PU,NEORECORMON,2/26/2016,H6209H24,3/22/2016,4/7/2016,4/7/2016,4/8/16 11:31,4/15/16 12:05,4/19/16 9:46,4/20/2016,ZSP1,1/1/2016,12/31/2016
3061592,ZSP1,10107350,MIRCERA 50MCG/.3ML 1 ASRG FE-36,MIRCERA,2/26/2016,H0534H10,3/31/2016,3/31/2016,4/1/2016,4/1/16 14:58,4/14/16 7:32,4/15/16 10:15,4/15/2016,ZSP1,1/1/2016,12/31/2016
3061593,ZSP1,10107354,MIRCERA 150MCG/.3ML 1 ASRG FE-36,MIRCERA,2/26/2016,H0552H38,3/31/2016,4/1/2016,4/1/2016,4/1/16 14:58,4/13/16 12:17,4/14/16 10:41,4/14/2016,ZSP1,1/1/2016,12/31/2016
3061594,ZSP1,10107675,MIRCERA 75MCG/.3ML 1 ASRG EFA-36,MIRCERA,2/26/2016,H0579H17,3/31/2016,4/4/2016,4/4/2016,4/4/16 15:39,4/13/16 8:46,4/13/16 14:37,4/13/2016,ZSP1,1/1/2016,12/31/2016
3061595,ZSP1,10107677,MIRCERA 100MCG/.3ML 1 ASRG EFA-36,MIRCERA,2/26/2016,H0578H21,3/31/2016,4/1/2016,4/1/2016,4/4/16 15:43,4/13/16 7:51,4/13/16 15:17,4/13/2016,ZSP1,1/1/2016,12/31/2016
3061596,ZSP1,10108954,NEORECOR 2000IU/.3ML 6 ASRG FR,NEORECORMON,2/26/2016,H0841H06,3/21/2016,4/4/2016,4/4/2016,4/4/16 15:59,4/6/16 8:08,4/8/16 11:19,4/11/2016,ZSP1,1/1/2016,12/31/2016
3061597,ZSP1,10108953,NEORECOR 2000IU/.3ML 6 ASRG ES-PT,NEORECORMON,2/26/2016,H0841H11,4/1/2016,4/14/2016,4/14/2016,4/15/16 15:35,4/21/16 8:48,4/26/16 14:47,4/27/2016,ZSP1,1/1/2016,12/31/2016
3061598,ZSP1,10108943,NEORECOR 10000IU/.6ML 6 ASRG FR,NEORECORMON,2/26/2016,H6209H25,4/6/2016,4/20/2016,4/20/2016,4/21/16 8:57,4/27/16 9:47,5/3/16 10:08,5/4/2016,ZSP1,1/1/2016,12/31/2016
3061599,ZSP1,10108940,NEORECOR 10000IU/.6ML 6 ASRG DEATBENL,NEORECORMON,2/26/2016,H6210H07,4/6/2016,4/20/2016,4/20/2016,4/21/16 8:52,4/27/16 8:24,4/27/16 16:20,4/28/2016,ZSP1,1/1/2016,12/31/2016
3061600,ZSP1,10108951,NEORECOR 2000IU/.3ML 6 ASRG DEATBENL,NEORECORMON,2/26/2016,H0842H07,4/12/2016,4/22/2016,4/22/2016,4/22/16 8:31,4/27/16 14:13,5/2/16 15:50,5/4/2016,ZSP1,1/1/2016,12/31/2016
3061601,ZSP1,10108960,NEORECOR 20000IU/.6ML 1 ASRG FR-CLIN,NEORECORMON,2/26/2016,H0543H06,3/15/2016,4/7/2016,4/7/2016,4/8/16 11:35,4/12/16 7:28,4/12/16 12:36,4/13/2016,ZSP1,1/1/2016,12/31/2016
3061602,ZSP1,10108958,NEORECOR 2000IU/.3ML 6 ASRG SC,NEORECORMON,2/26/2016,H6309H06,4/4/2016,4/13/2016,4/13/2016,4/13/16 15:32,4/20/16 10:20,4/22/16 12:09,4/25/2016,ZSP1,1/1/2016,12/31/2016
3061604,ZSP1,10108969,NEORECOR 3000IU/.3ML 1 ASRG IT-PU,NEORECORMON,2/26/2016,H6225H04,3/22/2016,4/6/2016,4/6/2016,4/7/16 10:53,4/19/16 7:33,4/19/16 14:07,4/20/2016,ZSP1,1/1/2016,12/31/2016
3061605,ZSP1,10108971,NEORECOR 3000IU/.3ML 6 ASRG DEATBENL,NEORECORMON,2/26/2016,H6225H07,4/4/2016,4/15/2016,4/15/2016,4/18/16 11:48,4/25/16 9:55,4/28/16 17:14,4/29/2016,ZSP1,1/1/2016,12/31/2016
3061607,ZSP1,10108974,NEORECOR 3000IU/.3ML 6 ASRG GB-IE-GRCY,NEORECORMON,2/26/2016,H6225H06,4/1/2016,4/15/2016,4/15/2016,4/18/16 11:49,4/25/16 11:21,4/28/16 16:50,4/29/2016,ZSP1,1/1/2016,12/31/2016
3061608,ZSP1,10108983,NEORECOR 30000IU/.6ML 4 ASRG DEATBENL,NEORECORMON,2/26/2016,H0631H07,3/16/2016,4/5/2016,4/5/2016,4/5/16 14:13,4/15/16 10:23,4/15/16 16:11,4/18/2016,ZSP1,1/1/2016,12/31/2016
3061609,ZSP1,10108988,NEORECOR 4000IU/0.3ML 1ASRG FR-CLIN,NEORECORMON,2/26/2016,H6260H01,3/30/2016,4/5/2016,4/6/2016,4/6/16 13:54,4/7/16 9:18,4/7/16 11:29,4/8/2016,ZSP1,1/1/2016,12/31/2016
3061610,ZSP1,10108984,NEORECOR 30000IU/.6ML 4 ASRG ES-PT,NEORECORMON,2/26/2016,H0630H32,3/16/2016,4/5/2016,4/5/2016,4/6/16 13:58,4/18/16 11:40,4/18/16 15:24,4/19/2016,ZSP1,1/1/2016,12/31/2016
3061611,ZSP1,10109000,NEORECOR 500IU/.3ML 6 ASRG CZSKHUSI,NEORECORMON,2/26/2016,H0577H06,3/24/2016,4/12/2016,4/12/2016,4/13/16 16:42,4/20/16 10:35,4/25/16 10:11,4/26/2016,ZSP1,1/1/2016,12/31/2016
3061612,ZSP1,10108993,NEORECOR 4000IU/.3ML 6 ASRG ES-PT,NEORECORMON,2/26/2016,H0672H08,3/22/2016,4/5/2016,4/5/2016,4/6/16 14:13,4/18/16 12:43,4/18/16 15:41,4/19/2016,ZSP1,1/1/2016,12/31/2016
3061613,ZSP1,10108999,NEORECOR 500IU/0.3ML 1ASRG FR-CLIN,NEORECORMON,2/26/2016,H0577H03,3/24/2016,4/11/2016,4/11/2016,4/12/16 15:28,4/18/16 11:07,4/19/16 12:50,4/20/2016,ZSP1,1/1/2016,12/31/2016
3061614,ZSP1,10109001,NEORECOR 500IU/.3ML 6 ASRG DEATBENL,NEORECORMON,2/26/2016,H0577H04,3/24/2016,4/11/2016,4/12/2016,4/12/16 15:17,4/18/16 12:05,4/19/16 13:02,4/20/2016,ZSP1,1/1/2016,12/31/2016
3061615,ZSP1,10109002,NEORECOR 500IU/.3ML 6 ASRG ES-PT,NEORECORMON,2/26/2016,H0577H07,4/1/2016,4/12/2016,4/12/2016,4/13/16 16:07,4/20/16 7:18,4/20/16 12:43,4/21/2016,ZSP1,1/1/2016,12/31/2016
3061616,ZSP1,10109003,NEORECOR 500IU/.3ML 6 ASRG FR,NEORECORMON,2/26/2016,H0577H05,3/24/2016,4/12/2016,4/12/2016,4/12/16 15:26,4/18/16 11:39,4/19/16 13:22,4/20/2016,ZSP1,1/1/2016,12/31/2016
3061617,ZSP1,10110627,RECORMON 2000IU/.3ML 6 ASRG ZA,NEORECORMON,2/26/2016,H6310H02,4/6/2016,4/19/2016,4/19/2016,4/19/16 13:42,4/25/16 10:12,4/25/16 16:16,4/26/2016,ZSP1,1/1/2016,12/31/2016
3061618,ZSP1,10110600,RECORMON 6000IU/.3ML 6 ASRG ZA,NEORECORMON,2/26/2016,H0616H07,3/10/2016,3/31/2016,3/31/2016,4/1/16 14:49,4/12/16 16:19,4/13/16 12:20,4/14/2016,ZSP1,1/1/2016,12/31/2016
3061619,ZSP1,10110632,RECORMON 30000IU/.6ML 4 ASRG CH,NEORECORMON,2/26/2016,H0631H08,3/16/2016,4/5/2016,4/5/2016,4/6/16 14:10,4/18/16 9:09,4/18/16 17:18,4/19/2016,ZSP1,1/1/2016,12/31/2016
3061620,ZSP1,10108975,NEORECOR 3000IU/.3ML 6 ASRG RO-BG-PL,NEORECORMON,2/26/2016,H6225H03,3/16/2016,3/31/2016,3/31/2016,4/1/16 15:14,4/12/16 15:27,4/13/16 12:27,4/14/2016,ZSP1,1/1/2016,12/31/2016
3061621,ZSP1,10108998,NEORECOR 4000IU/.3ML 6 ASRG SC,NEORECORMON,2/26/2016,H0672H06,3/17/2016,4/1/2016,4/1/2016,4/1/16 15:00,4/13/16 16:24,4/14/16 13:41,4/15/2016,ZSP1,1/1/2016,12/31/2016
3061623,ZSP1,10109019,NEORECOR 6000IU/.3ML 6 ASRG CZSKHUSI,NEORECORMON,2/26/2016,H6216H01,3/15/2016,4/4/2016,4/4/2016,4/5/16 14:25,4/6/16 10:05,4/6/16 13:21,4/7/2016,ZSP1,1/1/2016,12/31/2016
3061624,ZSP1,10109025,NEORECOR 6000IU/.3ML 6 ASRG NO,NEORECORMON,2/26/2016,H0616H08,3/16/2016,4/4/2016,4/4/2016,4/5/16 14:25,4/14/16 13:44,4/15/16 16:52,4/18/2016,ZSP1,1/1/2016,12/31/2016
3061625,ZSP1,10109020,NEORECOR 6000IU/.3ML 6 ASRG DEATBENL,NEORECORMON,2/26/2016,H0616H09,3/30/2016,4/14/2016,4/14/2016,4/15/16 15:17,4/26/16 10:41,4/26/16 14:33,4/27/2016,ZSP1,1/1/2016,12/31/2016
3061626,ZSP1,10110621,RECORMON 10000IU/0.6ML 1ASRG FE,NEORECORMON,2/26/2016,H0638H06,3/18/2016,4/7/2016,4/7/2016,4/8/16 11:36,4/15/16 9:34,4/18/16 10:41,4/19/2016,ZSP1,1/1/2016,12/31/2016
3061627,ZSP1,10110626,RECORMON 2000IU/.3ML 6 ASRG RS,NEORECORMON,2/26/2016,H0842H01,4/7/2016,4/18/2016,4/18/2016,4/19/16 13:46,4/25/16 11:10,4/27/16 15:41,4/28/2016,ZSP1,1/1/2016,12/31/2016
3061628,ZSP1,10110645,RECORMON 30000IU/.6ML 1 ASRG FE,NEORECORMON,2/26/2016,H0631H06,3/15/2016,4/8/2016,4/8/2016,4/11/16 16:57,4/19/16 11:13,4/21/16 10:23,4/22/2016,ZSP1,1/1/2016,12/31/2016
3061629,ZSP1,10110662,RECORMON 3000IU/.3ML 6 ASRG EFA,NEORECORMON,2/26/2016,H0572H08,3/22/2016,4/4/2016,4/4/2016,4/4/16 15:37,4/15/16 10:45,4/15/16 14:53,4/18/2016,ZSP1,1/1/2016,12/31/2016
3061630,ZSP1,10110685,RECORMON 5000IU/.3ML 6 ASRG EFA,NEORECORMON,2/26/2016,H0653H01,4/25/2016,4/30/2016,5/2/2016,5/3/16 13:00,5/4/16 10:57,5/11/16 16:48,5/12/2016,ZSP1,1/1/2016,12/31/2016
3061631,ZSP1,10110672,RECORMON 4000IU/.3ML 6 ASRG EFA,NEORECORMON,2/26/2016,H0673H02,4/5/2016,4/18/2016,4/18/2016,4/25/16 14:25,4/26/16 8:31,4/29/16 14:28,5/2/2016,ZSP1,1/1/2016,12/31/2016
3061632,ZSP1,10110686,RECORMON 5000IU/.3ML 6 ASRG FE,NEORECORMON,2/26/2016,H0652H03,4/8/2016,4/21/2016,4/21/2016,4/22/16 8:29,4/27/16 11:28,4/29/16 8:36,5/2/2016,ZSP1,1/1/2016,12/31/2016
3061633,ZSP1,10110689,RECORMON 5000IU/.3ML 6 ASRG PH,NEORECORMON,2/26/2016,H0651H12,3/18/2016,3/30/2016,3/30/2016,3/30/16 16:38,4/11/16 11:54,4/11/16 16:52,4/12/2016,ZSP1,1/1/2016,12/31/2016
3061634,ZSP1,10112469,MIRCERA 200MCG/.3ML 1 ASRG DK-NO-IS,MIRCERA,2/26/2016,H0551H12,4/7/2016,4/11/2016,4/11/2016,4/11/16 16:59,4/12/16 9:57,4/15/16 14:28,4/18/2016,ZSP1,1/1/2016,12/31/2016
3061635,ZSP1,10120743,RECORMON 5000IU/0.3ML 6ASRG CN,NEORECORMON,2/26/2016,H0652/01,4/11/2016,4/21/2016,4/21/2016,4/22/16 8:37,4/27/16 11:08,5/3/16 16:15,5/4/2016,ZSP1,1/1/2016,12/31/2016
3061637,ZSP1,10120478,CER 100MCG/0.3ML + SD 3ASRG CLIN-TR,MIRCERA,2/26/2016,H0578/03,3/30/2016,4/6/2016,4/6/2016,4/6/16 13:56,4/7/16 15:16,4/21/16 14:18,4/22/2016,ZSP1,1/1/2016,12/31/2016
3061638,ZSP1,10121706,REC 6000IU/0.3ML 4ASRG CLIN-TR,NEORECORMON,2/26/2016,H0616/02,3/18/2016,4/5/2016,4/6/2016,4/6/16 14:10,4/7/16 15:26,4/19/16 22:32,4/21/2016,ZSP1,1/1/2016,12/31/2016
3061639,ZSP1,10122500,NEORECOR 2000IU/0.3ML 1ASRG IN,NEORECORMON,2/26/2016,H0841H09,3/29/2016,4/11/2016,4/27/2016,4/12/16 15:24,4/18/16 10:52,4/19/16 16:17,4/20/2016,ZSP1,1/1/2016,12/31/2016
3061640,ZSP1,10110612,RECORMON 10000IU/.6ML 6 ASRG FE,NEORECORMON,2/26/2016,H0638H05,3/15/2016,4/1/2016,4/1/2016,4/4/16 15:46,4/14/16 13:01,4/14/16 16:50,4/15/2016,ZSP1,1/1/2016,12/31/2016
3061641,ZSP1,10110636,RECORMON 30000IU/.6ML 4 ASRG FE,NEORECORMON,2/26/2016,H0631H11,3/16/2016,4/4/2016,4/5/2016,4/18/16 14:13,4/19/16 7:22,4/21/16 11:39,4/22/2016,ZSP1,1/1/2016,12/31/2016
3061642,ZSP1,10109022,NEORECOR 6000IU/.3ML 6 ASRG ES-PT,NEORECORMON,2/26/2016,H6215H15,3/30/2016,4/14/2016,4/15/2016,4/18/16 12:00,4/25/16 10:16,4/26/16 15:46,4/27/2016,ZSP1,1/1/2016,12/31/2016
3061643,ZSP1,10110663,RECORMON 3000IU/.3ML 6 ASRG FE,NEORECORMON,2/26/2016,H0572H09,4/4/2016,4/15/2016,4/15/2016,4/18/16 11:44,4/25/16 10:49,4/27/16 12:43,4/28/2016,ZSP1,1/1/2016,12/31/2016
3061644,ZSP1,10110655,RECORMON 2000IU/0.3ML 6ASRG VN,NEORECORMON,2/26/2016,H0842H03,4/7/2016,4/19/2016,4/19/2016,4/19/16 13:43,4/26/16 12:33,4/27/16 15:19,4/28/2016,ZSP1,1/1/2016,12/31/2016
3061645,ZSP1,10110664,NEORECOR 4000IU/0.3ML 6ASRG AU-NZ,NEORECORMON,2/26/2016,H0673H04,4/12/2016,4/18/2016,4/18/2016,4/19/16 13:47,4/25/16 11:28,4/29/16 13:17,5/2/2016,ZSP1,1/1/2016,12/31/2016
3061646,ZSP1,10110668,MIRCERA 75MCG/.3ML 1 ASRG IN,MIRCERA,2/26/2016,H0579H24,4/7/2016,4/11/2016,4/12/2016,4/12/16 15:21,4/21/16 8:06,4/21/16 12:23,4/25/2016,ZSP1,1/1/2016,12/31/2016
3061647,ZSP1,10110671,RECORMON 4000IU/.3ML 6 ASRG CH,NEORECORMON,2/26/2016,H0672H07,3/22/2016,4/1/2016,4/1/2016,4/1/16 14:59,4/14/16 9:57,4/14/16 14:56,4/15/2016,ZSP1,1/1/2016,12/31/2016
3061648,ZSP1,10110674,RECORMON 4000IU/.3ML 6 ASRG FE,NEORECORMON,2/26/2016,H0673H03,4/5/2016,4/18/2016,4/18/2016,4/19/16 13:48,4/25/16 12:07,4/29/16 13:06,5/2/2016,ZSP1,1/1/2016,12/31/2016
3061649,ZSP1,10112463,MIRCERA 30MCG/.3ML 1 ASRG DK-NO-IS,MIRCERA,2/26/2016,H0551H13,3/16/2016,3/30/2016,3/30/2016,3/22/16 15:54,4/1/16 13:44,4/5/16 12:34,4/6/2016,ZSP1,1/1/2016,12/31/2016
3061650,ZSP1,10112466,MIRCERA 100MCG/.3ML 1 ASRG DK-NO-IS,MIRCERA,2/26/2016,H0578H23,3/31/2016,4/4/2016,4/4/2016,4/5/16 14:24,4/14/16 14:35,4/18/16 9:56,4/18/2016,ZSP1,1/1/2016,12/31/2016
3061651,ZSP1,10112467,MIRCERA 120MCG/.3ML 1 ASRG DK-NO-IS,MIRCERA,2/26/2016,H0548H28,3/24/2016,3/31/2016,3/31/2016,4/1/16 15:18,4/13/16 12:17,4/14/16 8:57,4/14/2016,ZSP1,1/1/2016,12/31/2016
3061652,ZSP1,10112468,MIRCERA 150MCG/.3ML 1 ASRG DK-NO-IS,MIRCERA,2/26/2016,H0552H37,3/29/2016,3/31/2016,3/31/2016,3/31/16 12:24,4/12/16 10:48,4/14/16 9:06,4/14/2016,ZSP1,1/1/2016,12/31/2016
3061654,ZSP1,10112471,MIRCERA 360MCG/.6ML 1 ASRG DK-NO-IS,MIRCERA,2/26/2016,H0021H04,4/13/2016,4/13/2016,4/13/2016,4/14/16 16:47,4/21/16 13:43,4/26/16 15:17,4/27/2016,ZSP1,1/1/2016,12/31/2016
3061657,ZSP1,10122502,NEORECOR 4000IU/0.3ML 1ASRG IN,NEORECORMON,2/26/2016,H0673H01,3/31/2016,4/6/2016,4/6/2016,4/7/16 10:53,4/18/16 13:20,4/18/16 15:50,4/19/2016,ZSP1,1/1/2016,12/31/2016
3061658,ZSP1,10130026,MIRCERA 200MCG/0.3ML 1ASRG KR,MIRCERA,2/26/2016,H0551H07,3/23/2016,3/29/2016,3/29/2016,3/30/16 16:56,4/7/16 15:11,4/11/16 12:21,4/12/2016,ZSP1,1/1/2016,12/31/2016
3061659,ZSP1,10137292,MIRCERA 30MCG/0.3ML 1ASRG KR,MIRCERA,2/26/2016,H0551H14,3/23/2016,3/29/2016,3/29/2016,3/30/16 17:26,4/8/16 7:58,4/11/16 12:10,4/12/2016,ZSP1,1/1/2016,12/31/2016
3061660,ZSP1,10130024,MIRCERA 120MCG/0.3ML 1ASRG KR,MIRCERA,2/26/2016,H0549H01,4/7/2016,4/12/2016,4/12/2016,4/12/16 15:17,4/21/16 7:21,4/21/16 13:55,4/25/2016,ZSP1,1/1/2016,12/31/2016
3061661,ZSP1,10132791,RECORMON 5000IU/0.3ML 6ASRG FA,NEORECORMON,2/26/2016,H0652H02,4/7/2016,4/21/2016,4/21/2016,4/22/16 8:36,4/28/16 11:06,4/28/16 17:08,5/2/2016,ZSP1,1/1/2016,12/31/2016
3061662,ZSP1,10133182,RECORMON 2000IU/0.3ML 6ASRG MY,NEORECORMON,2/26/2016,H6310H01,3/31/2016,4/13/2016,4/14/2016,4/15/16 14:47,4/21/16 10:03,4/25/16 12:48,4/26/2016,ZSP1,1/1/2016,12/31/2016
3061663,ZSP1,10140268,MIRCERA 100MCG/0.3ML 1ASRG PE,MIRCERA,2/26/2016,H0578H22,3/31/2016,4/4/2016,4/4/2016,4/5/16 14:26,4/15/16 8:14,4/15/16 10:05,4/15/2016,ZSP1,1/1/2016,12/31/2016
3061665,ZSP1,10140267,MIRCERA 50MCG/0.3ML 1ASRG PE,MIRCERA,2/26/2016,H0534H14,4/7/2016,4/11/2016,4/11/2016,4/11/16 16:51,4/20/16 11:34,4/21/16 13:28,4/22/2016,ZSP1,1/1/2016,12/31/2016
3061666,ZSP1,10142032,MIRCERA 100MCG/0.3ML 1ASRG CO,MIRCERA,2/26/2016,H0578H19,3/23/2016,3/29/2016,3/29/2016,3/30/16 16:39,4/8/16 10:25,4/11/16 11:53,4/12/2016,ZSP1,1/1/2016,12/31/2016
3061667,ZSP1,10132790,RECORMON 2000IU/0.3ML 6ASRG FA,NEORECORMON,2/26/2016,H0842H04,4/7/2016,4/19/2016,4/20/2016,4/20/16 8:27,4/27/16 11:39,4/28/16 13:49,5/2/2016,ZSP1,1/1/2016,12/31/2016
3061668,ZSP1,10142051,MIRCERA 75MCG/0.3ML 1ASRG PRISA,MIRCERA,2/26/2016,H0579H22,4/7/2016,4/11/2016,4/11/2016,4/12/16 15:22,4/20/16 11:21,4/21/16 12:09,4/22/2016,ZSP1,1/1/2016,12/31/2016
3061669,ZSP1,10142038,MIRCERA 150MCG/0.3ML 1ASRG CO,MIRCERA,2/26/2016,H0554H04,4/7/2016,4/12/2016,4/12/2016,4/13/16 16:12,4/21/16 9:06,4/21/16 15:41,4/22/2016,ZSP1,1/1/2016,12/31/2016
3061670,ZSP1,10144937,NEORECOR 2000IU/.3ML 6 ASRG HR,NEORECORMON,2/26/2016,H0841H07,3/21/2016,4/4/2016,4/4/2016,4/4/16 15:59,4/14/16 13:51,4/14/16 17:17,4/15/2016,ZSP1,1/1/2016,12/31/2016
3061671,ZSP1,10142057,RECORMON 30000IU/0.6ML 1ASRG EC,NEORECORMON,2/26/2016,H0631H13,4/4/2016,4/7/2016,4/8/2016,4/8/16 11:28,4/11/16 13:57,4/11/16 17:26,4/12/2016,ZSP1,1/1/2016,12/31/2016
3061672,ZSP1,10142061,RECORMON 5000IU/0.3ML 6ASRG EC,NEORECORMON,2/26/2016,H0652H04,4/8/2016,4/21/2016,4/21/2016,4/22/16 8:27,4/27/16 10:08,4/29/16 8:44,5/2/2016,ZSP1,1/1/2016,12/31/2016
3061673,ZSP1,10142035,MIRCERA 100MCG/0.3ML 1ASRG UY-BO-PY,MIRCERA,2/26/2016,H0578H18,3/16/2016,3/22/2016,3/22/2016,3/22/16 15:53,4/6/16 11:58,4/7/16 12:57,4/8/2016,ZSP1,1/1/2016,12/31/2016
3061674,ZSP1,10130020,MIRCERA 50MCG/0.3ML 1ASRG KR,MIRCERA,2/26/2016,H0534H06,3/23/2016,3/29/2016,3/30/2016,3/30/16 17:22,4/14/16 9:02,4/15/16 8:46,4/15/2016,ZSP1,1/1/2016,12/31/2016
3061675,ZSP1,10121906,MIRCERA 150MCG/.3ML 1 ASRG ZA,MIRCERA,2/26/2016,H0554H05,4/7/2016,4/12/2016,4/12/2016,4/13/16 16:11,4/20/16 13:50,4/21/16 13:53,4/25/2016,ZSP1,1/1/2016,12/31/2016
3061677,ZSP1,10147696,MIRCERA 50MCG/.3ML 3 ASRG DE,MIRCERA,2/26/2016,H0534H13,4/5/2016,4/6/2016,4/6/2016,4/6/16 13:46,4/18/16 9:52,4/18/16 16:35,4/19/2016,ZSP1,1/1/2016,12/31/2016
3061678,ZSP1,10161795,MIRCERA 75MCG/0.3ML 1ASRG US-WDY,MIRCERA,2/26/2016,H0578H01,3/10/2016,3/14/2016,3/16/2016,3/22/16 16:46,3/24/16 7:45,3/30/16 9:43,3/30/2016,ZSP1,1/1/2016,12/31/2016
