process_order_number,order_type,material_number,product_name,product_family,process_order_creation_date,batch_number,process_order_release_date,packaging_line_start_date,packaging_line_finish_date,packaging_final_check_date,brr_start_date,brr_end_date,qa_release_date,IN_order_type,IN_created_from,IN_created_to
000003073587,ZSP1,000000000010159536,AVASTIN 400MG/16ML 1VIAL SE-FI,AVASTIN,15/04/2016,B8011H13,18/04/2016,20/04/2016,20/04/2016,21/04/16 09:00,26/04/16 13:37,28/04/16 15:41,02/05/2016,ZSP1,01/01/2016,31/12/2016
000003073588,ZSP1,000000000010159536,AVASTIN 400MG/16ML 1VIAL SE-FI,AVASTIN,15/04/2016,,,,,,,,,ZSP1,01/01/2016,31/12/2016
000003073589,ZSP1,000000000010159514,AVASTIN 400MG/16ML 1VIAL BE,AVASTIN,15/04/2016,B8018H01,04/05/2016,14/05/2016,14/05/2016,18/05/16 12:13,23/05/16 10:52,31/05/16 10:15,01/06/2016,ZSP1,01/01/2016,31/12/2016
000003073624,ZSP1,000000000010107352,MIRCERA 100MCG/.3ML 1 ASRG FE-36,MIRCERA,15/04/2016,H0581H02,22/04/2016,27/04/2016,27/04/2016,28/04/16 16:02,03/05/16 10:42,09/05/16 14:46,10/05/2016,ZSP1,01/01/2016,31/12/2016
000003073625,ZSP1,000000000010095658,MIRCERA 200MCG/.3ML 1 ASRG FR,MIRCERA,15/04/2016,H0551H18,21/04/2016,28/04/2016,28/04/2016,28/04/16 16:41,09/05/16 08:26,11/05/16 15:06,12/05/2016,ZSP1,01/01/2016,31/12/2016
000003073627,ZSP1,000000000010095655,MIRCERA 200MCG/.3ML 1 ASRG BE-NL,MIRCERA,15/04/2016,H0551H19,21/04/2016,28/04/2016,28/04/2016,28/04/16 16:00,09/05/16 10:20,12/05/16 09:15,13/05/2016,ZSP1,01/01/2016,31/12/2016
000003073629,ZSP1,000000000010098951,MIRCERA 250MCG/.3ML 1 ASRG DE,MIRCERA,15/04/2016,H0549H11,21/04/2016,28/04/2016,28/04/2016,28/04/16 15:54,09/05/16 09:52,11/05/16 15:26,12/05/2016,ZSP1,01/01/2016,31/12/2016
000003073632,ZSP1,000000000010157511,BONDRONA 6MG/6ML 1VIAL TR,BONDRONAT,15/04/2016,,,,,,,,,ZSP1,01/01/2016,31/12/2016
000003073633,ZSP1,000000000010095623,MIRCERA 75MCG/.3ML 1 ASRG RO-BG-PL,MIRCERA,15/04/2016,H0579H30,25/04/2016,28/04/2016,,28/04/16 15:54,09/05/16 10:56,11/05/16 10:11,12/05/2016,ZSP1,01/01/2016,31/12/2016
000003073634,ZSP1,000000000010095595,MIRCERA 75MCG/.3ML 1 ASRG CZSKHUSI,MIRCERA,15/04/2016,H0579H31,25/04/2016,28/04/2016,28/04/2016,28/04/16 17:17,09/05/16 10:39,12/05/16 10:58,13/05/2016,ZSP1,01/01/2016,31/12/2016
000003073635,ZSP1,000000000010142046,MIRCERA 50MCG/0.3ML 1ASRG PRISA,MIRCERA,15/04/2016,H0534H24,26/04/2016,28/04/2016,28/04/2016,29/04/16 11:00,09/05/16 09:44,11/05/16 16:04,13/05/2016,ZSP1,01/01/2016,31/12/2016
000003073636,ZSP1,000000000010112463,MIRCERA 30MCG/.3ML 1 ASRG DK-NO-IS,MIRCERA,15/04/2016,H0551H23,26/04/2016,02/05/2016,02/05/2016,03/05/16 12:58,04/05/16 15:43,31/05/16 17:15,02/06/2016,ZSP1,01/01/2016,31/12/2016
000003073637,ZSP1,000000000010168763,ROACTEM 80MG/4ML 1VIAL IV SI,ACTEMRA,15/04/2016,B3006H06,27/04/2016,04/05/2016,04/05/2016,04/05/16 13:51,11/05/16 10:39,17/05/16 12:31,18/05/2016,ZSP1,01/01/2016,31/12/2016
000003073638,ZSP1,000000000010110626,RECORMON 2000IU/.3ML 6 ASRG RS,NEORECORMON,15/04/2016,H0842H12,21/04/2016,04/05/2016,09/05/2016,09/05/16 13:55,18/05/16 09:37,23/05/16 09:15,24/05/2016,ZSP1,01/01/2016,31/12/2016
000003073639,ZSP1,000000000010110660,NEORECOR 3000IU/.3ML 6 ASRG TR,NEORECORMON,15/04/2016,H6226H02,26/04/2016,03/05/2016,03/05/2016,04/05/16 13:46,11/05/16 08:20,12/05/16 11:23,13/05/2016,ZSP1,01/01/2016,31/12/2016
000003073643,ZSP1,000000000010098949,MIRCERA 200MCG/.3ML 1 ASRG DE,MIRCERA,15/04/2016,H0551H20,22/04/2016,28/04/2016,28/04/2016,28/04/16 16:02,09/05/16 07:48,12/05/16 16:41,13/05/2016,ZSP1,01/01/2016,31/12/2016
000003073651,ZSP1,000000000010095584,MIRCERA 50MCG/.3ML 1 ASRG CZSKHUSI,MIRCERA,15/04/2016,H0534H22,25/04/2016,28/04/2016,28/04/2016,28/04/16 17:17,09/05/16 10:28,12/05/16 09:23,13/05/2016,ZSP1,01/01/2016,31/12/2016
000003073652,ZSP1,000000000010142044,MIRCERA 50MCG/0.3ML 1ASRG CL,MIRCERA,15/04/2016,H0534H23,26/04/2016,28/04/2016,28/04/2016,29/04/16 11:02,09/05/16 11:03,12/05/16 16:20,13/05/2016,ZSP1,01/01/2016,31/12/2016
000003073653,ZSP1,000000000010161794,MIRCERA 50MCG/0.3ML 1ASRG US-WDY,MIRCERA,15/04/2016,H0533H04,26/04/2016,28/04/2016,29/04/2016,02/05/16 12:42,12/05/16 10:59,17/05/16 12:38,17/05/2016,ZSP1,01/01/2016,31/12/2016
000003073654,ZSP1,000000000010095677,MIRCERA 30MCG/.3ML 1 ASRG ES-PT,MIRCERA,15/04/2016,H0551H24,02/05/2016,02/05/2016,03/05/2016,03/05/16 12:56,18/05/16 08:37,18/05/16 16:53,19/05/2016,ZSP1,01/01/2016,31/12/2016
000003073655,ZSP1,000000000010134308,MIRCERA 120MCG/0.3ML 1ASRG ZA,MIRCERA,15/04/2016,H0549H04,26/04/2016,03/05/2016,03/05/2016,03/05/16 12:53,17/05/16 16:04,18/05/16 15:49,19/05/2016,ZSP1,01/01/2016,31/12/2016
000003073656,ZSP1,000000000010161795,MIRCERA 75MCG/0.3ML 1ASRG US-WDY,MIRCERA,15/04/2016,H0582H02,26/04/2016,03/05/2016,04/05/2016,04/05/16 13:43,12/05/16 14:03,17/05/16 12:26,17/05/2016,ZSP1,01/01/2016,31/12/2016
000003073657,ZSP1,000000000010108957,NEORECOR 2000IU/.3ML 6 ASRG RO-BG-PL,NEORECORMON,15/04/2016,H6314H02,22/04/2016,11/05/2016,11/05/2016,12/05/16 16:02,23/05/16 11:25,24/05/16 17:05,25/05/2016,ZSP1,01/01/2016,31/12/2016
000003073658,ZSP1,000000000010110629,RECORMON 2000IU/.3ML 6 ASRG CH,NEORECORMON,15/04/2016,H0842H10,21/04/2016,09/05/2016,09/05/2016,09/05/16 12:51,20/05/16 08:18,23/05/16 11:38,24/05/2016,ZSP1,01/01/2016,31/12/2016
000003073659,ZSP1,000000000010110662,RECORMON 3000IU/.3ML 6 ASRG EFA,NEORECORMON,15/04/2016,H0572H10,25/04/2016,04/05/2016,04/05/2016,09/05/16 13:00,18/05/16 10:06,19/05/16 15:42,19/05/2016,ZSP1,01/01/2016,31/12/2016
000003073660,ZSP1,000000000010142052,RECORMON 2000IU/0.3ML 6ASRG CO,NEORECORMON,15/04/2016,H0842H11,21/04/2016,09/05/2016,09/05/2016,09/05/16 12:52,11/05/16 09:02,12/05/16 11:05,13/05/2016,ZSP1,01/01/2016,31/12/2016
000003073661,ZSP1,000000000010108976,NEORECOR 3000IU/.3ML 6 ASRG SC,NEORECORMON,15/04/2016,H0572H11,27/04/2016,04/05/2016,04/05/2016,04/05/16 13:51,18/05/16 10:18,19/05/16 15:48,19/05/2016,ZSP1,01/01/2016,31/12/2016
000003073662,ZSP1,000000000010108975,NEORECOR 3000IU/.3ML 6 ASRG RO-BG-PL,NEORECORMON,15/04/2016,H6226H01,26/04/2016,03/05/2016,03/05/2016,04/05/16 13:47,11/05/16 09:15,13/05/16 12:45,17/05/2016,ZSP1,01/01/2016,31/12/2016
000003073663,ZSP1,000000000010108995,NEORECOR 4000IU/.3ML 6 ASRG GB-IE-GRCY,NEORECORMON,15/04/2016,H6260H05,19/04/2016,28/04/2016,29/04/2016,09/05/16 13:24,11/05/16 07:18,24/05/16 12:52,24/05/2016,ZSP1,01/01/2016,31/12/2016
000003073664,ZSP1,000000000010108991,NEORECOR 4000IU/.3ML 6 ASRG DEATBENL,NEORECORMON,15/04/2016,H6262H01,28/04/2016,12/05/2016,13/05/2016,13/05/16 09:40,18/05/16 10:36,20/05/16 12:52,20/05/2016,ZSP1,01/01/2016,31/12/2016
000003073665,ZSP1,000000000010110670,RECORMON 4000IU/.3ML 6 ASRG ZA,NEORECORMON,15/04/2016,H6262H02,28/04/2016,13/05/2016,13/05/2016,13/05/16 09:38,24/05/16 10:10,24/05/16 13:35,24/05/2016,ZSP1,01/01/2016,31/12/2016
000003073667,ZSP1,000000000010108942,NEORECOR 10000IU/.6ML 6 ASRG ES-PT,NEORECORMON,18/04/2016,H6210H09,25/04/2016,13/05/2016,13/05/2016,17/05/16 13:52,24/05/16 13:57,31/05/16 12:28,31/05/2016,ZSP1,01/01/2016,31/12/2016
000003073668,ZSP1,000000000010110607,RECORMON 10000IU/.6ML 6 ASRG ZA,NEORECORMON,18/04/2016,H6210H08,25/04/2016,13/05/2016,13/05/2016,17/05/16 13:45,24/05/16 11:04,31/05/16 16:43,31/05/2016,ZSP1,01/01/2016,31/12/2016
000003073669,ZSP1,000000000010122503,NEORECOR 5000IU/0.3ML 1ASRG IN,NEORECORMON,18/04/2016,H0653H02,25/04/2016,18/05/2016,18/05/2016,19/05/16 10:40,30/05/16 09:05,30/05/16 14:49,30/05/2016,ZSP1,01/01/2016,31/12/2016
000003073670,ZSP1,000000000010142055,RECORMON 30000IU/0.6ML 1ASRG CL,NEORECORMON,18/04/2016,H0631H23,25/04/2016,18/05/2016,19/05/2016,19/05/16 10:37,01/06/16 11:13,01/06/16 16:55,02/06/2016,ZSP1,01/01/2016,31/12/2016
000003073671,ZSP1,000000000010108980,NEORECOR 30000IU/.6ML 1 ASRG IT-PU,NEORECORMON,18/04/2016,H0631H22,25/04/2016,19/05/2016,19/05/2016,19/05/16 10:37,20/05/16 09:06,24/05/16 11:48,24/05/2016,ZSP1,01/01/2016,31/12/2016
000003073672,ZSP1,000000000010110645,RECORMON 30000IU/.6ML 1 ASRG FE,NEORECORMON,18/04/2016,H0631H27,28/04/2016,19/05/2016,19/05/2016,19/05/16 10:35,30/05/16 12:01,31/05/16 16:29,31/05/2016,ZSP1,01/01/2016,31/12/2016
000003073680,ZSP1,000000000010108972,NEORECOR 3000IU/.3ML 6 ASRG ES-PT,NEORECORMON,15/04/2016,H6226H03,26/04/2016,03/05/2016,04/05/2016,04/05/16 13:52,18/05/16 10:20,18/05/16 14:32,19/05/2016,ZSP1,01/01/2016,31/12/2016
000003073681,ZSP1,000000000010145648,BONVIVA 3MG/3ML 1ASRG EC,BONVIVA,18/04/2016,H6272H02,20/04/2016,21/04/2016,22/04/2016,22/04/16 14:36,02/05/16 09:49,03/05/16 13:49,03/05/2016,ZSP1,01/01/2016,31/12/2016
000003073691,ZSP1,000000000010108944,NEORECOR 10000IU/.6ML 6 ASRG GB-IE-GRCY,NEORECORMON,18/04/2016,H6210H10,25/04/2016,13/05/2016,13/05/2016,17/05/16 13:45,24/05/16 10:00,31/05/16 15:36,31/05/2016,ZSP1,01/01/2016,31/12/2016
000003073692,ZSP1,000000000010108965,NEORECOR 20000IU/.6ML 6 ASRG FR,NEORECORMON,18/04/2016,H0544H01,04/05/2016,13/05/2016,13/05/2016,13/05/16 10:34,18/05/16 09:15,19/05/16 15:33,19/05/2016,ZSP1,01/01/2016,31/12/2016
000003073693,ZSP1,000000000010140873,NEORECOR 20000IU/0.6ML 6ASRG GB-IE,NEORECORMON,18/04/2016,H0544H02,04/05/2016,13/05/2016,13/05/2016,13/05/16 11:49,20/05/16 10:29,20/05/16 12:46,20/05/2016,ZSP1,01/01/2016,31/12/2016
000003073694,ZSP1,000000000010109018,NEORECOR 6000IU/.3ML 1 ASRG IT-PU,NEORECORMON,18/04/2016,H6216H05,25/04/2016,18/05/2016,18/05/2016,19/05/16 10:40,30/05/16 09:56,31/05/16 12:53,01/06/2016,ZSP1,01/01/2016,31/12/2016
000003073695,ZSP1,000000000010108937,NEORECOR 10000IU/0.6ML 1ASRG FR-CLIN,NEORECORMON,18/04/2016,H6210H11,25/04/2016,18/05/2016,18/05/2016,19/05/16 10:39,30/05/16 10:08,02/06/16 10:14,02/06/2016,ZSP1,01/01/2016,31/12/2016
000003073696,ZSP1,000000000010108981,NEORECOR 30000IU/.6ML 1 ASRG RO-BG-PL,NEORECORMON,18/04/2016,H0631H20,19/04/2016,27/04/2016,27/04/2016,28/04/16 16:06,02/05/16 08:36,02/05/16 13:20,03/05/2016,ZSP1,01/01/2016,31/12/2016
000003073697,ZSP1,000000000010142056,RECORMON 30000IU/0.6ML 1ASRG CO,NEORECORMON,18/04/2016,H0631H28,28/04/2016,19/05/2016,19/05/2016,19/05/16 17:18,01/06/16 14:56,02/06/16 12:54,03/06/2016,ZSP1,01/01/2016,31/12/2016
000003073708,ZSP1,000000000010168762,ROACTEM 80MG/4ML 1VIAL IV SE,ACTEMRA,18/04/2016,B3006H08,27/04/2016,04/05/2016,04/05/2016,04/05/16 13:51,11/05/16 10:55,19/05/16 13:30,19/05/2016,ZSP1,01/01/2016,31/12/2016
000003073709,ZSP1,000000000010168744,ROACTEM 80MG/4ML 1VIAL IV BG,ACTEMRA,18/04/2016,B3006H07,27/04/2016,03/05/2016,04/05/2016,04/05/16 13:43,11/05/16 10:32,23/05/16 09:26,24/05/2016,ZSP1,01/01/2016,31/12/2016
000003073710,ZSP1,000000000010145648,BONVIVA 3MG/3ML 1ASRG EC,BONVIVA,18/04/2016,H6268H19,10/05/2016,12/05/2016,24/05/2016,13/05/16 11:46,24/05/16 08:24,31/05/16 10:46,31/05/2016,ZSP1,01/01/2016,31/12/2016
000003073711,ZSP1,000000000010095632,MIRCERA 100MCG/.3ML 1 ASRG IT-PU,MIRCERA,18/04/2016,H0581H01,22/04/2016,22/04/2016,22/04/2016,25/04/16 12:28,02/05/16 10:16,04/05/16 12:05,06/05/2016,ZSP1,01/01/2016,31/12/2016
000003073712,ZSP1,000000000010108997,NEORECOR 4000IU/.3ML 6 ASRG RO-BG-PL,NEORECORMON,19/04/2016,H6260H06,25/04/2016,12/05/2016,12/05/2016,13/05/16 10:18,17/05/16 10:01,17/05/16 14:59,18/05/2016,ZSP1,01/01/2016,31/12/2016
000003073713,ZSP1,000000000010108968,NEORECOR 3000IU/0.3ML 1ASRG FR-CLIN,NEORECORMON,19/04/2016,H6226H04,28/04/2016,17/05/2016,18/05/2016,18/05/16 11:41,30/05/16 14:03,09/06/16 09:51,09/06/2016,ZSP1,01/01/2016,31/12/2016
000003073714,ZSP1,000000000010109003,NEORECOR 500IU/.3ML 6 ASRG FR,NEORECORMON,19/04/2016,H0578H03,29/04/2016,19/05/2016,19/05/2016,20/05/16 13:11,31/05/16 09:22,01/06/16 12:21,02/06/2016,ZSP1,01/01/2016,31/12/2016
000003073715,ZSP1,000000000010109001,NEORECOR 500IU/.3ML 6 ASRG DEATBENL,NEORECORMON,19/04/2016,H0578H02,29/04/2016,19/05/2016,19/05/2016,31/05/16 10:08,31/05/16 11:21,01/06/16 09:30,02/06/2016,ZSP1,01/01/2016,31/12/2016
000003073716,ZSP1,000000000010110610,NEORECOR 10000IU/.6ML 6 ASRG TR,NEORECORMON,19/04/2016,H6210H12,02/05/2016,19/05/2016,20/05/2016,20/05/16 09:48,30/05/16 13:49,03/06/16 12:22,03/06/2016,ZSP1,01/01/2016,31/12/2016
000003073717,ZSP1,000000000010108983,NEORECOR 30000IU/.6ML 4 ASRG DEATBENL,NEORECORMON,19/04/2016,H0631H21,19/04/2016,20/04/2016,20/04/2016,20/04/16 08:52,26/04/16 13:22,02/05/16 13:34,03/05/2016,ZSP1,01/01/2016,31/12/2016
000003073718,ZSP1,000000000010095635,MIRCERA 120MCG/0.3ML 1ASRG CZSKHUSI,MIRCERA,19/04/2016,H0549H02,19/04/2016,27/04/2016,27/04/2016,27/04/16 13:21,04/05/16 08:22,10/05/16 11:45,11/05/2016,ZSP1,01/01/2016,31/12/2016
000003073719,ZSP1,000000000010110637,RECORMON 2000IU/.3ML 6 ASRG FE,NEORECORMON,19/04/2016,H0843H01,26/04/2016,09/05/2016,10/05/2016,11/05/16 07:02,12/05/16 12:52,17/05/16 11:40,18/05/2016,ZSP1,01/01/2016,31/12/2016
000003073720,ZSP1,000000000010110672,RECORMON 4000IU/.3ML 6 ASRG EFA,NEORECORMON,19/04/2016,H0674H01,10/05/2016,20/05/2016,20/05/2016,23/05/16 15:01,30/05/16 08:43,01/06/16 12:56,02/06/2016,ZSP1,01/01/2016,31/12/2016
000003073721,ZSP1,000000000010108996,NEORECOR 4000IU/.3ML 6 ASRG NO,NEORECORMON,19/04/2016,H6262H03,29/04/2016,20/05/2016,20/05/2016,23/05/16 12:56,30/05/16 13:33,01/06/16 12:41,02/06/2016,ZSP1,01/01/2016,31/12/2016
000003073722,ZSP1,000000000010110635,NEORECOR 2000IU/.3ML 6 ASRG TR,NEORECORMON,19/04/2016,H6314H06,12/05/2016,24/05/2016,24/05/2016,24/05/16 07:03,24/05/16 10:54,25/05/16 10:07,25/05/2016,ZSP1,01/01/2016,31/12/2016
000003073723,ZSP1,000000000010108999,NEORECOR 500IU/0.3ML 1ASRG FR-CLIN,NEORECORMON,19/04/2016,H0578H01,28/04/2016,19/05/2016,19/05/2016,19/05/16 17:15,23/05/16 13:59,02/06/16 08:51,03/06/2016,ZSP1,01/01/2016,31/12/2016
000003073725,ZSP1,000000000010108993,NEORECOR 4000IU/.3ML 6 ASRG ES-PT,NEORECORMON,20/04/2016,H6262H05,02/05/2016,20/05/2016,20/05/2016,20/05/16 09:43,30/05/16 14:17,01/06/16 14:31,03/06/2016,ZSP1,01/01/2016,31/12/2016
000003073726,ZSP1,000000000010109020,NEORECOR 6000IU/.3ML 6 ASRG DEATBENL,NEORECORMON,20/04/2016,H0617H01,11/05/2016,19/05/2016,19/05/2016,20/05/16 13:10,01/06/16 08:19,01/06/16 13:12,02/06/2016,ZSP1,01/01/2016,31/12/2016
000003073727,ZSP1,000000000010120744,RECORMON 10000IU/0.6ML 6ASRG CN,NEORECORMON,20/04/2016,H0639/01,17/05/2016,23/05/2016,23/05/2016,24/05/16 07:10,24/05/16 13:17,31/05/16 10:19,31/05/2016,ZSP1,01/01/2016,31/12/2016
000003073728,ZSP1,000000000010168747,ROACTEM 80MG/4ML 1VIAL IV DE-CHU,ACTEMRA,21/04/2016,B3006H14,03/05/2016,09/05/2016,10/05/2016,11/05/16 07:04,12/05/16 13:57,23/05/16 13:56,24/05/2016,ZSP1,01/01/2016,31/12/2016
000003073729,ZSP1,000000000010145649,BONVIVA 3MG/3ML 1ASRG PRISA,BONVIVA,21/04/2016,H6268H15,04/05/2016,04/05/2016,09/05/2016,09/05/16 12:58,17/05/16 10:57,20/05/16 14:52,24/05/2016,ZSP1,01/01/2016,31/12/2016
000003073730,ZSP1,000000000010168695,ROACTEM 200MG/10ML 1VIAL IV DK-NO-IS,ACTEMRA,22/04/2016,B2053H31,29/04/2016,10/05/2016,24/05/2016,11/05/16 16:33,23/05/16 11:34,24/05/16 15:09,25/05/2016,ZSP1,01/01/2016,31/12/2016
000003073731,ZSP1,000000000010168700,ROACTEM 200MG/10ML 1VIAL IV FR-CLINCHU,ACTEMRA,22/04/2016,B2053H34,29/04/2016,11/05/2016,11/05/2016,11/05/16 16:32,23/05/16 14:58,25/05/16 15:30,25/05/2016,ZSP1,01/01/2016,31/12/2016
000003073732,ZSP1,000000000010168698,ROACTEM 200MG/10ML 1VIAL IV ES,ACTEMRA,22/04/2016,B2053H35,29/04/2016,11/05/2016,12/05/2016,12/05/16 16:08,24/05/16 08:04,25/05/16 13:36,25/05/2016,ZSP1,01/01/2016,31/12/2016
000003073733,ZSP1,000000000010159536,AVASTIN 400MG/16ML 1VIAL SE-FI,AVASTIN,22/04/2016,B8017H02,08/06/2016,13/06/2016,13/06/2016,14/06/16 13:10,16/06/16 11:03,22/06/16 12:23,23/06/2016,ZSP1,01/01/2016,31/12/2016
000003073734,ZSP1,000000000010159522,AVASTIN 400MG/16ML 1VIAL GB-IE,AVASTIN,22/04/2016,B8018H05,10/05/2016,19/05/2016,20/05/2016,20/05/16 13:07,23/05/16 08:53,24/05/16 10:24,24/05/2016,ZSP1,01/01/2016,31/12/2016
000003073735,ZSP1,000000000010075975,BONDRONA 6MG/6ML 1VIAL FR,BONDRONAT,22/04/2016,H1083H20,19/05/2016,13/06/2016,13/06/2016,13/06/16 13:57,14/06/16 10:12,15/06/16 14:33,15/06/2016,ZSP1,01/01/2016,31/12/2016
000003073737,ZSP1,000000000010126179,BONDRONA 6MG/6ML 1VIAL UA,BONDRONAT,22/04/2016,H1095H02,09/05/2016,11/05/2016,12/05/2016,18/05/16 07:48,25/05/16 08:13,30/05/16 14:31,30/05/2016,ZSP1,01/01/2016,31/12/2016
000003073738,ZSP1,000000000010145658,BONDRONA 6MG/6ML 1VIAL CO,BONDRONAT,22/04/2016,H1083H17,03/05/2016,12/05/2016,12/05/2016,12/05/16 16:10,20/05/16 10:51,24/05/16 15:04,24/05/2016,ZSP1,01/01/2016,31/12/2016
000003073740,ZSP1,000000000010108950,NEORECOR 2000IU/.3ML 6 ASRG CZSKHUSI,NEORECORMON,19/04/2016,H6311H01,28/04/2016,10/05/2016,11/05/2016,11/05/16 16:33,23/05/16 14:10,24/05/16 16:12,25/05/2016,ZSP1,01/01/2016,31/12/2016
000003073742,ZSP1,000000000010108994,NEORECOR 4000IU/.3ML 6 ASRG FR,NEORECORMON,20/04/2016,H6262H04,29/04/2016,20/05/2016,20/05/2016,20/05/16 13:07,24/05/16 15:06,01/06/16 10:21,01/06/2016,ZSP1,01/01/2016,31/12/2016
000003073743,ZSP1,000000000010108952,NEORECOR 2000IU/.3ML 6 ASRG ELL,NEORECORMON,20/04/2016,H6314H05,12/05/2016,24/05/2016,24/05/2016,24/05/16 07:05,01/06/16 14:46,02/06/16 12:34,03/06/2016,ZSP1,01/01/2016,31/12/2016
000003073744,ZSP1,000000000010108953,NEORECOR 2000IU/.3ML 6 ASRG ES-PT,NEORECORMON,20/04/2016,H6314H03,09/05/2016,11/05/2016,12/05/2016,12/05/16 16:05,20/05/16 13:40,24/05/16 11:41,24/05/2016,ZSP1,01/01/2016,31/12/2016
000003073745,ZSP1,000000000010109005,NEORECOR 500IU/.3ML 6 ASRG PL,NEORECORMON,20/04/2016,H0578H04,09/05/2016,12/05/2016,12/05/2016,13/05/16 09:41,20/05/16 08:39,23/05/16 14:26,24/05/2016,ZSP1,01/01/2016,31/12/2016
000003073749,ZSP1,000000000010110637,RECORMON 2000IU/.3ML 6 ASRG FE,NEORECORMON,21/04/2016,H0842H13,26/04/2016,09/05/2016,09/05/2016,09/05/16 12:55,11/05/16 09:08,13/05/16 09:31,17/05/2016,ZSP1,01/01/2016,31/12/2016
000003073750,ZSP1,000000000010168725,ROACTEM 400MG/20ML 1VIAL IV DK-NO-IS,ACTEMRA,21/04/2016,B3010H02,22/04/2016,02/05/2016,02/05/2016,02/05/16 14:56,10/05/16 08:17,12/05/16 17:18,13/05/2016,ZSP1,01/01/2016,31/12/2016
000003073751,ZSP1,000000000010168733,ROACTEM 400MG/20ML 1VIAL IV GB-CHU,ACTEMRA,21/04/2016,B3010H03,02/05/2016,02/05/2016,02/05/2016,02/05/16 14:56,10/05/16 08:24,13/05/16 09:22,17/05/2016,ZSP1,01/01/2016,31/12/2016
000003073752,ZSP1,000000000010168731,ROACTEM 400MG/20ML 1VIAL IV FR-CLINCHU,ACTEMRA,21/04/2016,B3010H04,26/04/2016,02/05/2016,02/05/2016,03/05/16 13:00,17/05/16 14:12,17/05/16 16:05,18/05/2016,ZSP1,01/01/2016,31/12/2016
000003073753,ZSP1,000000000010168738,ROACTEM 400MG/20ML 1VIAL IV NL,ACTEMRA,21/04/2016,B3010H05,26/04/2016,02/05/2016,03/05/2016,03/05/16 12:46,17/05/16 15:25,24/05/16 12:06,24/05/2016,ZSP1,01/01/2016,31/12/2016
000003073754,ZSP1,000000000010168753,ROACTEM 80MG/4ML 1VIAL IV FR-CLINCHU,ACTEMRA,21/04/2016,B3006H13,03/05/2016,09/05/2016,09/05/2016,11/05/16 07:07,12/05/16 09:25,12/05/16 16:28,13/05/2016,ZSP1,01/01/2016,31/12/2016
000003073755,ZSP1,000000000010168756,ROACTEM 80MG/4ML 1VIAL IV IE,ACTEMRA,21/04/2016,B3006H16,09/05/2016,10/05/2016,10/05/2016,11/05/16 07:03,12/05/16 14:05,24/05/16 16:02,24/05/2016,ZSP1,01/01/2016,31/12/2016
000003073756,ZSP1,000000000010079911,BONVIVA 3MG/3ML 1ASRG AT,BONVIVA,21/04/2016,H6272H03,10/05/2016,24/05/2016,25/05/2016,25/05/16 12:45,02/06/16 09:57,03/06/16 14:04,07/06/2016,ZSP1,01/01/2016,31/12/2016
000003073757,ZSP1,000000000010071604,BONVIVA 3MG/3ML 1ASRG FE,BONVIVA,21/04/2016,H6269H06,09/05/2016,10/05/2016,11/05/2016,11/05/16 07:41,12/05/16 12:38,17/05/16 11:58,17/05/2016,ZSP1,01/01/2016,31/12/2016
000003073758,ZSP1,000000000010156148,BONIVA 3MG/3ML 1ASRG ZA,BONVIVA,21/04/2016,H6268H16,04/05/2016,09/05/2016,09/05/2016,09/05/16 12:50,17/05/16 10:40,20/05/16 09:29,20/05/2016,ZSP1,01/01/2016,31/12/2016
000003073759,ZSP1,000000000010078087,BONVIVA 3MG/3ML 1ASRG RO,BONVIVA,21/04/2016,H6268H17,09/05/2016,09/05/2016,10/05/2016,11/05/16 07:04,18/05/16 13:31,24/05/16 10:30,24/05/2016,ZSP1,01/01/2016,31/12/2016
000003073760,ZSP1,000000000010168754,ROACTEM 80MG/4ML 1VIAL IV GB-CHU,ACTEMRA,22/04/2016,B3006H12,02/05/2016,10/05/2016,10/05/2016,11/05/16 07:03,12/05/16 13:21,24/05/16 11:59,24/05/2016,ZSP1,01/01/2016,31/12/2016
000003073761,ZSP1,000000000010168741,ROACTEM 80MG/4ML 1VIAL IV AT,ACTEMRA,22/04/2016,B3006H15,03/05/2016,10/05/2016,10/05/2016,11/05/16 07:02,12/05/16 13:52,24/05/16 15:52,25/05/2016,ZSP1,01/01/2016,31/12/2016
000003073762,ZSP1,000000000010168759,ROACTEM 80MG/4ML 1VIAL IV PL,ACTEMRA,22/04/2016,B3006H18,17/05/2016,21/05/2016,23/05/2016,23/05/16 12:32,01/06/16 09:28,06/06/16 08:57,07/06/2016,ZSP1,01/01/2016,31/12/2016
000003073763,ZSP1,000000000010168701,ROACTEM 200MG/10ML 1VIAL IV GB-CHU,ACTEMRA,22/04/2016,B2053H32,29/04/2016,11/05/2016,,11/05/16 16:32,23/05/16 14:21,24/05/16 15:17,25/05/2016,ZSP1,01/01/2016,31/12/2016
000003073764,ZSP1,000000000010168705,ROACTEM 200MG/10ML 1VIAL IV NL,ACTEMRA,22/04/2016,B2053H33,29/04/2016,11/05/2016,11/05/2016,11/05/16 16:30,13/05/16 14:35,17/05/16 16:57,18/05/2016,ZSP1,01/01/2016,31/12/2016
000003073765,ZSP1,000000000010159513,AVASTIN 400MG/16ML 1VIAL AT,AVASTIN,22/04/2016,B8507H01,12/05/2016,14/05/2016,17/05/2016,19/05/16 10:35,20/05/16 08:54,24/05/16 10:43,24/05/2016,ZSP1,01/01/2016,31/12/2016
