Plant,Plant Name,Material,Product Family,Dollar Per KG,Product Name,KGs/Vial,Batch,Actual finish,Year,Quarter,Month,DS Goods Issued (KGs),Expected Vials,Actual Filled Vials,Insp Passed Vials,Packed Vials,Filling Yield,Insp Yield,Packed Yield,Overall Yield,KGs Issued,KG's Filled,KG's Inspected,KG's Packed,KG's lost - Fill,KG's lost - Insp,KG's lost - Pkg,Total KG's lost,$s lost - Fill,$s lost - Insp,$s lost - Pkg,Total $s lost
1008,SSF-Manufacturing,26485,Avastin ,"$145,000",Avastin 100mg UNINSP BkPk,0.01699,3166413,3/9/2017,2017,Q1-2017,Mar,382.7,82657,82119,80313,75333,99.35%,97.16%,91.14%,91.14%,382.7,1395.207,1364.513,1279.913,9.128,39.823,124.423,124.423,"$1,323,586","$5,774,297","$18,041,266","$18,041,266.24"
1008,SSF-Manufacturing,26486,Avastin ,"$145,000",Avastin 400mg UNINSP BkPk,0.05161,3076449,1/8/2016,2016,Q1-2016,Jan,1288.3,74858,71714,69921,67474,95.80%,93.41%,90.14%,90.14%,1288.3,3701.14,3608.611,3482.31,162.263,254.791,381.093,381.093,"$23,528,123","$36,944,756","$55,258,459","$55,258,458.58"
1008,SSF-Manufacturing,26486,Avastin ,"$145,000",Avastin 400mg UNINSP BkPk,0.05161,3110284,7/10/2016,2016,Q3-2016,Jul,1281,74433,72275,72203,65704,97.10%,97.00%,88.27%,88.27%,1281,3730.108,3726.377,3391.003,111.404,115.134,450.508,450.508,"$16,153,555","$16,694,421","$65,323,646","$65,323,645.73"
1008,SSF-Manufacturing,26486,Avastin ,"$145,000",Avastin 400mg UNINSP BkPk,0.05161,3123223,9/4/2016,2016,Q3-2016,Sep,1310.2,76130,75940,72902,72684,99.75%,95.76%,95.47%,95.47%,1310.2,3919.255,3762.485,3751.197,9.823,166.593,177.88,177.88,"$1,424,291","$24,155,968","$25,792,649","$25,792,648.60"
1008,SSF-Manufacturing,26486,Avastin ,"$145,000",Avastin 400mg UNINSP BkPk,0.05161,3154484,1/11/2017,2017,Q1-2017,Jan,1146.4,66612,64980,62349,61039,97.55%,93.60%,91.63%,91.63%,1146.4,3353.64,3217.818,3150.243,84.228,220.05,287.624,287.624,"$12,213,025","$31,907,276","$41,705,531","$41,705,530.54"
1008,SSF-Manufacturing,27603,Activase ,"$177,500",Activase 50mg UNInsp BkPk,0.05161,3085831,2/16/2016,2016,Q1-2016,Feb,332,15420,14734,14447,13060,95.55%,93.69%,84.69%,84.69%,332,760.429,745.601,674.023,35.415,50.243,121.821,121.821,"$6,286,172","$8,918,207","$21,623,240","$21,623,239.65"
1008,SSF-Manufacturing,27603,Activase ,"$177,500",Activase 50mg UNInsp BkPk,0.05161,3090046,3/1/2016,2016,Q1-2016,Mar,328.8,15272,14546,14444,13043,95.25%,94.58%,85.41%,85.41%,328.8,750.735,745.48,673.168,37.438,42.693,115.005,115.005,"$6,645,285","$7,578,073","$20,413,371","$20,413,371.24"
1008,SSF-Manufacturing,27603,Activase ,"$177,500",Activase 50mg UNInsp BkPk,0.05161,3110289,6/17/2016,2016,Q2-2016,Jun,330.3,15341,14574,14531,13601,95.00%,94.72%,88.65%,88.65%,330.3,752.18,749.924,701.929,39.588,41.845,89.84,89.84,"$7,026,948","$7,427,484","$15,946,619","$15,946,619.41"
1008,SSF-Manufacturing,27603,Activase ,"$177,500",Activase 50mg UNInsp BkPk,0.05161,3144253,10/13/2016,2016,Q4-2016,Oct,260.5,14143,13860,13236,12045,98.00%,93.59%,85.17%,85.17%,260.5,715.325,683.135,621.653,14.598,46.788,108.27,108.27,"$2,591,227","$8,304,883","$19,217,965","$19,217,965.45"
1008,SSF-Manufacturing,27603,Activase ,"$177,500",Activase 50mg UNInsp BkPk,0.05161,3154485,1/17/2017,2017,Q1-2017,Jan,330.5,15351,15305,14800,14607,99.70%,96.41%,95.16%,95.16%,330.5,789.872,763.806,753.876,2.377,28.443,38.372,38.372,"$421,872","$5,048,545","$6,811,026","$6,811,026.36"
1008,SSF-Manufacturing,27603,Activase ,"$177,500",Activase 50mg UNInsp BkPk,0.05161,3178931,6/22/2017,2017,Q2-2017,Jun,328.3,15248,14700,14523,13463,96.40%,95.24%,88.29%,88.29%,328.3,758.644,749.54,694.823,28.331,37.435,92.151,92.151,"$5,028,768","$6,644,678","$16,356,840","$16,356,840.10"
1008,SSF-Manufacturing,27604,Activase ,"$177,500",Activase 100mg Uninp BkPk,0.01792,3076450,1/10/2016,2016,Q1-2016,Jan,456.1,10587,10095,9903,9804,95.35%,93.54%,92.60%,92.60%,456.1,180.902,177.465,175.69,8.822,12.259,14.034,14.034,"$1,565,935","$2,176,026","$2,491,026","$2,491,026.38"
1008,SSF-Manufacturing,27604,Activase ,"$177,500",Activase 100mg Uninp BkPk,0.01792,3076452,1/5/2016,2016,Q1-2016,Jan,454.1,10541,10520,10120,9189,99.80%,96.01%,87.17%,87.17%,454.1,188.514,181.351,164.667,0.378,7.541,24.226,24.226,"$67,057","$1,338,586","$4,300,044","$4,300,044.03"
1008,SSF-Manufacturing,27604,Activase ,"$177,500",Activase 100mg Uninp BkPk,0.01792,3082342,2/11/2016,2016,Q1-2016,Feb,444.7,10323,10008,9863,9774,96.95%,95.54%,94.68%,94.68%,444.7,179.34,176.74,175.149,5.642,8.242,9.833,9.833,"$1,001,446","$1,463,023","$1,745,364","$1,745,364.17"
1008,SSF-Manufacturing,27604,Activase ,"$177,500",Activase 100mg Uninp BkPk,0.01792,3088788,3/7/2016,2016,Q1-2016,Mar,443,10283,9975,9601,9101,97.00%,93.36%,88.51%,88.51%,443,178.747,172.044,163.097,5.528,12.231,21.178,21.178,"$981,264","$2,171,046","$3,759,008","$3,759,007.90"
1008,SSF-Manufacturing,27604,Activase ,"$177,500",Activase 100mg Uninp BkPk,0.01792,3096630,4/3/2016,2016,Q2-2016,Apr,446.1,10355,10277,10211,9680,99.25%,98.60%,93.48%,93.48%,446.1,184.173,182.975,173.461,1.392,2.589,12.104,12.104,"$247,033","$459,522","$2,148,385","$2,148,385.47"
1008,SSF-Manufacturing,27604,Activase ,"$177,500",Activase 100mg Uninp BkPk,0.01792,3104427,5/10/2016,2016,Q2-2016,May,442.3,10267,10118,9987,9777,98.55%,97.27%,95.23%,95.23%,442.3,181.316,178.959,175.201,2.668,5.025,8.783,8.783,"$473,528","$891,914","$1,558,983","$1,558,983.25"
1008,SSF-Manufacturing,27604,Activase ,"$177,500",Activase 100mg Uninp BkPk,0.01792,3110287,6/7/2016,2016,Q2-2016,Jun,444.2,10311,10131,9761,9302,98.25%,94.66%,90.21%,90.21%,444.2,181.54,174.914,166.693,3.234,9.86,18.081,18.081,"$573,954","$1,750,109","$3,209,331","$3,209,331.44"
1008,SSF-Manufacturing,27604,Activase ,"$177,500",Activase 100mg Uninp BkPk,0.01792,3110288,6/13/2016,2016,Q2-2016,Jun,439.7,10207,9712,9449,8608,95.15%,92.58%,84.34%,84.34%,439.7,174.031,169.333,154.262,8.871,13.57,28.64,28.64,"$1,574,559","$2,408,604","$5,083,635","$5,083,634.87"
1008,SSF-Manufacturing,27604,Activase ,"$177,500",Activase 100mg Uninp BkPk,0.01792,3117947,7/27/2016,2016,Q3-2016,Jul,441,10237,9817,9527,8937,95.90%,93.07%,87.30%,87.30%,441,175.922,170.732,160.147,7.521,12.711,23.296,23.296,"$1,335,006","$2,256,176","$4,135,082","$4,135,082.06"
1008,SSF-Manufacturing,27604,Activase ,"$177,500",Activase 100mg Uninp BkPk,0.01792,3123219,8/2/2016,2016,Q3-2016,Aug,442.8,10279,9980,9636,9366,97.10%,93.75%,91.13%,91.13%,442.8,178.85,172.68,167.845,5.342,11.512,16.347,16.347,"$948,126","$2,043,360","$2,901,578","$2,901,578.09"
1008,SSF-Manufacturing,27604,Activase ,"$177,500",Activase 100mg Uninp BkPk,0.01792,3130791,9/8/2016,2016,Q3-2016,Sep,439.3,10197,10141,9791,9096,99.45%,96.02%,89.20%,89.20%,439.3,181.731,175.461,163.003,1.005,7.275,19.732,19.732,"$178,396","$1,291,269","$3,502,516","$3,502,516.30"
1008,SSF-Manufacturing,27604,Activase ,"$177,500",Activase 100mg Uninp BkPk,0.01792,3138206,9/13/2016,2016,Q3-2016,Sep,441.5,10248,10049,9963,9435,98.05%,97.22%,92.06%,92.06%,441.5,180.07,178.539,169.077,3.581,5.112,14.574,14.574,"$635,662","$907,342","$2,586,948","$2,586,948.32"
1008,SSF-Manufacturing,27604,Activase ,"$177,500",Activase 100mg Uninp BkPk,0.01792,3144015,11/4/2016,2016,Q4-2016,Nov,439.4,10200,9848,9685,9414,96.55%,94.96%,92.30%,92.30%,439.4,176.472,173.56,168.7,6.306,9.218,14.077,14.077,"$1,119,283","$1,636,124","$2,498,716","$2,498,715.68"
1008,SSF-Manufacturing,27604,Activase ,"$177,500",Activase 100mg Uninp BkPk,0.01792,3149426,12/11/2016,2016,Q4-2016,Dec,437.7,10160,10125,9618,8743,99.65%,94.67%,86.05%,86.05%,437.7,181.433,172.361,156.676,0.637,9.709,25.394,25.394,"$113,111","$1,723,329","$4,507,394","$4,507,394.46"
1008,SSF-Manufacturing,27604,Activase ,"$177,500",Activase 100mg Uninp BkPk,0.01792,3149427,12/20/2016,2016,Q4-2016,Dec,427.2,9916,9559,9512,9455,96.40%,95.92%,95.34%,95.34%,427.2,171.305,170.449,169.426,6.397,7.254,8.277,8.277,"$1,135,519","$1,287,552","$1,469,080","$1,469,080.25"
1008,SSF-Manufacturing,27604,Activase ,"$177,500",Activase 100mg Uninp BkPk,0.01792,3154482,1/4/2017,2017,Q1-2017,Jan,441.6,9879,9682,9449,9317,98.00%,95.65%,94.31%,94.31%,441.6,173.496,169.332,166.962,3.541,7.705,10.075,10.075,"$628,481","$1,367,575","$1,788,366","$1,788,365.85"
1008,SSF-Manufacturing,27604,Activase ,"$177,500",Activase 100mg Uninp BkPk,0.01792,3154483,1/12/2017,2017,Q1-2017,Jan,410.3,9896,9520,9210,8658,96.20%,93.07%,87.49%,87.49%,410.3,170.59,165.046,155.143,6.738,12.283,22.185,22.185,"$1,196,078","$2,180,167","$3,937,902","$3,937,901.97"
1008,SSF-Manufacturing,27604,Activase ,"$177,500",Activase 100mg Uninp BkPk,0.01792,3160188,2/6/2017,2017,Q1-2017,Feb,438.6,10181,9820,9643,9064,96.45%,94.71%,89.03%,89.03%,438.6,175.968,172.8,162.432,6.477,9.644,20.012,20.012,"$1,149,629","$1,711,846","$3,552,170","$3,552,169.81"
1008,SSF-Manufacturing,27604,Activase ,"$177,500",Activase 100mg Uninp BkPk,0.01792,3166415,3/5/2017,2017,Q1-2017,Mar,436.7,10137,9868,9449,9137,97.35%,93.21%,90.14%,90.14%,436.7,176.84,169.325,163.737,4.814,12.33,17.917,17.917,"$854,456","$2,188,496","$3,180,315","$3,180,315.00"
1008,SSF-Manufacturing,27604,Activase ,"$177,500",Activase 100mg Uninp BkPk,0.01792,3166417,3/15/2017,2017,Q1-2017,Mar,431.7,10021,9971,9657,9357,99.50%,96.37%,93.38%,93.38%,431.7,178.677,173.048,167.684,0.898,6.526,11.891,11.891,"$159,372","$1,158,397","$2,110,595","$2,110,594.92"
1008,SSF-Manufacturing,27604,Activase ,"$177,500",Activase 100mg Uninp BkPk,0.01792,3172095,4/6/2017,2017,Q2-2017,Apr,436.5,10132,10127,9697,9018,99.95%,95.70%,89.00%,89.00%,436.5,181.48,173.767,161.604,0.091,7.804,19.967,19.967,"$16,114","$1,385,156","$3,544,215","$3,544,215.16"
1008,SSF-Manufacturing,27604,Activase ,"$177,500",Activase 100mg Uninp BkPk,0.01792,3172099,4/11/2017,2017,Q2-2017,Apr,435.6,10111,9838,9401,8686,97.30%,92.97%,85.90%,85.90%,435.6,176.304,168.459,155.656,4.892,12.738,25.541,25.541,"$868,385","$2,260,969","$4,533,478","$4,533,478.21"
1008,SSF-Manufacturing,27604,Activase ,"$177,500",Activase 100mg Uninp BkPk,0.01792,3184892,6/30/2017,2017,Q2-2017,Jun,407.8,9466,9182,8953,8926,97.00%,94.58%,94.29%,94.29%,407.8,164.544,160.43,159.949,5.089,9.203,9.684,9.684,"$903,294","$1,633,457","$1,718,886","$1,718,885.75"
1008,SSF-Manufacturing,27604,Activase ,"$177,500",Activase 100mg Uninp BkPk,0.01792,3184894,7/4/2017,2017,Q3-2017,Jul,442,10260,10121,9889,9829,98.65%,96.38%,95.80%,95.80%,442,181.377,177.205,176.142,2.482,6.654,7.717,7.717,"$440,572","$1,181,042","$1,369,766","$1,369,765.92"
1008,SSF-Manufacturing,27604,Activase ,"$177,500",Activase 100mg Uninp BkPk,0.01792,3190904,8/8/2017,2017,Q3-2017,Aug,440.2,10218,10218,9866,9057,100.00%,96.55%,88.63%,88.63%,440.2,183.11,176.793,162.296,0,6.317,20.814,20.814,$0,"$1,121,321","$3,694,540","$3,694,540.12"
1008,SSF-Manufacturing,27604,Activase ,"$177,500",Activase 100mg Uninp BkPk,0.01792,3196785,9/9/2017,2017,Q3-2017,Sep,438.5,10179,9716,9555,9173,95.45%,93.88%,90.12%,90.12%,438.5,174.104,171.231,164.382,8.299,11.172,18.021,18.021,"$1,473,132","$1,983,038","$3,198,778","$3,198,777.60"
1008,SSF-Manufacturing,27604,Activase ,"$177,500",Activase 100mg Uninp BkPk,0.01792,3196785,9/5/2017,2017,Q3-2017,Sep,438.5,10179,9980,9960,9183,98.05%,97.85%,90.22%,90.22%,438.5,178.846,178.488,164.566,3.557,3.915,17.837,17.837,"$631,342","$694,833","$3,166,005","$3,166,004.84"
1008,SSF-Manufacturing,27604,Activase ,"$177,500",Activase 100mg Uninp BkPk,0.01792,3196786,8/30/2017,2017,Q3-2017,Aug,441.3,10244,10070,9757,9650,98.30%,95.25%,94.20%,94.20%,441.3,180.447,174.853,172.93,3.121,8.715,10.638,10.638,"$553,915","$1,546,825","$1,888,226","$1,888,226.15"
1022,Hillsboro Fill-Finish,10129835,Mabthera ,"$62,500",Mabthera 500mg Fill HTO VV Ex,0.00638,3103418,5/5/2016,2016,Q2-2016,May,327.3,34880,34671,32972,32609,99.40%,94.53%,93.49%,93.49%,327.3,221.198,210.36,208.046,1.335,12.174,14.488,14.488,"$83,450","$760,870","$905,492","$905,492.31"
1022,Hillsboro Fill-Finish,10129835,Mabthera ,"$62,500",Mabthera 500mg Fill HTO VV Ex,0.00638,3103419,5/10/2016,2016,Q2-2016,May,320.75,34182,34131,33329,32062,99.85%,97.50%,93.80%,93.80%,320.75,217.753,212.636,204.556,0.327,5.444,13.524,13.524,"$20,445","$340,270","$845,280","$845,279.95"
1022,Hillsboro Fill-Finish,10129835,Mabthera ,"$62,500",Mabthera 500mg Fill HTO VV Ex,0.00638,3103419,5/8/2016,2016,Q2-2016,May,320.75,34182,33105,32244,29504,96.85%,94.33%,86.31%,86.31%,320.75,211.211,205.719,188.233,6.87,12.361,29.847,29.847,"$429,345","$772,563","$1,865,446","$1,865,445.70"
1022,Hillsboro Fill-Finish,10129835,Mabthera ,"$62,500",Mabthera 500mg Fill HTO VV Ex,0.00638,3141977,12/7/2016,2016,Q4-2016,Dec,334.5,35647,34970,34008,31492,98.10%,95.40%,88.34%,88.34%,334.5,223.108,216.972,200.916,4.321,10.457,26.513,26.513,"$270,072","$653,538","$1,657,035","$1,657,035.02"
1022,Hillsboro Fill-Finish,10129835,Mabthera ,"$62,500",Mabthera 500mg Fill HTO VV Ex,0.00638,3141978,12/12/2016,2016,Q4-2016,Dec,334.45,35642,34002,32863,32206,95.40%,92.20%,90.36%,90.36%,334.45,216.935,209.667,205.474,10.46,17.727,21.921,21.921,"$653,760","$1,107,967","$1,370,052","$1,370,051.68"
1022,Hillsboro Fill-Finish,10129835,Mabthera ,"$62,500",Mabthera 500mg Fill HTO VV Ex,0.00638,3141978,12/11/2016,2016,Q4-2016,Dec,334.45,35642,34287,33139,30720,96.20%,92.98%,86.19%,86.19%,334.45,218.754,211.426,195.992,8.641,15.969,31.403,31.403,"$540,063","$998,079","$1,962,708","$1,962,708.28"
1022,Hillsboro Fill-Finish,10129835,Mabthera ,"$62,500",Mabthera 500mg Fill HTO VV Ex,0.00638,3141978,12/10/2016,2016,Q4-2016,Dec,334.45,35642,34394,33878,33878,96.50%,95.05%,95.05%,95.05%,334.45,219.436,216.145,216.145,7.959,11.25,11.25,11.25,"$497,426","$703,148","$703,148","$703,147.65"
1022,Hillsboro Fill-Finish,10129835,Mabthera ,"$62,500",Mabthera 500mg Fill HTO VV Ex,0.00638,3141983,12/13/2016,2016,Q4-2016,Dec,333.9,35583,34320,33411,31573,96.45%,93.89%,88.73%,88.73%,333.9,218.962,213.159,201.435,8.059,13.862,25.585,25.585,"$503,703","$866,358","$1,599,093","$1,599,092.85"
1022,Hillsboro Fill-Finish,10129835,Mabthera ,"$62,500",Mabthera 500mg Fill HTO VV Ex,0.00638,3190858,8/13/2017,2017,Q3-2017,Aug,332.05,35386,35085,34541,32365,99.15%,97.61%,91.46%,91.46%,332.05,223.844,220.375,206.491,1.919,5.389,19.272,19.272,"$119,937","$336,786","$1,204,510","$1,204,510.44"
1022,Hillsboro Fill-Finish,10129835,Mabthera ,"$62,500",Mabthera 500mg Fill HTO VV Ex,0.00638,3190858,8/12/2017,2017,Q3-2017,Aug,332.05,35386,34218,33996,33418,96.70%,96.07%,94.44%,94.44%,332.05,218.313,216.894,213.207,7.45,8.869,12.556,12.556,"$465,636","$554,326","$784,776","$784,775.83"
1022,Hillsboro Fill-Finish,10129835,Mabthera ,"$62,500",Mabthera 500mg Fill HTO VV Ex,0.00638,3190858,8/11/2017,2017,Q3-2017,Aug,332.05,35386,33617,33062,32401,95.00%,93.43%,91.56%,91.56%,332.05,214.475,210.936,206.717,11.288,14.827,19.046,19.046,"$705,510","$926,687","$1,190,357","$1,190,357.20"
1022,Hillsboro Fill-Finish,10129835,Mabthera ,"$62,500",Mabthera 500mg Fill HTO VV Ex,0.00638,3190863,8/26/2017,2017,Q3-2017,Aug,335.7,35775,34040,32985,32523,95.15%,92.20%,90.91%,90.91%,335.7,217.175,210.442,207.496,11.07,17.802,20.748,20.748,"$691,867","$1,112,643","$1,296,781","$1,296,780.54"
1022,Hillsboro Fill-Finish,10129835,Mabthera ,"$62,500",Mabthera 500mg Fill HTO VV Ex,0.00638,3190863,8/25/2017,2017,Q3-2017,Aug,335.7,35775,35185,34499,34257,98.35%,96.43%,95.76%,95.76%,335.7,224.479,220.101,218.561,3.766,8.143,9.684,9.684,"$235,377","$508,961","$605,255","$605,255.26"
1022,Hillsboro Fill-Finish,10129835,Mabthera ,"$62,500",Mabthera 500mg Fill HTO VV Ex,0.00638,3190863,8/24/2017,2017,Q3-2017,Aug,335.7,35775,34344,33125,31734,96.00%,92.59%,88.70%,88.70%,335.7,219.115,211.336,202.46,9.13,16.908,25.785,25.785,"$570,612","$1,056,773","$1,611,531","$1,611,531.39"
1022,Hillsboro Fill-Finish,10129835,Mabthera ,"$62,500",Mabthera 500mg Fill HTO VV Ex,0.00638,3201934,8/31/2017,2017,Q3-2017,Aug,334.7,35668,34777,33038,31386,97.50%,92.63%,87.99%,87.99%,334.7,221.876,210.782,200.243,5.689,16.783,27.322,27.322,"$355,570","$1,048,932","$1,707,625","$1,707,625.46"
1022,Hillsboro Fill-Finish,10129835,Mabthera ,"$62,500",Mabthera 500mg Fill HTO VV Ex,0.00638,3201934,8/29/2017,2017,Q3-2017,Aug,334.7,35668,34153,32872,32050,95.75%,92.16%,89.86%,89.86%,334.7,217.893,209.722,204.479,9.672,17.843,23.086,23.086,"$604,469","$1,115,157","$1,442,848","$1,442,847.95"
1022,Hillsboro Fill-Finish,10144240,HER2 ,"$85,000",HER2 440mg Fill HTO RSTO Ex,0.00193,3115999,7/31/2016,2016,Q3-2016,Jul,825.65,46074,45890,44100,41542,99.60%,95.72%,90.16%,90.16%,825.65,88.693,85.234,80.29,0.356,3.815,8.759,8.759,"$30,277","$324,293","$744,495","$744,495.02"
1022,Hillsboro Fill-Finish,10144240,HER2 ,"$85,000",HER2 440mg Fill HTO RSTO Ex,0.00193,3115999,7/29/2016,2016,Q3-2016,Jul,825.65,46074,44991,42809,42595,97.65%,92.91%,92.45%,92.45%,825.65,86.956,82.739,82.325,2.093,6.31,6.724,6.724,"$177,875","$536,352","$571,516","$571,516.34"
1022,Hillsboro Fill-Finish,10144240,HER2 ,"$85,000",HER2 440mg Fill HTO RSTO Ex,0.00193,3141980,12/19/2016,2016,Q4-2016,Dec,811.9,45307,45058,43774,41716,99.45%,96.62%,92.07%,92.07%,811.9,87.084,84.602,80.626,0.482,2.964,6.94,6.94,"$40,937","$251,899","$589,885","$589,885.40"
1022,Hillsboro Fill-Finish,10144240,HER2 ,"$85,000",HER2 440mg Fill HTO RSTO Ex,0.00193,3141980,12/17/2016,2016,Q4-2016,Dec,811.9,45307,43744,41907,39141,96.55%,92.49%,86.39%,86.39%,811.9,84.545,80.994,75.648,3.021,6.572,11.918,11.918,"$256,787","$558,612","$1,012,989","$1,012,988.73"
1022,Hillsboro Fill-Finish,10144240,HER2 ,"$85,000",HER2 440mg Fill HTO RSTO Ex,0.00193,3141980,12/15/2016,2016,Q4-2016,Dec,811.9,45307,44854,43979,40197,99.00%,97.07%,88.72%,88.72%,811.9,86.69,85,77.69,0.876,2.566,9.876,9.876,"$74,431","$218,120","$839,469","$839,468.68"
1022,Hillsboro Fill-Finish,10144240,HER2 ,"$85,000",HER2 440mg Fill HTO RSTO Ex,0.00193,3155171,2/2/2017,2017,Q1-2017,Feb,#N/A,,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#N/A,0,0,0,0,0,0,0,$0,$0,$0,$0.00
1022,Hillsboro Fill-Finish,10144240,HER2 ,"$85,000",HER2 440mg Fill HTO RSTO Ex,0.00193,3155171,2/1/2017,2017,Q1-2017,Feb,#N/A,,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#N/A,0,0,0,0,0,0,0,$0,$0,$0,$0.00
1022,Hillsboro Fill-Finish,10144240,HER2 ,"$85,000",HER2 440mg Fill HTO RSTO Ex,0.00193,3168297,2/7/2017,2017,Q1-2017,Feb,446.3,24905,23934,23132,21652,96.10%,92.88%,86.94%,86.94%,446.3,46.258,44.708,41.847,1.877,3.427,6.288,6.288,"$159,567","$291,285","$534,497","$534,496.62"
1022,Hillsboro Fill-Finish,10144240,HER2 ,"$85,000",HER2 440mg Fill HTO RSTO Ex,0.00193,3168297,2/6/2017,2017,Q1-2017,Feb,446.3,24905,24669,23731,23233,99.05%,95.29%,93.29%,93.29%,446.3,47.678,45.866,44.903,0.457,2.269,3.232,3.232,"$38,869","$192,867","$274,738","$274,737.82"
1022,Hillsboro Fill-Finish,10144240,HER2 ,"$85,000",HER2 440mg Fill HTO RSTO Ex,0.00193,3168297,2/5/2017,2017,Q1-2017,Feb,446.3,24905,23759,22892,22251,95.40%,91.92%,89.34%,89.34%,446.3,45.921,44.245,43.006,2.214,3.89,5.129,5.129,"$188,207","$330,676","$435,978","$435,977.92"
1022,Hillsboro Fill-Finish,10144240,HER2 ,"$85,000",HER2 440mg Fill HTO RSTO Ex,0.00193,3172635,5/15/2017,2017,Q2-2017,May,846.65,47246,45427,44996,43511,96.15%,95.24%,92.09%,92.09%,846.65,87.798,86.964,84.094,3.516,4.35,7.219,7.219,"$298,824","$369,722","$613,656","$613,655.97"
1022,Hillsboro Fill-Finish,10144240,HER2 ,"$85,000",HER2 440mg Fill HTO RSTO Ex,0.00193,3172635,5/14/2017,2017,Q2-2017,May,846.65,47246,46372,44146,41674,98.15%,93.44%,88.21%,88.21%,846.65,89.625,85.323,80.544,1.689,5.991,10.769,10.769,"$143,591","$509,259","$915,394","$915,394.22"
1022,Hillsboro Fill-Finish,10144240,HER2 ,"$85,000",HER2 440mg Fill HTO RSTO Ex,0.00193,3172635,5/11/2017,2017,Q2-2017,May,846.65,47246,45900,43765,43371,97.15%,92.63%,91.80%,91.80%,846.65,88.711,84.586,83.825,2.602,6.728,7.489,7.489,"$221,208","$571,839","$636,548","$636,547.92"
1022,Hillsboro Fill-Finish,10144240,HER2 ,"$85,000",HER2 440mg Fill HTO RSTO Ex,0.00193,3172635,5/10/2017,2017,Q2-2017,May,846.65,47246,45923,45441,44078,97.20%,96.18%,93.29%,93.29%,846.65,88.757,87.825,85.19,2.557,3.489,6.123,6.123,"$217,327","$296,543","$520,496","$520,496.47"
1022,Hillsboro Fill-Finish,10144240,HER2 ,"$85,000",HER2 440mg Fill HTO RSTO Ex,0.00193,3179402,6/28/2017,2017,Q2-2017,Jun,899.4,50190,48483,47295,46775,96.60%,94.23%,93.20%,93.20%,899.4,93.705,91.409,90.404,3.298,5.594,6.599,6.599,"$280,339","$475,479","$560,947","$560,947.03"
1022,Hillsboro Fill-Finish,10144240,HER2 ,"$85,000",HER2 440mg Fill HTO RSTO Ex,0.00193,3179402,6/25/2017,2017,Q2-2017,Jun,899.4,50190,49010,46682,42994,97.65%,93.01%,85.66%,85.66%,899.4,94.723,90.224,83.096,2.28,6.779,13.907,13.907,"$193,764","$576,210","$1,182,065","$1,182,064.73"
1022,Hillsboro Fill-Finish,10144240,HER2 ,"$85,000",HER2 440mg Fill HTO RSTO Ex,0.00193,3179402,6/24/2017,2017,Q2-2017,Jun,899.4,50190,49512,49166,47838,98.65%,97.96%,95.31%,95.31%,899.4,95.694,95.024,92.458,1.31,1.979,4.545,4.545,"$111,311","$168,249","$386,328","$386,327.98"
1022,Hillsboro Fill-Finish,10144240,HER2 ,"$85,000",HER2 440mg Fill HTO RSTO Ex,0.00193,3179404,7/3/2017,2017,Q3-2017,Jul,868.1,48443,46578,45227,41564,96.15%,93.36%,85.80%,85.80%,868.1,90.023,87.412,80.332,3.605,6.215,13.296,13.296,"$306,395","$528,301","$1,130,132","$1,130,132.28"
1022,Hillsboro Fill-Finish,10144240,HER2 ,"$85,000",HER2 440mg Fill HTO RSTO Ex,0.00193,3179404,7/2/2017,2017,Q3-2017,Jul,868.1,48443,46166,44181,41442,95.30%,91.20%,85.55%,85.55%,868.1,89.227,85.39,80.096,4.4,8.237,13.531,13.531,"$374,041","$700,165","$1,150,170","$1,150,170.26"
1022,Hillsboro Fill-Finish,10144240,HER2 ,"$85,000",HER2 440mg Fill HTO RSTO Ex,0.00193,3185324,7/25/2017,2017,Q3-2017,Jul,890.55,49696,48752,48581,44889,98.10%,97.76%,90.33%,90.33%,890.55,94.224,93.894,86.758,1.825,2.155,9.291,9.291,"$155,118","$183,150","$789,704","$789,704.29"
1022,Hillsboro Fill-Finish,10144240,HER2 ,"$85,000",HER2 440mg Fill HTO RSTO Ex,0.00193,3185324,7/23/2017,2017,Q3-2017,Jul,890.55,49696,48652,48190,44528,97.90%,96.97%,89.60%,89.60%,890.55,94.032,93.138,86.06,2.017,2.91,9.989,9.989,"$171,447","$247,377","$849,050","$849,050.22"
1022,Hillsboro Fill-Finish,10144240,HER2 ,"$85,000",HER2 440mg Fill HTO RSTO Ex,0.00193,3185324,7/22/2017,2017,Q3-2017,Jul,890.55,49696,48652,48287,46984,97.90%,97.17%,94.54%,94.54%,890.55,94.032,93.326,90.806,2.017,2.722,5.242,5.242,"$171,447","$231,392","$445,576","$445,575.67"
1022,Hillsboro Fill-Finish,10144240,HER2 ,"$85,000",HER2 440mg Fill HTO RSTO Ex,0.00193,3201636,8/6/2017,2017,Q3-2017,Aug,886.8,49487,48769,46989,45955,98.55%,94.95%,92.86%,92.86%,886.8,94.257,90.817,88.819,1.387,4.827,6.825,6.825,"$117,881","$410,315","$580,142","$580,142.14"
